chemical_name	analysismode	mz	rt	compound_id
218.1056_1.149	HILIC_POS	218.1056	1.149	C001928
609.16852_1.312	HILIC_POS	609.16852	1.312	C001929
176.04736_0.907	HILIC_POS	176.04736	0.907	C001930
108.0579_2.618	HILIC_POS	108.0579	2.618	C001931
355.23604_3.797	HILIC_POS	355.23604	3.797	C001932
153.079_2.979	HILIC_POS	153.079	2.979	C001933
341.25709_3.643	HILIC_POS	341.25709	3.643	C001934
283.17852_3.852	HILIC_POS	283.17852	3.852	C001935
145.0526_2.96	HILIC_POS	145.0526	2.96	C001936
143.92006_4.847	HILIC_POS	143.92006	4.847	C001937
385.23167_3.407	HILIC_POS	385.23167	3.407	C001938
155.05824_3.27	HILIC_POS	155.05824	3.27	C001939
287.06422_2.614	HILIC_POS	287.06422	2.614	C001940
307.04331_2.027	HILIC_POS	307.04331	2.027	C001941
242.16324_3.603	HILIC_POS	242.16324	3.603	C001942
117.1156_4.081	HILIC_POS	117.1156	4.081	C001943
287.09651_2.916	HILIC_POS	287.09651	2.916	C001944
322.19956_3.059	HILIC_POS	322.19956	3.059	C001945
441.06669_0.667	HILIC_POS	441.06669	0.667	C001946
450.17226_1.99	HILIC_POS	450.17226	1.99	C001947
131.05836_3.769	HILIC_POS	131.05836	3.769	C001948
449.12548_2.905	HILIC_POS	449.12548	2.905	C001949
200.15261_5.196	HILIC_POS	200.15261	5.196	C001950
452.11044_2.893	HILIC_POS	452.11044	2.893	C001951
346.21479_2.193	HILIC_POS	346.21479	2.193	C001952
302.10127_2.641	HILIC_POS	302.10127	2.641	C001953
346.11823_0.648	HILIC_POS	346.11823	0.648	C001954
398.2415_2.654	HILIC_POS	398.2415	2.654	C001955
120.05769_1.338	HILIC_POS	120.05769	1.338	C001956
101.04839_3.843	HILIC_POS	101.04839	3.843	C001957
446.21586_1.915	HILIC_POS	446.21586	1.915	C001958
327.1898_3.47	HILIC_POS	327.1898	3.47	C001959
242.08048_2.017	HILIC_POS	242.08048	2.017	C001960
77.03987_2.434	HILIC_POS	77.03987	2.434	C001961
360.14252_2.656	HILIC_POS	360.14252	2.656	C001962
228.08584_2.65	HILIC_POS	228.08584	2.65	C001963
229.08129_0.97	HILIC_POS	229.08129	0.97	C001964
332.08266_1.397	HILIC_POS	332.08266	1.397	C001965
336.16877_3.91	HILIC_POS	336.16877	3.91	C001966
454.08736_1.05	HILIC_POS	454.08736	1.05	C001967
212.14116_0.891	HILIC_POS	212.14116	0.891	C001968
90.04757_2.583	HILIC_POS	90.04757	2.583	C001969
285.079_1.857	HILIC_POS	285.079	1.857	C001970
357.20155_3.293	HILIC_POS	357.20155	3.293	C001971
85.05262_2.086	HILIC_POS	85.05262	2.086	C001972
204.03586_1.054	HILIC_POS	204.03586	1.054	C001973
152.12011_2.641	HILIC_POS	152.12011	2.641	C001974
187.05937_0.865	HILIC_POS	187.05937	0.865	C001975
97.08969_3.153	HILIC_POS	97.08969	3.153	C001976
592.32668_3.566	HILIC_POS	592.32668	3.566	C001977
371.8224_4.705	HILIC_POS	371.8224	4.705	C001978
228.08726_2.671	HILIC_POS	228.08726	2.671	C001979
173.04769_2.083	HILIC_POS	173.04769	2.083	C001980
160.12503_0.9	HILIC_POS	160.12503	0.9	C001981
157.03764_3.309	HILIC_POS	157.03764	3.309	C001982
127.06348_3.592	HILIC_POS	127.06348	3.592	C001983
97.08969_3.733	HILIC_POS	97.08969	3.733	C001984
265.16794_3.312	HILIC_POS	265.16794	3.312	C001985
125.0591_3.055	HILIC_POS	125.0591	3.055	C001986
129.1154_5.3	HILIC_POS	129.1154	5.3	C001987
320.0748_1.191	HILIC_POS	320.0748	1.191	C001988
437.14367_2.583	HILIC_POS	437.14367	2.583	C001989
267.17386_3.328	HILIC_POS	267.17386	3.328	C001990
200.06208_3.247	HILIC_POS	200.06208	3.247	C001991
211.11113_3.283	HILIC_POS	211.11113	3.283	C001992
375.08932_3.046	HILIC_POS	375.08932	3.046	C001993
135.06844_3.485	HILIC_POS	135.06844	3.485	C001994
351.15323_0.903	HILIC_POS	351.15323	0.903	C001995
568.22485_2.16	HILIC_POS	568.22485	2.16	C001996
552.23972_3.757	HILIC_POS	552.23972	3.757	C001997
180.11483_0.909	HILIC_POS	180.11483	0.909	C001998
136.03577_1.629	HILIC_POS	136.03577	1.629	C001999
228.11084_1.547	HILIC_POS	228.11084	1.547	C002000
392.04949_0.898	HILIC_POS	392.04949	0.898	C002001
94.05367_4.032	HILIC_POS	94.05367	4.032	C002002
116.09519_5.193	HILIC_POS	116.09519	5.193	C002003
113.04825_3.914	HILIC_POS	113.04825	3.914	C002004
211.08452_4.876	HILIC_POS	211.08452	4.876	C002005
166.07823_0.672	HILIC_POS	166.07823	0.672	C002006
504.14972_1.787	HILIC_POS	504.14972	1.787	C002007
204.07464_3.712	HILIC_POS	204.07464	3.712	C002008
212.07161_0.929	HILIC_POS	212.07161	0.929	C002009
621.94235_4.556	HILIC_POS	621.94235	4.556	C002010
165.02496_2.519	HILIC_POS	165.02496	2.519	C002011
205.03729_1.136	HILIC_POS	205.03729	1.136	C002012
259.1898_6.092	HILIC_POS	259.1898	6.092	C002013
339.24149_3.646	HILIC_POS	339.24149	3.646	C002014
397.17349_0.902	HILIC_POS	397.17349	0.902	C002015
229.08126_1.106	HILIC_POS	229.08126	1.106	C002016
563.27959_3.519	HILIC_POS	563.27959	3.519	C002017
412.20597_3.705	HILIC_POS	412.20597	3.705	C002018
539.94012_4.56	HILIC_POS	539.94012	4.56	C002019
359.06195_1.742	HILIC_POS	359.06195	1.742	C002020
241.00792_3.631	HILIC_POS	241.00792	3.631	C002021
112.02782_1.79	HILIC_POS	112.02782	1.79	C002022
264.15739_3.044	HILIC_POS	264.15739	3.044	C002023
177.04603_3.058	HILIC_POS	177.04603	3.058	C002024
463.21857_1.562	HILIC_POS	463.21857	1.562	C002025
84.02182_1.896	HILIC_POS	84.02182	1.896	C002026
338.02934_0.893	HILIC_POS	338.02934	0.893	C002027
334.09903_3.055	HILIC_POS	334.09903	3.055	C002028
276.07838_3.202	HILIC_POS	276.07838	3.202	C002029
237.03068_3.679	HILIC_POS	237.03068	3.679	C002030
298.12068_0.9	HILIC_POS	298.12068	0.9	C002031
247.0628_0.586	HILIC_POS	247.0628	0.586	C002032
216.11126_3.225	HILIC_POS	216.11126	3.225	C002033
563.1868_1.324	HILIC_POS	563.1868	1.324	C002034
142.02659_2.896	HILIC_POS	142.02659	2.896	C002035
113.04794_3.406	HILIC_POS	113.04794	3.406	C002036
224.03515_1.02	HILIC_POS	224.03515	1.02	C002037
153.04263_3.087	HILIC_POS	153.04263	3.087	C002038
589.16597_1.326	HILIC_POS	589.16597	1.326	C002039
309.15787_3.886	HILIC_POS	309.15787	3.886	C002040
139.04615_1.899	HILIC_POS	139.04615	1.899	C002041
140.13132_6.119	HILIC_POS	140.13132	6.119	C002042
128.05866_1.462	HILIC_POS	128.05866	1.462	C002043
294.06743_2.509	HILIC_POS	294.06743	2.509	C002044
483.2839_2.233	HILIC_POS	483.2839	2.233	C002045
219.05317_0.904	HILIC_POS	219.05317	0.904	C002046
406.13014_3.203	HILIC_POS	406.13014	3.203	C002047
362.15779_2.897	HILIC_POS	362.15779	2.897	C002048
397.91651_4.674	HILIC_POS	397.91651	4.674	C002049
190.11065_5.269	HILIC_POS	190.11065	5.269	C002050
123.0356_3.646	HILIC_POS	123.0356	3.646	C002051
374.12316_1.233	HILIC_POS	374.12316	1.233	C002052
146.04003_2.508	HILIC_POS	146.04003	2.508	C002053
101.04819_3.678	HILIC_POS	101.04819	3.678	C002054
379.18493_2.909	HILIC_POS	379.18493	2.909	C002055
90.04756_2.649	HILIC_POS	90.04756	2.649	C002056
118.02808_1.777	HILIC_POS	118.02808	1.777	C002057
118.04193_3.483	HILIC_POS	118.04193	3.483	C002058
446.21591_1.843	HILIC_POS	446.21591	1.843	C002059
170.08223_4.159	HILIC_POS	170.08223	4.159	C002060
159.0895_3.572	HILIC_POS	159.0895	3.572	C002061
305.16292_3.784	HILIC_POS	305.16292	3.784	C002062
184.04484_0.902	HILIC_POS	184.04484	0.902	C002063
536.12036_3.244	HILIC_POS	536.12036	3.244	C002064
257.16289_3.919	HILIC_POS	257.16289	3.919	C002065
87.06908_1.601	HILIC_POS	87.06908	1.601	C002066
114.04717_1.726	HILIC_POS	114.04717	1.726	C002067
404.07466_0.891	HILIC_POS	404.07466	0.891	C002068
471.21124_3.249	HILIC_POS	471.21124	3.249	C002069
211.08445_1.026	HILIC_POS	211.08445	1.026	C002070
312.1584_1.019	HILIC_POS	312.1584	1.019	C002071
195.05318_1.217	HILIC_POS	195.05318	1.217	C002072
205.04083_0.577	HILIC_POS	205.04083	0.577	C002073
183.08721_4.541	HILIC_POS	183.08721	4.541	C002074
219.05303_0.95	HILIC_POS	219.05303	0.95	C002075
368.12252_3.454	HILIC_POS	368.12252	3.454	C002076
447.29874_2.983	HILIC_POS	447.29874	2.983	C002077
335.05623_1.385	HILIC_POS	335.05623	1.385	C002078
349.08004_2.302	HILIC_POS	349.08004	2.302	C002079
94.01727_1.789	HILIC_POS	94.01727	1.789	C002080
175.06339_1.236	HILIC_POS	175.06339	1.236	C002081
180.09511_2.594	HILIC_POS	180.09511	2.594	C002082
224.11575_2.988	HILIC_POS	224.11575	2.988	C002083
390.14036_2.17	HILIC_POS	390.14036	2.17	C002084
316.08436_1.77	HILIC_POS	316.08436	1.77	C002085
111.03187_2.648	HILIC_POS	111.03187	2.648	C002086
261.10037_0.926	HILIC_POS	261.10037	0.926	C002087
176.03233_3.032	HILIC_POS	176.03233	3.032	C002088
373.15588_0.707	HILIC_POS	373.15588	0.707	C002089
243.1106_1.317	HILIC_POS	243.1106	1.317	C002090
452.11871_3.377	HILIC_POS	452.11871	3.377	C002091
178.1107_4.579	HILIC_POS	178.1107	4.579	C002092
107.03747_0.867	HILIC_POS	107.03747	0.867	C002093
282.15836_3.374	HILIC_POS	282.15836	3.374	C002094
225.07485_1.25	HILIC_POS	225.07485	1.25	C002095
391.14519_1.799	HILIC_POS	391.14519	1.799	C002096
191.0584_3.394	HILIC_POS	191.0584	3.394	C002097
367.19996_3.964	HILIC_POS	367.19996	3.964	C002098
266.12674_2.912	HILIC_POS	266.12674	2.912	C002099
384.22622_3.967	HILIC_POS	384.22622	3.967	C002100
325.18919_3.93	HILIC_POS	325.18919	3.93	C002101
129.15189_3.449	HILIC_POS	129.15189	3.449	C002102
568.22429_2.315	HILIC_POS	568.22429	2.315	C002103
454.20381_2.0	HILIC_POS	454.20381	2	C002104
206.08425_0.893	HILIC_POS	206.08425	0.893	C002105
95.06148_4.173	HILIC_POS	95.06148	4.173	C002106
205.07109_1.014	HILIC_POS	205.07109	1.014	C002107
220.06951_3.707	HILIC_POS	220.06951	3.707	C002108
588.15913_1.517	HILIC_POS	588.15913	1.517	C002109
184.08471_1.482	HILIC_POS	184.08471	1.482	C002110
406.08782_1.375	HILIC_POS	406.08782	1.375	C002111
126.08118_1.194	HILIC_POS	126.08118	1.194	C002112
369.17887_0.903	HILIC_POS	369.17887	0.903	C002113
278.17327_2.653	HILIC_POS	278.17327	2.653	C002114
120.02135_1.047	HILIC_POS	120.02135	1.047	C002115
665.31105_3.704	HILIC_POS	665.31105	3.704	C002116
254.12676_3.556	HILIC_POS	254.12676	3.556	C002117
138.05091_1.993	HILIC_POS	138.05091	1.993	C002118
521.14741_2.86	HILIC_POS	521.14741	2.86	C002119
219.05316_1.2	HILIC_POS	219.05316	1.2	C002120
151.02693_1.226	HILIC_POS	151.02693	1.226	C002121
183.10079_1.209	HILIC_POS	183.10079	1.209	C002122
136.08888_0.891	HILIC_POS	136.08888	0.891	C002123
197.10526_1.137	HILIC_POS	197.10526	1.137	C002124
381.94245_4.623	HILIC_POS	381.94245	4.623	C002125
167.06942_1.335	HILIC_POS	167.06942	1.335	C002126
230.10981_3.331	HILIC_POS	230.10981	3.331	C002127
85.08989_3.474	HILIC_POS	85.08989	3.474	C002128
387.22608_3.955	HILIC_POS	387.22608	3.955	C002129
425.07139_0.641	HILIC_POS	425.07139	0.641	C002130
186.07533_0.975	HILIC_POS	186.07533	0.975	C002131
144.0422_1.297	HILIC_POS	144.0422	1.297	C002132
302.16507_3.929	HILIC_POS	302.16507	3.929	C002133
126.10466_0.641	HILIC_POS	126.10466	0.641	C002134
252.159_4.743	HILIC_POS	252.159	4.743	C002135
172.15773_5.02	HILIC_POS	172.15773	5.02	C002136
188.07959_1.573	HILIC_POS	188.07959	1.573	C002137
181.06818_1.12	HILIC_POS	181.06818	1.12	C002138
137.08404_3.754	HILIC_POS	137.08404	3.754	C002139
150.09163_1.532	HILIC_POS	150.09163	1.532	C002140
259.18983_5.939	HILIC_POS	259.18983	5.939	C002141
273.11299_0.691	HILIC_POS	273.11299	0.691	C002142
113.03025_0.915	HILIC_POS	113.03025	0.915	C002143
241.14688_3.288	HILIC_POS	241.14688	3.288	C002144
170.06909_2.954	HILIC_POS	170.06909	2.954	C002145
374.0869_3.127	HILIC_POS	374.0869	3.127	C002146
366.09291_2.397	HILIC_POS	366.09291	2.397	C002147
260.10089_3.822	HILIC_POS	260.10089	3.822	C002148
365.09369_2.446	HILIC_POS	365.09369	2.446	C002149
844.53703_3.175	HILIC_POS	844.53703	3.175	C002150
118.07842_0.895	HILIC_POS	118.07842	0.895	C002151
211.05138_2.118	HILIC_POS	211.05138	2.118	C002152
305.12986_4.0	HILIC_POS	305.12986	4	C002153
223.08447_1.321	HILIC_POS	223.08447	1.321	C002154
227.0615_2.95	HILIC_POS	227.0615	2.95	C002155
199.06671_2.895	HILIC_POS	199.06671	2.895	C002156
186.17334_5.236	HILIC_POS	186.17334	5.236	C002157
1133.96609_4.528	HILIC_POS	1133.96609	4.528	C002158
365.2208_3.906	HILIC_POS	365.2208	3.906	C002159
316.13075_0.898	HILIC_POS	316.13075	0.898	C002160
397.24692_3.914	HILIC_POS	397.24692	3.914	C002161
534.18543_1.378	HILIC_POS	534.18543	1.378	C002162
446.10395_1.703	HILIC_POS	446.10395	1.703	C002163
202.04764_0.892	HILIC_POS	202.04764	0.892	C002164
285.13276_3.091	HILIC_POS	285.13276	3.091	C002165
177.13662_5.089	HILIC_POS	177.13662	5.089	C002166
120.0214_1.17	HILIC_POS	120.0214	1.17	C002167
182.07322_3.526	HILIC_POS	182.07322	3.526	C002168
524.18736_1.805	HILIC_POS	524.18736	1.805	C002169
340.221_1.447	HILIC_POS	340.221	1.447	C002170
235.15725_3.332	HILIC_POS	235.15725	3.332	C002171
179.04185_1.396	HILIC_POS	179.04185	1.396	C002172
367.10908_0.595	HILIC_POS	367.10908	0.595	C002173
111.04462_2.213	HILIC_POS	111.04462	2.213	C002174
503.3166_0.655	HILIC_POS	503.3166	0.655	C002175
241.10621_0.761	HILIC_POS	241.10621	0.761	C002176
84.02182_4.166	HILIC_POS	84.02182	4.166	C002177
115.0459_1.268	HILIC_POS	115.0459	1.268	C002178
687.1823_1.206	HILIC_POS	687.1823	1.206	C002179
354.70511_3.653	HILIC_POS	354.70511	3.653	C002180
127.06344_3.656	HILIC_POS	127.06344	3.656	C002181
87.03209_3.31	HILIC_POS	87.03209	3.31	C002182
285.15127_6.128	HILIC_POS	285.15127	6.128	C002183
173.14163_0.993	HILIC_POS	173.14163	0.993	C002184
134.07328_3.661	HILIC_POS	134.07328	3.661	C002185
1287.85241_4.524	HILIC_POS	1287.85241	4.524	C002186
95.92097_4.708	HILIC_POS	95.92097	4.708	C002187
422.15545_1.373	HILIC_POS	422.15545	1.373	C002188
96.06931_1.497	HILIC_POS	96.06931	1.497	C002189
341.22062_3.882	HILIC_POS	341.22062	3.882	C002190
90.04757_0.908	HILIC_POS	90.04757	0.908	C002191
109.028_1.323	HILIC_POS	109.028	1.323	C002192
136.10005_0.996	HILIC_POS	136.10005	0.996	C002193
457.19553_3.385	HILIC_POS	457.19553	3.385	C002194
208.08367_3.373	HILIC_POS	208.08367	3.373	C002195
381.07485_0.814	HILIC_POS	381.07485	0.814	C002196
168.06864_1.236	HILIC_POS	168.06864	1.236	C002197
163.02944_2.637	HILIC_POS	163.02944	2.637	C002198
357.20126_3.011	HILIC_POS	357.20126	3.011	C002199
85.08932_4.859	HILIC_POS	85.08932	4.859	C002200
97.0533_1.934	HILIC_POS	97.0533	1.934	C002201
95.03739_3.657	HILIC_POS	95.03739	3.657	C002202
203.11579_3.977	HILIC_POS	203.11579	3.977	C002203
164.04687_3.509	HILIC_POS	164.04687	3.509	C002204
119.07355_0.919	HILIC_POS	119.07355	0.919	C002205
94.0421_3.478	HILIC_POS	94.0421	3.478	C002206
285.20548_1.097	HILIC_POS	285.20548	1.097	C002207
369.16404_0.896	HILIC_POS	369.16404	0.896	C002208
609.8447_4.698	HILIC_POS	609.8447	4.698	C002209
609.84449_4.637	HILIC_POS	609.84449	4.637	C002210
163.03021_2.655	HILIC_POS	163.03021	2.655	C002211
288.11888_3.376	HILIC_POS	288.11888	3.376	C002212
230.1343_3.488	HILIC_POS	230.1343	3.488	C002213
126.04286_2.631	HILIC_POS	126.04286	2.631	C002214
401.20507_0.95	HILIC_POS	401.20507	0.95	C002215
388.23253_3.498	HILIC_POS	388.23253	3.498	C002216
165.02492_0.986	HILIC_POS	165.02492	0.986	C002217
122.05326_2.432	HILIC_POS	122.05326	2.432	C002218
304.17914_3.167	HILIC_POS	304.17914	3.167	C002219
235.14194_3.984	HILIC_POS	235.14194	3.984	C002220
127.06459_3.617	HILIC_POS	127.06459	3.617	C002221
118.042_2.521	HILIC_POS	118.042	2.521	C002222
193.05988_1.977	HILIC_POS	193.05988	1.977	C002223
241.04379_2.656	HILIC_POS	241.04379	2.656	C002224
285.07933_1.97	HILIC_POS	285.07933	1.97	C002225
507.17483_1.136	HILIC_POS	507.17483	1.136	C002226
101.0838_4.907	HILIC_POS	101.0838	4.907	C002227
554.30316_3.764	HILIC_POS	554.30316	3.764	C002228
209.06876_1.271	HILIC_POS	209.06876	1.271	C002229
77.03988_2.59	HILIC_POS	77.03988	2.59	C002230
537.14248_3.024	HILIC_POS	537.14248	3.024	C002231
457.19527_1.478	HILIC_POS	457.19527	1.478	C002232
367.10963_0.589	HILIC_POS	367.10963	0.589	C002233
188.11613_4.158	HILIC_POS	188.11613	4.158	C002234
379.10902_0.58	HILIC_POS	379.10902	0.58	C002235
273.90249_4.673	HILIC_POS	273.90249	4.673	C002236
173.1298_3.502	HILIC_POS	173.1298	3.502	C002237
163.06327_0.602	HILIC_POS	163.06327	0.602	C002238
268.17889_1.101	HILIC_POS	268.17889	1.101	C002239
364.09856_2.886	HILIC_POS	364.09856	2.886	C002240
126.1159_4.838	HILIC_POS	126.1159	4.838	C002241
154.07975_2.587	HILIC_POS	154.07975	2.587	C002242
145.0528_0.629	HILIC_POS	145.0528	0.629	C002243
356.07902_0.891	HILIC_POS	356.07902	0.891	C002244
310.10605_1.727	HILIC_POS	310.10605	1.727	C002245
197.10512_1.501	HILIC_POS	197.10512	1.501	C002246
134.10953_0.895	HILIC_POS	134.10953	0.895	C002247
465.31006_3.286	HILIC_POS	465.31006	3.286	C002248
327.13219_3.907	HILIC_POS	327.13219	3.907	C002249
381.94236_4.724	HILIC_POS	381.94236	4.724	C002250
348.23024_1.135	HILIC_POS	348.23024	1.135	C002251
174.07525_3.819	HILIC_POS	174.07525	3.819	C002252
231.05658_1.485	HILIC_POS	231.05658	1.485	C002253
83.04911_3.269	HILIC_POS	83.04911	3.269	C002254
287.15209_0.606	HILIC_POS	287.15209	0.606	C002255
112.06414_4.165	HILIC_POS	112.06414	4.165	C002256
710.30142_2.225	HILIC_POS	710.30142	2.225	C002257
178.11163_0.981	HILIC_POS	178.11163	0.981	C002258
335.083_3.706	HILIC_POS	335.083	3.706	C002259
258.10268_1.066	HILIC_POS	258.10268	1.066	C002260
211.0706_1.039	HILIC_POS	211.0706	1.039	C002261
150.1158_3.369	HILIC_POS	150.1158	3.369	C002262
168.08978_1.216	HILIC_POS	168.08978	1.216	C002263
416.18113_3.004	HILIC_POS	416.18113	3.004	C002264
284.05861_2.573	HILIC_POS	284.05861	2.573	C002265
142.05654_1.559	HILIC_POS	142.05654	1.559	C002266
192.15139_2.371	HILIC_POS	192.15139	2.371	C002267
145.05393_1.151	HILIC_POS	145.05393	1.151	C002268
537.15367_2.178	HILIC_POS	537.15367	2.178	C002269
256.15495_0.89	HILIC_POS	256.15495	0.89	C002270
123.99847_3.667	HILIC_POS	123.99847	3.667	C002271
342.05671_1.213	HILIC_POS	342.05671	1.213	C002272
415.1837_3.002	HILIC_POS	415.1837	3.002	C002273
537.16495_1.541	HILIC_POS	537.16495	1.541	C002274
447.21088_1.547	HILIC_POS	447.21088	1.547	C002275
92.06308_3.501	HILIC_POS	92.06308	3.501	C002276
352.08955_0.9	HILIC_POS	352.08955	0.9	C002277
425.17765_1.239	HILIC_POS	425.17765	1.239	C002278
581.19721_1.573	HILIC_POS	581.19721	1.573	C002279
206.10914_5.292	HILIC_POS	206.10914	5.292	C002280
214.16807_1.302	HILIC_POS	214.16807	1.302	C002281
383.21641_3.251	HILIC_POS	383.21641	3.251	C002282
122.0403_1.648	HILIC_POS	122.0403	1.648	C002283
199.09582_3.616	HILIC_POS	199.09582	3.616	C002284
94.0537_4.174	HILIC_POS	94.0537	4.174	C002285
301.08868_0.711	HILIC_POS	301.08868	0.711	C002286
104.02995_2.414	HILIC_POS	104.02995	2.414	C002287
617.252_2.948	HILIC_POS	617.252	2.948	C002288
305.02737_0.893	HILIC_POS	305.02737	0.893	C002289
450.19249_0.63	HILIC_POS	450.19249	0.63	C002290
211.07051_1.387	HILIC_POS	211.07051	1.387	C002291
250.16803_0.915	HILIC_POS	250.16803	0.915	C002292
594.34227_3.166	HILIC_POS	594.34227	3.166	C002293
349.14614_0.928	HILIC_POS	349.14614	0.928	C002294
188.06599_1.439	HILIC_POS	188.06599	1.439	C002295
389.11473_2.307	HILIC_POS	389.11473	2.307	C002296
117.0581_3.439	HILIC_POS	117.0581	3.439	C002297
369.21559_3.966	HILIC_POS	369.21559	3.966	C002298
472.06947_3.109	HILIC_POS	472.06947	3.109	C002299
256.14993_3.432	HILIC_POS	256.14993	3.432	C002300
303.15077_0.805	HILIC_POS	303.15077	0.805	C002301
225.10002_1.291	HILIC_POS	225.10002	1.291	C002302
426.05679_1.697	HILIC_POS	426.05679	1.697	C002303
142.07421_3.922	HILIC_POS	142.07421	3.922	C002304
127.09981_1.752	HILIC_POS	127.09981	1.752	C002305
144.07675_2.623	HILIC_POS	144.07675	2.623	C002306
486.29021_0.646	HILIC_POS	486.29021	0.646	C002307
456.23215_3.724	HILIC_POS	456.23215	3.724	C002308
530.1757_3.303	HILIC_POS	530.1757	3.303	C002309
315.20493_3.927	HILIC_POS	315.20493	3.927	C002310
626.31303_3.629	HILIC_POS	626.31303	3.629	C002311
342.19092_3.224	HILIC_POS	342.19092	3.224	C002312
331.08835_3.342	HILIC_POS	331.08835	3.342	C002313
413.94805_4.517	HILIC_POS	413.94805	4.517	C002314
269.08336_3.435	HILIC_POS	269.08336	3.435	C002315
285.13667_3.675	HILIC_POS	285.13667	3.675	C002316
202.08402_0.892	HILIC_POS	202.08402	0.892	C002317
231.0931_3.219	HILIC_POS	231.0931	3.219	C002318
366.08867_3.578	HILIC_POS	366.08867	3.578	C002319
401.08091_0.866	HILIC_POS	401.08091	0.866	C002320
266.17312_1.138	HILIC_POS	266.17312	1.138	C002321
222.09311_1.935	HILIC_POS	222.09311	1.935	C002322
111.03222_0.649	HILIC_POS	111.03222	0.649	C002323
486.21373_0.685	HILIC_POS	486.21373	0.685	C002324
167.05592_3.412	HILIC_POS	167.05592	3.412	C002325
496.13518_1.382	HILIC_POS	496.13518	1.382	C002326
256.08852_6.314	HILIC_POS	256.08852	6.314	C002327
266.12425_3.014	HILIC_POS	266.12425	3.014	C002328
171.12592_1.078	HILIC_POS	171.12592	1.078	C002329
419.1921_3.274	HILIC_POS	419.1921	3.274	C002330
456.14905_1.149	HILIC_POS	456.14905	1.149	C002331
375.1174_1.799	HILIC_POS	375.1174	1.799	C002332
280.14243_2.928	HILIC_POS	280.14243	2.928	C002333
278.12676_3.011	HILIC_POS	278.12676	3.011	C002334
274.10609_1.485	HILIC_POS	274.10609	1.485	C002335
182.05686_1.826	HILIC_POS	182.05686	1.826	C002336
310.18957_3.894	HILIC_POS	310.18957	3.894	C002337
175.08464_3.476	HILIC_POS	175.08464	3.476	C002338
220.0483_2.073	HILIC_POS	220.0483	2.073	C002339
162.05271_2.249	HILIC_POS	162.05271	2.249	C002340
123.0686_4.21	HILIC_POS	123.0686	4.21	C002341
179.09451_1.5	HILIC_POS	179.09451	1.5	C002342
180.08974_1.265	HILIC_POS	180.08974	1.265	C002343
185.08139_1.81	HILIC_POS	185.08139	1.81	C002344
125.05902_1.406	HILIC_POS	125.05902	1.406	C002345
127.00922_1.899	HILIC_POS	127.00922	1.899	C002346
245.1088_1.381	HILIC_POS	245.1088	1.381	C002347
342.21593_3.89	HILIC_POS	342.21593	3.89	C002348
179.09461_0.928	HILIC_POS	179.09461	0.928	C002349
169.11012_1.223	HILIC_POS	169.11012	1.223	C002350
380.24155_3.045	HILIC_POS	380.24155	3.045	C002351
224.10875_2.21	HILIC_POS	224.10875	2.21	C002352
130.11069_1.118	HILIC_POS	130.11069	1.118	C002353
311.10924_0.664	HILIC_POS	311.10924	0.664	C002354
269.12652_3.933	HILIC_POS	269.12652	3.933	C002355
374.75722_3.909	HILIC_POS	374.75722	3.909	C002356
190.16807_4.452	HILIC_POS	190.16807	4.452	C002357
189.13653_1.079	HILIC_POS	189.13653	1.079	C002358
156.16275_6.637	HILIC_POS	156.16275	6.637	C002359
245.07238_0.932	HILIC_POS	245.07238	0.932	C002360
285.05056_2.62	HILIC_POS	285.05056	2.62	C002361
192.0745_1.963	HILIC_POS	192.0745	1.963	C002362
603.30778_0.704	HILIC_POS	603.30778	0.704	C002363
274.08108_3.094	HILIC_POS	274.08108	3.094	C002364
390.18696_3.407	HILIC_POS	390.18696	3.407	C002365
375.04427_2.9	HILIC_POS	375.04427	2.9	C002366
125.04785_3.452	HILIC_POS	125.04785	3.452	C002367
383.14337_3.25	HILIC_POS	383.14337	3.25	C002368
99.06824_1.288	HILIC_POS	99.06824	1.288	C002369
190.11063_5.361	HILIC_POS	190.11063	5.361	C002370
356.12227_2.092	HILIC_POS	356.12227	2.092	C002371
871.53657_3.259	HILIC_POS	871.53657	3.259	C002372
399.26252_3.878	HILIC_POS	399.26252	3.878	C002373
512.1511_2.022	HILIC_POS	512.1511	2.022	C002374
273.17652_3.433	HILIC_POS	273.17652	3.433	C002375
349.91106_4.51	HILIC_POS	349.91106	4.51	C002376
576.20709_1.722	HILIC_POS	576.20709	1.722	C002377
207.06318_0.925	HILIC_POS	207.06318	0.925	C002378
270.07148_0.921	HILIC_POS	270.07148	0.921	C002379
355.0905_1.523	HILIC_POS	355.0905	1.523	C002380
146.03678_1.184	HILIC_POS	146.03678	1.184	C002381
373.24689_3.922	HILIC_POS	373.24689	3.922	C002382
153.11531_1.055	HILIC_POS	153.11531	1.055	C002383
157.074_3.474	HILIC_POS	157.074	3.474	C002384
679.01017_4.513	HILIC_POS	679.01017	4.513	C002385
157.11024_1.163	HILIC_POS	157.11024	1.163	C002386
132.05361_3.497	HILIC_POS	132.05361	3.497	C002387
239.09468_3.584	HILIC_POS	239.09468	3.584	C002388
463.94585_4.621	HILIC_POS	463.94585	4.621	C002389
155.13102_0.994	HILIC_POS	155.13102	0.994	C002390
326.11548_0.625	HILIC_POS	326.11548	0.625	C002391
381.04559_0.733	HILIC_POS	381.04559	0.733	C002392
139.07453_3.075	HILIC_POS	139.07453	3.075	C002393
