compound_id	BIOCHEMICAL	INCHIKEY
CPD0572	glycoursodeoxycholic acid sulfate (1)	NA
CPD0414	guaiacol sulfate	AQTYXAPIHMXAAV-UHFFFAOYAZ
CPD0043	guanidinoacetate	BPMFZUMJYQTVII-UHFFFAOYAQ
CPD0301	gulonate*	RGHNJXZEOKUKBD-NRXMZTRTBF
CPD0100	heptanoate (7:0)	MNWFXJYAOYHMED-UHFFFAOYAP
CPD0510	hexadecadienoate (16:2n6)	WPJGPAAPSBVXNU-HZJYTTRNBL
CPD0309	hexadecanedioate (C16-DC)	QQHJDPROMQRDLA-UHFFFAOYAF
CPD0540	hexadecenedioate (C16:1-DC)*	NA
CPD0321	hexanoylglutamine	NA
CPD0159	hippurate	QIAFMBKCNZACKA-UHFFFAOYAD
CPD0044	histidine	HNDVDQJCIGZPNO-UHFFFAOYAG
CPD0409	histidine betaine (hercynine)*	GPPYTCRVKHULJH-UHFFFAOYAG
CPD0402	histidylalanine	FRJIAZKQGSCKPQ-UHFFFAOYAE
CPD0203	homoarginine	QUOGESRFPZDMMT-YFKPBYRVBD
CPD0204	homocitrulline	XIGSAGMEBXLVJJ-YFKPBYRVBI
CPD0292	homostachydrine*	XULZWQRXYTVUTE-ZETCQYMHBF
CPD0377	hydantoin-5-propionate	VWFWNXQAMGDPGG-UHFFFAOYAX
CPD0304	hydroquinone sulfate	FPXPQMOQWJZYBL-UHFFFAOYAZ
CPD0545	hydroxyasparagine**	ZBYVTTSIVDYQSO-REOHCLBHBO
CPD0536	hydroxy-CMPF*	NA
CPD0580	hydroxy-N6,N6,N6-trimethyllysine*	NA
CPD0576	hydroxypalmitoyl sphingomyelin (d18:1/16:0(OH))**	NA
CPD0252	hyocholate	DKPMWHFRUGMUKF-OAEKOJLIBK
CPD0013	hypoxanthine	FDGQSTZJBFJUBT-UHFFFAOYAJ
CPD0169	imidazole lactate	ACZFBYCNAVEFLC-YFKPBYRVBI
CPD0201	iminodiacetate (IDA)	NBZBKCUXIYYUSX-UHFFFAOYAF
CPD0362	indole-3-carboxylate	NA
CPD0211	indoleacetate	SEOVTRFCIGRIMH-UHFFFAOYAT
CPD0176	indolelactate	XGILAAMKEQUXLS-UHFFFAOYAH
CPD0217	indolepropionate	GOLXRNDWAUTYKT-UHFFFAOYAW
CPD0046	inosine	UGQMRVRMYYASKQ-DGPXGRDGBU
CPD0214	isobutyrylcarnitine (C4)	NA
CPD0302	isobutyrylglycine	DCICDMMXFIELDF-UHFFFAOYAA
CPD0131	isocitrate	ODBLHEXUDAPZAU-UHFFFAOYAX
CPD0048	isoleucine	AGPKZVBTJJNPAG-UHFFFAOYAW
CPD0396	isoleucylglycine	UCGDDTHMMVWVMV-UHFFFAOYAU
CPD0375	isoursodeoxycholate	RUDATBOHQWOJDD-DNMBCGTGBA
CPD0187	isovalerate (i5:0)	GWYFCOCPABKNJV-UHFFFAOYAV
CPD0269	isovalerylcarnitine (C5)	IGQBPDJNUXPEMT-UHFFFAOYAB
CPD0282	isovalerylglycine	ZRQXMKMBBMNNQC-UHFFFAOYAA
CPD0006	kynurenate	HCZHHEIFKROPDY-UHFFFAOYAN
CPD0170	kynurenine	YGPSJZOEDVAXAB-QMMMGPOBBJ
CPD0067	lactate	JVTAAEKCZFNVCJ-UHFFFAOYAX
CPD0515	lactosyl-N-nervonoyl-sphingosine (d18:1/24:1)*	MKOKWBRPIBQYJJ-VMHDMWLQBO
CPD0497	lactosyl-N-palmitoyl-sphingosine (d18:1/16:0)	NA
CPD0016	laurate (12:0)	POULHZVOKOAJMA-UHFFFAOYAP
CPD0268	laurylcarnitine (C12)	FUJLYHJROOYKRA-UHFFFAOYAK
CPD0051	leucine	NA
CPD0397	leucylglycine	LESXFEZIFXFIQR-UHFFFAOYAD
CPD0052	leukotriene B4	VNYSSYRCGWBHLG-XUOUMLBJBU
CPD0383	leukotriene B5	BISQPGCQOHLHQK-HDNPQISLBC
CPD0458	lignoceroyl sphingomyelin (d18:1/24:0)	QEDPUVGSSDPBMD-XTAIVQBEBF
CPD0525	lignoceroylcarnitine (C24)*	NA
CPD0015	linoleate (18:2n6)	OYHQOLUKZRVURQ-HZJYTTRNBX
CPD0265	linolenate [alpha or gamma; (18:3n3 or 6)]	DTOSIQBPPRVQHS-PDBXOOCHBH
CPD0524	linolenoylcarnitine (C18:3)*	NA
CPD0469	linoleoyl ethanolamide	KQXDGUVSAAQARU-HZJYTTRNBB
CPD0395	linoleoylcarnitine (C18:2)*	MJLXQSQYKZWZCB-DQFWFXSYBW
CPD0053	lysine	KDXKERNSBIXSRK-YFKPBYRVBE
CPD0538	lyxonate	NA
CPD0054	malate	BJEPYKJPYRNKOW-UHFFFAOYAM
CPD0186	maleate	VZCYOOQTPOCHFL-UPHRSURJBG
CPD0324	mannitol/sorbitol	FBPFZTCFMRRESA-UHFFFAOYAI
CPD0406	mannonate*	RGHNJXZEOKUKBD-MBMOQRBOBN
CPD0086	mannose	GZCGUPFRVQAUEE-KVTDHHQDBB
CPD0096	margarate (17:0)	KEMQGTRYUADPNZ-UHFFFAOYAT
CPD0588	metabolonic lactone sulfate	NA
CPD0055	methionine	FFEARJCKVFRZRR-BYPYZUCNBW
CPD0427	methionine sulfone	UCUNFLYVYCGDHP-UHFFFAOYAG
CPD0162	methionine sulfoxide	QEFRNWWLZKMPFJ-YGVKFDHGBW
CPD0437	methyl glucopyranoside (alpha + beta)	NA
CPD0447	methyl-4-hydroxybenzoate sulfate	NA
CPD0153	methylsuccinate	WXUAQHNMJWJLTG-UHFFFAOYAC
CPD0047	myo-inositol	CDAISMWEOUEBRE-GPIVLXJGBG
CPD0073	myristate (14:0)	TUNFSRHWOTWDNC-UHFFFAOYAZ
CPD0233	myristoleate (14:1n5)	YWWVWXASSLXJHU-WAYWQWQTBZ
CPD0442	myristoleoylcarnitine (C14:1)*	NA
CPD0498	myristoyl dihydrosphingomyelin (d18:0/14:0)*	NA
CPD0245	myristoylcarnitine (C14)	PSHXNVGSVNEJBD-UHFFFAOYAV
CPD0532	N,N,N-trimethyl-5-aminovalerate	CDLVFVFTRQPQFU-UHFFFAOYAF
CPD0548	N,N,N-trimethyl-alanylproline betaine (TMAP)	NA
CPD0574	N,N-dimethyl-5-aminovalerate	NA
CPD0553	N,N-dimethylalanine	QCYOIFVBYZNUNW-BYPYZUCNBG
CPD0609	N,N-dimethyl-pro-pro	NA
CPD0285	N1-Methyl-2-pyridone-5-carboxamide	JLQSXXWTCJPCBC-UHFFFAOYAD
CPD0272	N1-methylinosine	WJNGQIYEQLPJMN-UHFFFAOYAL
CPD0273	N2,N2-dimethylguanosine	RSPURTUNRHNVGF-IOSLPCCCBE
CPD0426	N2,N5-diacetylornithine	XUYANFPPYJSBPU-UHFFFAOYAB
CPD0018	N6,N6,N6-trimethyllysine	MXNRLFUSFKVQSK-UHFFFAOYAO
CPD0559	N6,N6-dimethyllysine	XXEWFEBMSGLYBY-ZETCQYMHBT
CPD0322	N6-acetyllysine	DTERQYGMUDWYAZ-ZETCQYMHBE
CPD0274	N6-carbamoylthreonyladenosine	GYCVHQYQICRFAX-GQFURFNTBM
CPD0401	N6-methyllysine	PQNASZJZHFPQLE-LURJTMIEBL
CPD0544	N-acetyl-2-aminooctanoate*	NA
CPD0119	N-acetylalanine	KTHDTJVBEPMMGL-VKHMYHEABO
CPD0244	N-acetylarginine	SNEIUMQYRCDYCH-LURJTMIEBE
CPD0192	N-acetylaspartate (NAA)	OTCCIMWXFLJLIA-BYPYZUCNBM
CPD0354	N-acetyl-beta-alanine	LJLLAWRMBZNPMO-UHFFFAOYAA
CPD0408	N-acetylcarnosine	BKAYIFDRRZZKNF-VIFPVBQEBE
CPD0465	N-acetylglucosamine/N-acetylgalactosamine	NA
CPD0172	N-acetylglutamate	RFMMMVDNIPUKGG-QUCRTXIXBK
CPD0240	N-acetylglutamine	KSMRODHGGIIXDV-YFKPBYRVBV
CPD0208	N-acetylglycine	OKJIRPAQVSHGFK-UHFFFAOYAB
CPD0254	N-acetylhistidine	KBOJOGQFRVVWBH-ZETCQYMHBN
CPD0249	N-acetylisoleucine	JDTWZSUNGHMMJM-MSZQBOFLBT
CPD0566	N-acetyl-isoputreanine	NA
CPD0114	N-acetylleucine	WXNXCEHXYPACJF-ZETCQYMHBF
CPD0130	N-acetylneuraminate	KBGAYAKRZNYFFG-BOHATCBPBL
CPD0242	N-acetylphenylalanine	CBQJSKKFNMDLON-JTQLQIEIBY
CPD0263	N-acetylproline	GNMSLDIYJOSUSW-UHFFFAOYAD
CPD0019	N-acetylputrescine	KLZGKIDSEJWEDW-UHFFFAOYAE
CPD0332	N-acetylserine	JJIHLJJYMXLCOY-BYPYZUCNBM
CPD0433	N-acetyltaurine	CXJAAWRLVGAKDV-UHFFFAOYAS
CPD0248	N-acetylthreonine	PEDXUVCGOLSNLQ-UHFFFAOYAC
CPD0241	N-acetyltryptophan	DZTHIGRZJZPRDV-LBPRGKRZBS
CPD0220	N-acetyltyrosine	CAHKINHBCWCHCF-JTQLQIEIBT
CPD0115	N-acetylvaline	IHYJTAOFMMMOPX-LURJTMIEBI
CPD0422	N-delta-acetylornithine	SRXKAYJJGAAOBP-UHFFFAOYAF
CPD0425	N-formylanthranilic acid	LLLPDUXGHXIXIW-UHFFFAOYAW
CPD0443	N-formylphenylalanine	NSTPXGARCQOSAU-VIFPVBQEBQ
CPD0057	nicotinamide	DFPAKSUCGFBDDF-UHFFFAOYAZ
CPD0435	N-linoleoyltaurine*	NA
CPD0431	N-methylpipecolate	BPSLZWSRHTULGU-ZCFIWIBFBM
CPD0337	N-methylproline	CWLQUGTUXBXTLF-UHFFFAOYAJ
CPD0516	N-oleoylserine	MBDKGXAMSZIDKF-KTKRTIGZBQ
CPD0394	N-oleoyltaurine	KOGRJTUIKPMZEJ-KTKRTIGZBU
CPD0097	nonadecanoate (19:0)	ISYWECDDZWTKFF-UHFFFAOYAR
CPD0405	N-palmitoylglycine	KVTFEOAKFFQCCX-UHFFFAOYAT
CPD0143	N-palmitoyl-sphingosine (d18:1/16:0)	YDNKGFDKKRUKPY-TURZORIXBD
CPD0330	o-cresol sulfate	CYGSXDXRHXMAOV-UHFFFAOYAI
CPD0542	octadecadienedioate (C18:2-DC)*	NA
CPD0310	octadecanedioate (C18-DC)	BNJOQKFENDDGSC-UHFFFAOYAE
CPD0541	octadecenedioate (C18:1-DC)	NA
CPD0238	octanoylcarnitine (C8)	CXTATJFJDMJMIY-UHFFFAOYAP
CPD0478	oleate/vaccenate (18:1)	NA
CPD0128	oleoyl ethanolamide	BOWVQLFMWHZBEF-KTKRTIGZBW
CPD0287	oleoylcarnitine (C18:1)	IPOLTUVFXFHAHI-WHIOSMTNBE
CPD0060	ornithine	AHLPHDHHMVZTML-BYPYZUCNBZ
CPD0061	orotate	PXQPEWDEAKTCGB-UHFFFAOYAD
CPD0275	orotidine	FKCRAVPPBFWEJD-XVFCMESIBQ
CPD0432	O-sulfo-L-tyrosine	CIQHWLTYGMYQQR-QMMMGPOBBK
CPD0197	oxalate (ethanedioate)	MUBZPKHOEPUJKR-UHFFFAOYAQ
CPD0610	oxindolylalanine	NA
CPD0056	palmitate (16:0)	IPCSVZSSVZVIGE-UHFFFAOYAJ
CPD0062	palmitoleate (16:1n7)	SECPZKHBENQXJG-FPLPWBNLBE
CPD0511	palmitoleoylcarnitine (C16:1)*	JFAGPSOZZSTLRF-KHPPLWFEBO
CPD0480	palmitoyl dihydrosphingomyelin (d18:0/16:0)*	QHZIGNLCLJPLCU-QPPIDDCLBH
CPD0142	palmitoyl ethanolamide	HXYVTAGFYLMHSO-UHFFFAOYAE
CPD0356	palmitoyl sphingomyelin (d18:1/16:0)	RWKUXQNLWDTSLO-GWQJGLRPBP
CPD0191	palmitoylcarnitine (C16)	XOMRRQXKHMYMOC-UHFFFAOYAU
CPD0584	palmitoyl-sphingosine-phosphoethanolamine (d18:1/16:0)	NA
CPD0109	pantothenate	GHOKWGTUZJEAQD-ZETCQYMHBS
CPD0449	p-cresol glucuronide*	JPAUCQAJHLSMQW-XPORZQOIBX
CPD0259	p-cresol sulfate	WGNAKZGUSRVWRH-REWHXWOFAB
CPD0058	pelargonate (9:0)	FBUKVWPVBMHYJY-REWHXWOFAZ
CPD0103	pentadecanoate (15:0)	WQEPLUUGTLDZJY-UHFFFAOYAK
CPD0589	pentose acid*	NA
CPD0612	perfluorohexanesulfonate (PFHxS)	NA
CPD0514	perfluorooctanesulfonate (PFOS)	YFSUTJLHUFNCNZ-UHFFFAOYAS
CPD0546	perfluorooctanoate (PFOA)	SNGREZUHAYWORS-UHFFFAOYAQ
CPD0288	phenol sulfate	CTYRPMDGLDAWRQ-UHFFFAOYAC
CPD0158	phenylacetate	WLJVXDMOQOGPHL-UHFFFAOYAR
CPD0499	phenylacetylglutamate	PTSRBZOZSRJCKX-JTQLQIEIBG
CPD0276	phenylacetylglutamine	JFLIEFSWGNOPJJ-UHFFFAOYAD
CPD0063	phenylalanine	COLNVLDHVKWLRT-QMMMGPOBBC
CPD0190	phenyllactate (PLA)	VOXXWSYKYCBWHO-UHFFFAOYAI
CPD0064	phosphate	NBIIXXVUZAFLBC-DFZHHIFOAA
CPD0111	phosphoethanolamine	SUHOOTKUPISOBE-UHFFFAOYAT
CPD0139	p-hydroxybenzaldehyde	RGHHSNMVTDWUBI-UHFFFAOYAN
CPD0065	phytanate	RLCKHJSFHOZMDR-REWHXWOFAK
CPD0585	picolinoylglycine	MNYZGNSHBPLAFN-UHFFFAOYAS
CPD0166	pimelate (C7-DC)	WLJVNTCWHIRURA-UHFFFAOYAR
CPD0110	pipecolate	NA
CPD0343	pregnenediol disulfate (C21H34O8S2)*	NA
CPD0351	pregnenediol sulfate (C21H34O5S)*	NA
CPD0579	pregnenetriol disulfate*	NA
CPD0578	pregnenetriol sulfate*	NA
CPD0359	pregnenolone sulfate	DIJBBUIOWGGQOP-QGVNFLHTBX
CPD0226	pro-hydroxy-pro	ONPXCLZMBSJLSP-ALKRTJFJBT
CPD0066	proline	ONIBWKKTOPOVIA-BYPYZUCNBZ
CPD0404	prolylglycine	RNKSNIBMTUYWSH-YFKPBYRVBZ
CPD0225	propionylcarnitine (C3)	UFAHZIUFPNSHSL-UHFFFAOYAT
CPD0090	pseudouridine	HZIOZCLEXIYJAD-JWMKEVCDBU
CPD0068	pyridoxal	RADKZDMFGJYCBB-UHFFFAOYAP
CPD0222	pyridoxate	HXACOUQIXZGNBF-UHFFFAOYAG
CPD0175	quinate	AAWZDTNXLSGCEK-WYWMIBKRBU
CPD0017	quinolinate	GJAWHXHKYYXBSV-UHFFFAOYAW
CPD0069	retinol (Vitamin A)	FPIPGXGPPPQFEQ-OVSJKPMPBW
CPD0173	ribitol	HEBKCHPVOIAQTA-ZXFHETKHBG
CPD0209	ribonate	QXKAIJAYHKCRRA-BXXZVTAOBP
CPD0001	S-1-pyrroline-5-carboxylate	DWAKNKKXGALPNW-REWHXWOFAV
CPD0070	salicylate	4000
CPD0108	sarcosine	FSYKKLYZXJSNPZ-UHFFFAOYAL
CPD0592	S-carboxyethylcysteine	CAMXXPUSAROUCX-BYPYZUCNBD
CPD0235	sebacate (C10-DC)	CXMXRPHRNRROMY-UHFFFAOYAE
CPD0071	serine	MTCFGRXMJLQNBG-REOHCLBHBX
CPD0387	S-methylcysteine sulfoxide	4000
CPD0002	spermidine	ATHGHQPFGPMSJY-UHFFFAOYAK
CPD0036	sphinganine	OTKJDMGTUTTYMP-UHFFFAOYAS
CPD0336	sphinganine-1-phosphate	YHEDRJPUIRMZMP-UHFFFAOYAT
CPD0459	sphingomyelin (d17:1/16:0, d18:1/15:0, d16:1/17:0)*	LQINJRUGTUOHGS-YPDYIYJKBT
CPD0496	sphingomyelin (d18:0/18:0, d19:0/17:0)*	NA
CPD0518	sphingomyelin (d18:0/20:0, d16:0/22:0)*	NA
CPD0419	sphingomyelin (d18:1/14:0, d16:1/16:0)*	KYICBZWZQPCUMO-PSALXKTOBW
CPD0475	sphingomyelin (d18:1/17:0, d17:1/18:0, d19:1/16:0)	NA
CPD0355	sphingomyelin (d18:1/18:1, d18:2/18:0)	NBEADXWAAWCCDG-QDDWGVBQBP
CPD0519	sphingomyelin (d18:1/19:0, d19:1/18:0)*	NA
CPD0452	sphingomyelin (d18:1/20:0, d16:1/22:0)*	AADLTHQNYQJHQV-SVLGDMRNBJ
CPD0453	sphingomyelin (d18:1/20:1, d18:2/20:0)*	NA
CPD0454	sphingomyelin (d18:1/20:2, d18:2/20:1, d16:1/22:2)*	NA
CPD0494	sphingomyelin (d18:1/21:0, d17:1/22:0, d16:1/23:0)*	NA
CPD0456	sphingomyelin (d18:1/22:1, d18:2/22:0, d16:1/24:1)*	VBFKEZGCUWHGSK-ADSSWVSQBB
CPD0457	sphingomyelin (d18:1/22:2, d18:2/22:1, d16:1/24:2)*	NA
CPD0440	sphingomyelin (d18:1/24:1, d18:2/24:0)*	WKZHECFHXLTOLJ-QYKFWSDSBN
CPD0439	sphingomyelin (d18:2/14:0, d18:1/14:1)*	NA
CPD0420	sphingomyelin (d18:2/16:0, d18:1/16:1)*	NA
CPD0520	sphingomyelin (d18:2/18:1)*	NA
CPD0522	sphingomyelin (d18:2/21:0, d16:2/23:0)*	NA
CPD0482	sphingomyelin (d18:2/23:0, d18:1/23:1, d17:1/24:1)*	NA
CPD0523	sphingomyelin (d18:2/23:1)*	NA
CPD0483	sphingomyelin (d18:2/24:1, d18:1/24:2)*	NA
CPD0521	sphingomyelin (d18:2/24:2)*	NA
CPD0034	sphingosine	WWUZIQQURGPMPG-CCEZHUSRBL
CPD0180	sphingosine 1-phosphate	DUYSYHSSBDVJSM-KRWOKUGFBM
CPD0256	stachydrine	CMUNUTVVOOHQPW-LURJTMIEBI
CPD0059	stearate (18:0)	QIQXTHQIDYTFRH-UHFFFAOYAB
CPD0236	stearidonate (18:4n3)	JIWBIWFOSCKQMA-LTKCOYKYBT
CPD0146	stearoyl sphingomyelin (d18:1/18:0)	LKQLRGMMMAHREN-YJFXYUILBI
CPD0267	stearoylcarnitine (C18)	FNPHNLNTJNMAEE-HSZRJFAPBW
CPD0161	suberate (C8-DC)	TYFQFVWCELRYAO-UHFFFAOYAN
CPD0027	succinate	KDYFGRWQOYBRFD-UHFFFAOYAC
CPD0378	sulfate*	QAOWNCQODCNURD-UHFFFAOYAC
CPD0196	tartronate (hydroxymalonate)	ROBFUDYVXSDBQM-UHFFFAOYAD
CPD0072	taurine	XOAAWQZATWQOTB-UHFFFAOYAA
CPD0149	taurochenodeoxycholate	BHTRKEVKTKCXOH-BJLOMENOBE
CPD0341	taurocholenate sulfate*	NA
CPD0577	tetradecadienedioate (C14:2-DC)*	NA
CPD0551	tetradecadienoate (14:2)*	HXHZGHRLVRFQDR-HZJYTTRNBB
CPD0308	tetradecanedioate (C14-DC)	HQHCYKULIHKCEB-UHFFFAOYAK
CPD0606	tetrahydrocortisol glucuronide	NA
CPD0611	tetrahydrocortisone glucuronide (5)	NA
CPD0505	thioproline	DZLNHFMRPBPULJ-VKHMYHEABX
CPD0210	threonate	JPIJQSOTBSSVTP-GBXIJSLDBD
CPD0080	threonine	AYFVYJQAPQTCCC-GBXIJSLDBG
CPD0117	thyroxine	XUIIKFGFIJCVMT-LBPRGKRZBS
CPD0104	trans-4-hydroxyproline	PMMYEEVYMWASQN-DMTCNVIQBF
CPD0077	trans-urocanate	LOIYMIARKYCTBW-OWOJBTEDBA
CPD0481	tricosanoyl sphingomyelin (d18:1/23:0)*	NA
CPD0364	tridecenedioate (C13:1-DC)*	NA
CPD0218	trigonelline (N'-methylnicotinate)	WWNNZCOKKKDOPX-UHFFFAOYAV
CPD0400	trimethylamine N-oxide	UYPYRKYUKCHHIB-UHFFFAOYAU
CPD0081	tryptophan	QIVBCDIJIAJPQS-VIFPVBQEBP
CPD0325	tryptophan betaine	AOHCBEAZXHZMOR-ZDUSSCGKBF
CPD0444	tyramine O-sulfate	DYDUXGMDSXJQFT-UHFFFAOYAH
CPD0089	tyrosine	OUYCCCASQSFEME-QMMMGPOBBZ
CPD0311	undecanedioate (C11-DC)	LWBHHRRTOZQPDM-UHFFFAOYAZ
CPD0095	undecanoate (11:0)	ZDPHROOEEOARMN-UHFFFAOYAS
CPD0581	undecenoylcarnitine (C11:1)	NA
CPD0091	uracil	ISAKRJDGNUQOIC-UHFFFAOYAV
CPD0126	urate	LEHOTFFKMJEONL-UHFFFAOYAN
CPD0074	urea	XSQUKJJJFZCRTK-UHFFFAOYAF
CPD0075	uridine	DRTQHJPVMGBUCF-XVFCMESIBG
CPD0127	ursodeoxycholate	RUDATBOHQWOJDD-UZVSRGJWBC
CPD0082	valine	KZSNJWFQEVHDMF-BYPYZUCNBW
CPD0403	valylglycine	IOUPEELXVYPCPG-UHFFFAOYAB
CPD0448	vanillactate	SVYIZYRTOYHQRE-UHFFFAOYAV
CPD0120	vanillylmandelate (VMA)	CGQCWMIAEPEHNQ-UHFFFAOYAY
CPD0106	xanthine	LRFVTYWOQMYALW-UHFFFAOYAT
CPD0160	xanthurenate	FBZONXHGGPHHIY-UHFFFAOYAE
CPD0262	XHWESASXXR*	CJJYMLDRBIIXPM-QONGTEIBBV
CPD0527	ximenoylcarnitine (C26:1)*	NA
