compound_id	BIOCHEMICAL	PUBCHEM	KEGG
CPD00542	diacylglycerol (16:1/18:2 [2], 16:0/18:3 [1])*		
CPD00543	myristoyl-linoleoyl-glycerol (14:0/18:2) [1]*		
CPD00544	palmitoyl-oleoyl-glycerol (16:0/18:1) [1]*		C13861
CPD00545	palmitoyl-oleoyl-glycerol (16:0/18:1) [2]*		C13861
CPD00546	palmitoyl-linoleoyl-glycerol (16:0/18:2) [1]*	9543695	
CPD00547	palmitoyl-linoleoyl-glycerol (16:0/18:2) [2]*		
CPD00548	palmitoyl-linolenoyl-glycerol (16:0/18:3) [2]*		
CPD00549	palmitoleoyl-oleoyl-glycerol (16:1/18:1) [1]*	9543694	
CPD00550	palmitoleoyl-linoleoyl-glycerol (16:1/18:2) [1]*		
CPD00551	palmitoyl-arachidonoyl-glycerol (16:0/20:4) [1]*		
CPD00552	palmitoyl-arachidonoyl-glycerol (16:0/20:4) [2]*		
CPD00553	oleoyl-oleoyl-glycerol (18:1/18:1)  [1]*		
CPD00554	oleoyl-oleoyl-glycerol (18:1/18:1) [2]*		
CPD00555	oleoyl-linoleoyl-glycerol (18:1/18:2) [1]		
CPD00556	oleoyl-linoleoyl-glycerol (18:1/18:2) [2]		
CPD00557	oleoyl-linolenoyl-glycerol (18:1/18:3) [2]*		
CPD00558	linoleoyl-linoleoyl-glycerol (18:2/18:2) [1]*		
CPD00559	linoleoyl-linoleoyl-glycerol (18:2/18:2) [2]*		
CPD00560	linoleoyl-linolenoyl-glycerol (18:2/18:3) [1]*		
CPD00561	linoleoyl-linolenoyl-glycerol (18:2/18:3) [2]*		
CPD00562	stearoyl-arachidonoyl-glycerol (18:0/20:4) [1]*		
CPD00563	stearoyl-arachidonoyl-glycerol (18:0/20:4) [2]*		
CPD00564	oleoyl-arachidonoyl-glycerol (18:1/20:4) [1]*		
CPD00565	oleoyl-arachidonoyl-glycerol (18:1/20:4) [2]*		
CPD00566	linoleoyl-arachidonoyl-glycerol (18:2/20:4) [1]*		
CPD00567	linoleoyl-arachidonoyl-glycerol (18:2/20:4) [2]*		
CPD00568	linoleoyl-docosahexaenoyl-glycerol (18:2/22:6) [2]*		
CPD00569	sphinganine	3126	C00836
CPD00570	sphinganine-1-phosphate	520	
CPD00571	sphingadienine	6449795	
CPD00572	N-palmitoyl-sphinganine (d18:0/16:0)	5283572	
CPD00573	N-stearoyl-sphinganine (d18:0/18:0)*	5283573	
CPD00574	N-palmitoyl-sphingosine (d18:1/16:0)	5283564	
CPD00575	N-stearoyl-sphingosine (d18:1/18:0)*	5283565	
CPD00576	N-palmitoyl-sphingadienine (d18:2/16:0)*		
CPD00577	N-stearoyl-sphingadienine (d18:2/18:0)*		
CPD00578	N-behenoyl-sphingadienine (d18:2/22:0)*		
CPD00579	N-palmitoyl-heptadecasphingosine (d17:1/16:0)*		
CPD00580	ceramide (d18:1/14:0, d16:1/16:0)*		
CPD00581	ceramide (d18:1/17:0, d17:1/18:0)*		
CPD00582	ceramide (d18:1/20:0, d16:1/22:0, d20:1/18:0)*		
CPD00583	ceramide (d16:1/24:1, d18:1/22:1)*		
CPD00584	ceramide (d18:2/24:1, d18:1/24:2)*		
CPD00585	glycosyl-N-palmitoyl-sphingosine (d18:1/16:0)		
CPD00586	glycosyl-N-stearoyl-sphingosine (d18:1/18:0)		
CPD00587	glycosyl-N-nervonoyl-sphingosine (d18:1/24:1)*		
CPD00588	glycosyl-N-(2-hydroxynervonoyl)-sphingosine (d18:1/24:1(2OH))*		
CPD00589	glycosyl-N-behenoyl-sphingadienine (d18:2/22:0)*		
CPD00590	glycosyl-N-tricosanoyl-sphingadienine (d18:2/23:0)*		
CPD00591	glycosyl ceramide (d18:1/20:0, d16:1/22:0)*		
CPD00592	glycosyl ceramide (d16:1/24:1, d18:1/22:1)*		
CPD00593	glycosyl ceramide (d18:1/23:1, d17:1/24:1)*		
CPD00594	glycosyl ceramide (d18:2/24:1, d18:1/24:2)*		
CPD00595	lactosyl-N-palmitoyl-sphingosine (d18:1/16:0)		
CPD00596	lactosyl-N-behenoyl-sphingosine (d18:1/22:0)*		
CPD00597	lactosyl-N-nervonoyl-sphingosine (d18:1/24:1)*		
CPD00598	myristoyl dihydrosphingomyelin (d18:0/14:0)*		
CPD00599	palmitoyl dihydrosphingomyelin (d18:0/16:0)*	9939965	
CPD00600	behenoyl dihydrosphingomyelin (d18:0/22:0)*		
CPD00601	sphingomyelin (d18:0/18:0, d19:0/17:0)*		
CPD00602	sphingomyelin (d18:0/20:0, d16:0/22:0)*		
CPD00603	palmitoyl sphingomyelin (d18:1/16:0)	9939941	
CPD00604	hydroxypalmitoyl sphingomyelin (d18:1/16:0(OH))		
CPD00605	stearoyl sphingomyelin (d18:1/18:0)	6453725	C00550
CPD00606	behenoyl sphingomyelin (d18:1/22:0)*		
CPD00607	tricosanoyl sphingomyelin (d18:1/23:0)*		
CPD00608	lignoceroyl sphingomyelin (d18:1/24:0)		
CPD00609	sphingomyelin (d18:2/18:1)*		
CPD00610	sphingomyelin (d18:2/23:1)*		
CPD00611	sphingomyelin (d18:2/24:2)*		
CPD00612	sphingomyelin (d17:1/14:0, d16:1/15:0)*		
CPD00613	sphingomyelin (d18:1/14:0, d16:1/16:0)*	11433862	
CPD00614	sphingomyelin (d18:2/14:0, d18:1/14:1)*		
CPD00615	sphingomyelin (d17:1/16:0, d18:1/15:0, d16:1/17:0)*		
CPD00616	sphingomyelin (d17:2/16:0, d18:2/15:0)*		
CPD00617	sphingomyelin (d18:2/16:0, d18:1/16:1)*		
CPD00618	sphingomyelin (d18:1/17:0, d17:1/18:0, d19:1/16:0)		
CPD00619	sphingomyelin (d18:1/18:1, d18:2/18:0)	6443882	
CPD00620	sphingomyelin (d18:1/19:0, d19:1/18:0)*		
CPD00621	sphingomyelin (d18:1/20:0, d16:1/22:0)*		
CPD00622	sphingomyelin (d18:1/20:1, d18:2/20:0)*		
CPD00623	sphingomyelin (d18:1/20:2, d18:2/20:1, d16:1/22:2)*		
CPD00624	sphingomyelin (d18:1/21:0, d17:1/22:0, d16:1/23:0)*		
CPD00625	sphingomyelin (d18:2/21:0, d16:2/23:0)*		
CPD00626	sphingomyelin (d18:1/22:1, d18:2/22:0, d16:1/24:1)*		
CPD00627	sphingomyelin (d18:1/22:2, d18:2/22:1, d16:1/24:2)*		
CPD00628	sphingomyelin (d18:2/23:0, d18:1/23:1, d17:1/24:1)*		
CPD00629	sphingomyelin (d18:1/24:1, d18:2/24:0)*		
CPD00630	sphingomyelin (d18:2/24:1, d18:1/24:2)*		
CPD00631	sphingomyelin (d18:1/25:0, d19:0/24:1, d20:1/23:0, d19:1/24:0)*		
CPD00632	palmitoyl-sphingosine-phosphoethanolamine (d18:1/16:0)		
CPD00633	sphingosine 1-phosphate	5283560	C06124
CPD00634	3-hydroxy-3-methylglutarate	1662	C03761
CPD00635	cholesterol	11025495	C00187
CPD00636	7-HOCA	3081085	C17337
CPD00637	3beta,7alpha-dihydroxy-5-cholestenoate	3081084	C17335
CPD00638	3beta-hydroxy-5-cholestenoate	165511	C17333
CPD00639	4-cholesten-3-one	91477	C00599
CPD00640	beta-sitosterol	222284	C01753
CPD00641	campesterol	173183	C01789
CPD00642	pregnenolone sulfate	105074	
CPD00643	17alpha-hydroxypregnenolone 3-sulfate	152971	
CPD00644	21-hydroxypregnenolone disulfate	134595	
CPD00645	pregnenediol sulfate (C21H34O5S)*		
CPD00646	pregnen-diol disulfate*		
CPD00647	pregnenetriol sulfate*		
CPD00648	pregnenetriol disulfate*		
CPD00649	5alpha-pregnan-3beta,20beta-diol monosulfate (1)		
CPD00650	5alpha-pregnan-3beta,20alpha-diol monosulfate (2)		
CPD00651	5alpha-pregnan-3beta,20alpha-diol disulfate		
CPD00652	5alpha-pregnan-diol disulfate	5127902	
CPD00653	pregnanediol-3-glucuronide	123796	
CPD00654	cortisol	5754	C00735
CPD00655	cortisone	222786	C00762
CPD00656	cortolone glucuronide (1)		
CPD00657	tetrahydrocortisol sulfate (1)		
CPD00658	dehydroepiandrosterone sulfate (DHEA-S)	12594	C04555
CPD00659	16a-hydroxy DHEA 3-sulfate		
CPD00660	androsterone glucuronide	114833	C11135
CPD00661	epiandrosterone sulfate	9929317	
CPD00662	androsterone sulfate	159663	
CPD00663	etiocholanolone glucuronide	270605	
CPD00664	5alpha-androstan-3alpha,17alpha-diol monosulfate		
CPD00665	androstenediol (3beta,17beta) monosulfate (1)	13847309	
CPD00666	androstenediol (3beta,17beta) monosulfate (2)		
CPD00667	androstenediol (3beta,17beta) disulfate (1)	87120982	C04295
CPD00668	androstenediol (3beta,17beta) disulfate (2)	87120982	C04295
CPD00669	androstenediol (3alpha, 17alpha) monosulfate (2)		
CPD00670	androstenediol (3alpha, 17alpha) monosulfate (3)		
CPD00671	5alpha-androstan-3alpha,17beta-diol monosulfate (1)		
CPD00672	5alpha-androstan-3alpha,17beta-diol monosulfate (2)		
CPD00673	5alpha-androstan-3alpha,17beta-diol disulfate		
CPD00674	5alpha-androstan-3alpha,17beta-diol 17-glucuronide		
CPD00675	5alpha-androstan-3beta,17beta-diol monosulfate (2)		
CPD00676	5alpha-androstan-3beta,17beta-diol disulfate	242332	C12525
CPD00677	5alpha-androstan-3beta,17alpha-diol disulfate		
CPD00678	andro steroid monosulfate C19H28O6S (1)*		C04555
CPD00679	11beta-hydroxyandrosterone glucuronide		
CPD00680	cholate	221493	C00695
CPD00681	glycocholate	10140	C01921
CPD00682	taurocholate	6675	C05122
CPD00683	chenodeoxycholate	10133	C02528
CPD00684	glycochenodeoxycholate	12544	C05466
CPD00685	taurochenodeoxycholate	387316	C05465
CPD00686	glyco-beta-muricholate		
CPD00687	cholic acid glucuronide		
CPD00688	glycochenodeoxycholate glucuronide (1)		
CPD00689	glycochenodeoxycholate 3-sulfate		
CPD00690	deoxycholate	222528	C04483
CPD00691	deoxycholic acid (12 or 24)-sulfate*		
CPD00692	deoxycholic acid glucuronide		
CPD00693	glycodeoxycholate	3035026	C05464
CPD00694	taurodeoxycholate	2733768	C05463
CPD00695	taurodeoxycholic acid 3-sulfate		
CPD00696	lithocholate sulfate (1)		
CPD00697	lithocholic acid sulfate (2)		
CPD00698	glycolithocholate sulfate*	72222	C11301
CPD00699	taurolithocholate 3-sulfate	440071	C03642
CPD00700	ursodeoxycholate	31401	C07880
CPD00701	isoursodeoxycholate	127601	C17662
CPD00702	isoursodeoxycholate sulfate (1)		
CPD00703	glycoursodeoxycholate	12310288	
CPD00704	hyocholate	92805	C17649
CPD00705	glycocholenate sulfate*		
CPD00706	taurocholenate sulfate*		
CPD00707	3b-hydroxy-5-cholenoic acid	92997	
CPD00708	glycodeoxycholate 3-sulfate		
CPD00709	taurochenodeoxycholic acid 3-sulfate		
CPD00710	inosine	6021	C00294
CPD00711	hypoxanthine	790	C00262
CPD00712	xanthine	1188	C00385
CPD00713	xanthosine	64959	C01762
CPD00714	N1-methylinosine	65095	
CPD00715	urate	1175	C00366
CPD00716	allantoin	204	C02350
CPD00717	AMP	6083	C00020
CPD00718	adenosine 3',5'-cyclic monophosphate (cAMP)	6076	C00575
CPD00719	adenine	190	C00147
CPD00720	1-methyladenosine	27476	C02494
CPD00721	N6-carbamoylthreonyladenosine	161466	
CPD00722	N6-succinyladenosine	165243	
CPD00723	7-methylguanine	11361	C02242
CPD00724	N2,N2-dimethylguanosine	92919	
CPD00725	dihydroorotate	648	C00337
CPD00726	orotate	967	C00295
CPD00727	orotidine	92751	
CPD00728	uridine	6029	C00299
CPD00729	uracil	1174	C00106
CPD00730	pseudouridine	15047	C02067
CPD00731	5,6-dihydrouridine	94312	
CPD00732	2'-O-methyluridine	102212	
CPD00733	5-methyluridine (ribothymidine)	445408	
CPD00734	5,6-dihydrouracil	649	C00429
CPD00735	2'-deoxyuridine	13712	C00526
CPD00736	3-ureidopropionate	111	C02642
CPD00737	beta-alanine	239	C00099
CPD00738	N-acetyl-beta-alanine	76406	C01073
CPD00739	3-(3-amino-3-carboxypropyl)uridine*	171198	
CPD00740	cytidine	6175	C00475
CPD00741	3-methylcytidine	159649	
CPD00742	N4-acetylcytidine	107461	
CPD00743	2'-O-methylcytidine	150971	
CPD00744	5,6-dihydrothymine	93556	C00906
CPD00745	3-aminoisobutyrate	64956	C05145
CPD00746	quinolinate	1066	C03722
CPD00747	nicotinamide	936	C00153
CPD00748	1-methylnicotinamide	10129985	C02918
CPD00749	trigonelline (N'-methylnicotinate)	5570	C01004
CPD00750	N1-Methyl-2-pyridone-5-carboxamide	69698	C05842
CPD00751	N1-Methyl-4-pyridone-3-carboxamide	440810	C05843
CPD00752	riboflavin (Vitamin B2)	493570	C00255
CPD00753	pantoate	439251	C00522
CPD00754	pantothenate (Vitamin B5)	6613	C00864
CPD00755	ascorbic acid 2-sulfate	86484	
CPD00756	ascorbic acid 3-sulfate*	11425365	
CPD00757	threonate	151152	C01620
CPD00758	oxalate (ethanedioate)	971	C00209
CPD00759	gulonate*	9794176	C00257
CPD00760	alpha-tocopherol	14985	C02477
CPD00761	gamma-CEHC	133098	
CPD00762	gamma-tocopherol/beta-tocopherol		
CPD00763	heme	26945	C00032
CPD00764	bilirubin	5280352	C00486
CPD00765	bilirubin (E,E)*	5315454	
CPD00766	bilirubin (E,Z or Z,E)*	5799469	
CPD00767	biliverdin	5353439	C00500
CPD00768	retinol (Vitamin A)	445354	C00473
CPD00769	carotene diol (1)		
CPD00770	carotene diol (2)		
CPD00771	carotene diol (3)		
CPD00772	beta-cryptoxanthin	6384256	
CPD00773	retinal	638015	C00376
CPD00774	pyridoxate	6723	C00847
CPD00775	hippurate	464	C01586
CPD00776	2-hydroxyhippurate (salicylurate)	10253	C07588
CPD00777	3-hydroxyhippurate	450268	
CPD00778	3-hydroxyhippurate sulfate	186339	
CPD00779	4-hydroxyhippurate	151012	
CPD00780	benzoate	243	C00180
CPD00781	catechol sulfate	3083879	
CPD00782	4-methylguaiacol sulfate		
CPD00783	guaiacol sulfate	22473	
CPD00784	3-methyl catechol sulfate (1)		
CPD00785	4-ethylcatechol sulfate		
CPD00786	4-methylcatechol sulfate		
CPD00787	4-allylcatechol sulfate		
CPD00788	4-ethylphenyl sulfate		C13637
CPD00789	4-vinylphenol sulfate	6426766	C05627
CPD00790	3-methoxycatechol sulfate (1)		
CPD00791	methyl-4-hydroxybenzoate sulfate		
CPD00792	p-cresol sulfate	4615423	
CPD00793	o-cresol sulfate	11615528	
CPD00794	3-(3-hydroxyphenyl)propionate	91	C11457
CPD00795	3-(4-hydroxyphenyl)propionate	10394	C01744
CPD00796	3-phenylpropionate (hydrocinnamate)	107	C05629
CPD00797	caffeine	2519	C07481
CPD00798	paraxanthine	4687	C13747
CPD00799	theobromine	5429	C07480
CPD00800	theophylline	2153	C07130
CPD00801	1-methylurate	69726	C16359
CPD00802	7-methylurate	69160	C16355
CPD00803	1,3-dimethylurate	70346	
CPD00804	1,7-dimethylurate	91611	C16356
CPD00805	3,7-dimethylurate	83126	C16360
CPD00806	1,3,7-trimethylurate	79437	C16361
CPD00807	1-methylxanthine	80220	C16358
CPD00808	3-methylxanthine	70639	C16357
CPD00809	7-methylxanthine	68374	C16353
CPD00810	5-acetylamino-6-amino-3-methyluracil	88299	C16366
CPD00811	5-acetylamino-6-formylamino-3-methyluracil	108214	C16365
CPD00812	cotinine	854019	
CPD00813	2-piperidinone	12665	
CPD00814	levulinate (4-oxovalerate)	11579	
CPD00815	1,6-anhydroglucose	2724705	
CPD00816	2,3-dihydroxyisovalerate	677	C04039
CPD00817	2,3-dihydroxypyridine	28115	
CPD00818	2-isopropylmalate	77	C02504
CPD00819	3-formylindole	10256	C08493
CPD00820	gluconate	10690	C00257
CPD00821	alliin	87310	C08265
CPD00822	N-acetylalliin		
CPD00823	dihydrocaffeate sulfate (2)		
CPD00824	cinnamoylglycine	709625	
CPD00825	ergothioneine	3032311	C05570
CPD00826	erythritol	222285	C00503
CPD00827	quinate	6508	C00296
CPD00828	histidine betaine (hercynine)*	3083620	
CPD00829	homostachydrine*	441447	C08283
CPD00830	indolin-2-one	321710	C12312
CPD00831	mannonate*	3246006	
CPD00832	methyl indole-3-acetate	74706	
CPD00833	N-(2-furoyl)glycine	21863	
CPD00834	phytanate	26840	C01607
CPD00835	piperine	638024	C03882
CPD00836	glucuronide of piperine metabolite C17H21NO3 (3)*		
CPD00837	glucuronide of piperine metabolite C17H21NO3 (4)*		
CPD00838	glucuronide of piperine metabolite C17H21NO3 (5)*		
CPD00839	sulfate of piperine metabolite C16H19NO3 (2)*		
CPD00840	sulfate of piperine metabolite C16H19NO3 (3)*		
CPD00841	sulfate of piperine metabolite C18H21NO3 (1)*		
CPD00842	sulfate of piperine metabolite C18H21NO3 (3)*		
CPD00843	acesulfame	36573	
CPD00844	S-allylcysteine	98280	
CPD00845	stachydrine	115244	C10172
CPD00846	3-hydroxystachydrine*	442640	
CPD00847	tartarate	444305	C00898
CPD00848	thymol sulfate		C09908
CPD00849	4-allylphenol sulfate		
CPD00850	ethyl alpha-glucopyranoside	428040	
CPD00851	methyl glucopyranoside (alpha + beta)		
CPD00852	pyrraline	122228	
CPD00853	umbelliferone sulfate	129659	
CPD00854	eugenol sulfate	180632	
CPD00855	2-keto-3-deoxy-gluconate	161227	C00204
CPD00856	isoeugenol sulfate		
CPD00857	3,4-methyleneheptanoate		
CPD00858	caffeic acid sulfate		
CPD00859	tartronate (hydroxymalonate)	45	C02287
CPD00860	(S)-a-amino-omega-caprolactam	439823	C05328
CPD00861	3-indoleglyoxylic acid	73863	
CPD00862	1H-indole-7-acetic acid		
CPD00863	N-methylpipecolate	11286529	
CPD00864	sulfate*	1118	C00059
CPD00865	O-sulfo-L-tyrosine	514186	
CPD00866	2-aminophenol sulfate	181670	
CPD00867	dimethyl sulfone	6213	C11142
CPD00868	ectoine	126041	C06231
CPD00869	EDTA	6049	C00284
CPD00870	iminodiacetate (IDA)	8897	C19911
CPD00871	2-naphthol sulfate	74428	
CPD00872	benzoylcarnitine*		
CPD00873	perfluorooctanesulfonate (PFOS)	74483	C18142
CPD00874	succinimide	11439	C07273
CPD00875	4-methylbenzenesulfonate	6101	C06677
CPD00876	4-hydroxychlorothalonil	34217	
CPD00877	1,2,3-benzenetriol sulfate (2)		
CPD00878	3-hydroxypyridine sulfate		
CPD00879	ethylparaben sulfate		
CPD00880	6-hydroxyindole sulfate		
CPD00881	thioproline	93176	
CPD00882	perfluorooctanoate (PFOA)	9554	
CPD00883	2,2'-Methylenebis(6-tert-butyl-p-cresol)	8398	
CPD00884	bromine	24408	
CPD00885	(2-butoxyethoxy)acetic acid	106312	
CPD00886	3,5-dichloro-2,6-dihydroxybenzoic acid		
CPD00887	3-bromo-5-chloro-2,6-dihydroxybenzoic acid*		
CPD00888	glucuronide of C10H18O2 (7)*		
CPD00889	glutamine conjugate of C6H10O2 (1)*		
CPD00890	glutamine conjugate of C6H10O2 (2)*		
CPD00891	glutamine conjugate of C7H12O2*		
CPD00892	glycine conjugate of C10H12O2*		
CPD00893	glycine conjugate of C10H14O2 (1)*		
CPD00894	metabolonic lactone sulfate		
CPD00895	pentose acid*		
CPD00896	carnitine of C10H14O2 (5)*		
CPD00897	branched-chain, straight-chain, or cyclopropyl 10:1 fatty acid (1)*		
CPD00898	branched-chain, straight-chain, or cyclopropyl 10:1 fatty acid (2)*		
CPD00899	branched-chain, straight-chain, or cyclopropyl 12:1 fatty acid*		
CPD00900	X - 07765		
CPD00901	X - 11261		
CPD00902	X - 11299		
CPD00903	X - 11308		
CPD00904	X - 11315		
CPD00905	X - 11372		
CPD00906	X - 11378		
CPD00907	X - 11381		
CPD00908	X - 11407		
CPD00909	X - 11441		
CPD00910	X - 11442		
CPD00911	X - 11444		
CPD00912	X - 11470		
CPD00913	X - 11478		
CPD00914	X - 11483		
CPD00915	X - 11522		
CPD00916	X - 11530		
CPD00917	X - 11787		
CPD00918	X - 11795		
CPD00919	X - 11843		
CPD00920	X - 11847		
CPD00921	X - 11849		
CPD00922	X - 11850		
CPD00923	X - 11852		
CPD00924	X - 11858		
CPD00925	X - 11880		
CPD00926	X - 12007		
CPD00927	X - 12015		
CPD00928	X - 12026		
CPD00929	X - 12096		
CPD00930	X - 12100		
CPD00931	X - 12101		
CPD00932	X - 12104		
CPD00933	X - 12112		
CPD00934	X - 12117		
CPD00935	X - 12193		
CPD00936	X - 12216		
CPD00937	X - 12283		
CPD00938	X - 12411		
CPD00939	X - 12456		
CPD00940	X - 12462		
CPD00941	X - 12524		
CPD00942	X - 12544		
CPD00943	X - 12680		
CPD00944	X - 12707		
CPD00945	X - 12718		
CPD00946	X - 12729		
CPD00947	X - 12740		
CPD00948	X - 12753		
CPD00949	X - 12798		
CPD00950	X - 12812		
CPD00951	X - 12816		
CPD00952	X - 12822		
CPD00953	X - 12830		
CPD00954	X - 12839		
CPD00955	X - 12844		
CPD00956	X - 12847		
CPD00957	X - 12849		
CPD00958	X - 13431		
CPD00959	X - 13507		
CPD00960	X - 13553		
CPD00961	X - 13684		
CPD00962	X - 13728		
CPD00963	X - 13729		
CPD00964	X - 13835		
CPD00965	X - 13844		
CPD00966	X - 13866		
CPD00967	X - 14056		
CPD00968	X - 14662 - retired for glycoursodeoxycholate sulfate (1)		
CPD00969	X - 14939		
CPD00970	X - 15461		
CPD00971	X - 15469		
CPD00972	X - 15486		
CPD00973	X - 15492		
CPD00974	X - 15503		
CPD00975	X - 15666		
CPD00976	X - 15674		
CPD00977	X - 15728		
CPD00978	X - 16087		
CPD00979	X - 16124		
CPD00980	X - 16397		
CPD00981	X - 16570		
CPD00982	X - 16576		
CPD00983	X - 16580		
CPD00984	X - 16935		
CPD00985	X - 16938		
CPD00986	X - 16944		
CPD00987	X - 16946		
CPD00988	X - 16964		
CPD00989	X - 17010		
CPD00990	X - 17146		
CPD00991	X - 17185		
CPD00992	X - 17325		
CPD00993	X - 17328		
CPD00994	X - 17335		
CPD00995	X - 17340		
CPD00996	X - 17348		
CPD00997	X - 17351		
CPD00998	X - 17357		
CPD00999	X - 17367		
CPD01000	X - 17612		
CPD01001	X - 17653		
CPD01002	X - 17676		
CPD01003	X - 17690		
CPD01004	X - 18886		
CPD01005	X - 18887		
CPD01006	X - 18899		
CPD01007	X - 18901		
CPD01008	X - 18913		
CPD01009	X - 18921		
CPD01010	X - 18922		
CPD01011	X - 19141		
CPD01012	X - 19438		
CPD01013	X - 21258		
CPD01014	X - 21285		
CPD01015	X - 21286		
CPD01016	X - 21310		
CPD01017	X - 21319		
CPD01018	X - 21339		
CPD01019	X - 21342		
CPD01020	X - 21353		
CPD01021	X - 21364		
CPD01022	X - 21383		
CPD01023	X - 21410		
CPD01024	X - 21441		
CPD01025	X - 21442		
CPD01026	X - 21467		
CPD01027	X - 21470		
CPD01028	X - 21471		
CPD01029	X - 21607		
CPD01030	X - 21729 - retired for butyrate (4:0)		
CPD01031	X - 21736		
CPD01032	X - 21752		
CPD01033	X - 21785		
CPD01034	X - 21796		
CPD01035	X - 21803		
CPD01036	X - 21821		
CPD01037	X - 21829		
CPD01038	X - 21834		
CPD01039	X - 22162		
CPD01040	X - 22519		
CPD01041	X - 22771		
CPD01042	X - 22775		
CPD01043	X - 23314		
CPD01044	X - 23583		
CPD01045	X - 23587		
CPD01046	X - 23590		
CPD01047	X - 23593		
CPD01048	X - 23636		
CPD01049	X - 23639		
CPD01050	X - 23641		
CPD01051	X - 23644		
CPD01052	X - 23655		
CPD01053	X - 23659		
CPD01054	X - 23662		
CPD01055	X - 23665		
CPD01056	X - 23666		
CPD01057	X - 23678		
CPD01058	X - 23680		
CPD01059	X - 23739		
CPD01060	X - 23780		
CPD01061	X - 23782		
CPD01062	X - 23787		
CPD01063	X - 23974		
CPD01064	X - 23997		
CPD01065	X - 24035		
CPD01066	X - 24241		
CPD01067	X - 24243		
CPD01068	X - 24295		
CPD01069	X - 24306		
CPD01070	X - 24307		
CPD01071	X - 24309		
CPD01072	X - 24328		
CPD01073	X - 24334		
CPD01074	X - 24337		
CPD01075	X - 24411		
CPD01076	X - 24422		
CPD01077	X - 24431		
CPD01078	X - 24432		
CPD01079	X - 24435		
CPD01080	X - 24455		
CPD01081	X - 24473		
CPD01082	X - 24475		
CPD01083	X - 24494		
CPD01084	X - 24518		
CPD01085	X - 24544		
CPD01086	X - 24546		
CPD01087	X - 24549		
CPD01088	X - 24556		
CPD01089	X - 24588		
CPD01090	X - 24686		
CPD01091	X - 24699		
CPD01092	X - 24728		
CPD01093	X - 24736		
CPD01094	X - 24747		
CPD01095	X - 24748		
CPD01096	X - 24757		
CPD01097	X - 24762		
CPD01098	X - 24812		
CPD01099	X - 24813		
CPD01100	X - 24849		
CPD01101	X - 24947		
CPD01102	X - 24949		
CPD01103	X - 24951		
CPD01104	X - 24953		
CPD01105	X - 24970		
CPD01106	X - 25172		
CPD01107	X - 25217		
CPD01108	X - 25265		
CPD01109	X - 25267		
CPD01110	X - 25271		
CPD01111	X - 25343		
CPD01112	X - 25371		
CPD01113	X - 25417		
CPD01114	X - 25419		
CPD01115	X - 25420		
CPD01116	X - 25422		
CPD01117	X - 25519		
CPD01118	X - 25520		
CPD01119	X - 25617		
CPD01120	X - 25790		
CPD01121	X - 25797		
