compound_id	BIOCHEMICAL	SUPER PATHWAY	SUB PATHWAY	RI	MZ	PLATFORM	KEGG
CPD00213	3-methyl catechol sulfate (1)	Xenobiotics	Benzoate Metabolism	2790	203.002	LC/MS Neg	
CPD00214	3-methyl-2-oxobutyrate	Amino Acid	Leucine, Isoleucine and Valine Metabolism	1465	115.0401	LC/MS Neg	C00141
CPD00215	3-methyl-2-oxovalerate	Amino Acid	Leucine, Isoleucine and Valine Metabolism	2064.2	129.0557	LC/MS Neg	C00671
CPD00216	3-methyladipate	Lipid	Fatty Acid, Dicarboxylate	2865	159.0663	LC/MS Polar	
CPD00217	3-methylcytidine	Nucleotide	Pyrimidine Metabolism, Cytidine containing	2176	258.1085	LC/MS Pos Early	
CPD00218	3-methylglutaconate	Amino Acid	Leucine, Isoleucine and Valine Metabolism	2700	99.0452	LC/MS Polar	
CPD00219	3-methylglutarylcarnitine (2)	Amino Acid	Leucine, Isoleucine and Valine Metabolism	2687	290.1598	LC/MS Pos Early	
CPD00220	3-methylhistidine	Amino Acid	Histidine Metabolism	906.3	168.0779	LC/MS Neg	C01152
CPD00221	3-methylxanthine	Xenobiotics	Xanthine Metabolism	1700	165.0418	LC/MS Neg	C16357
CPD00222	3-phenylpropionate (hydrocinnamate)	Xenobiotics	Benzoate Metabolism	2860	149.0608	LC/MS Neg	C05629
CPD00223	3-sulfo-L-alanine	Amino Acid	Methionine, Cysteine, SAM and Taurine Metabolism	2890	167.9972	LC/MS Polar	C00506
CPD00224	3-ureidopropionate	Nucleotide	Pyrimidine Metabolism, Uracil containing	2230	131.0462	LC/MS Polar	C02642
CPD00225	3b-hydroxy-5-cholenoic acid	Lipid	Secondary Bile Acid Metabolism	5205	373.2748	LC/MS Neg	
CPD00226	3beta,7alpha-dihydroxy-5-cholestenoate	Lipid	Sterol	5275	431.3167	LC/MS Neg	C17335
CPD00227	3beta-hydroxy-5-cholestenoate	Lipid	Sterol	5398	415.3218	LC/MS Neg	C17333
CPD00228	4-acetamidobutanoate	Amino Acid	Polyamine Metabolism	894	144.0666	LC/MS Neg	C02946
CPD00229	4-acetamidophenol	Xenobiotics	Drug - Analgesics, Anesthetics	2173.7	150.0561	LC/MS Neg	C06804
CPD00230	4-acetamidophenylglucuronide	Xenobiotics	Drug - Analgesics, Anesthetics	1400	326.0881	LC/MS Neg	
CPD00231	4-acetaminophen sulfate	Xenobiotics	Drug - Analgesics, Anesthetics	1792	230.0129	LC/MS Neg	C06804
CPD00232	4-acetylcatechol sulfate (1)	Xenobiotics	Food Component/Plant	1774	230.9969	LC/MS Neg	
CPD00233	4-acetylphenyl sulfate	Xenobiotics	Benzoate Metabolism	2375	215.002	LC/MS Neg	
CPD00234	4-allylcatechol sulfate	Xenobiotics	Benzoate Metabolism	3571	229.0176	LC/MS Neg	
CPD00235	4-allylphenol sulfate	Xenobiotics	Food Component/Plant	3805	213.0227	LC/MS Neg	
CPD00236	4-cholesten-3-one	Lipid	Sterol	2520	385.3465	LC/MS Pos Late	C00599
CPD00237	4-ethylcatechol sulfate	Xenobiotics	Benzoate Metabolism	3379	217.0176	LC/MS Neg	
CPD00238	4-ethylphenyl sulfate	Xenobiotics	Benzoate Metabolism	3580	201.0227	LC/MS Neg	C13637
CPD00239	4-guanidinobutanoate	Amino Acid	Guanidino and Acetamido Metabolism	2320	146.0924	LC/MS Pos Early	C01035
CPD00240	4-hydroxychlorothalonil	Xenobiotics	Chemical	4427	244.9082	LC/MS Neg	
CPD00241	4-hydroxycoumarin	Xenobiotics	Drug - Cardiovascular	2470	161.0244	LC/MS Neg	C20414
CPD00242	4-hydroxyglutamate	Amino Acid	Glutamate Metabolism	1141	164.0554	LC/MS Pos Early	C03079
CPD00243	4-hydroxyhippurate	Xenobiotics	Benzoate Metabolism	1475	194.0459	LC/MS Neg	
CPD00244	4-hydroxyphenylacetate	Amino Acid	Phenylalanine Metabolism	1361	151.0401	LC/MS Neg	C00642
CPD00245	4-hydroxyphenylacetylglutamine	Peptide	Acetylated Peptides	1650	279.0986	LC/MS Neg	
CPD00246	4-imidazoleacetate	Amino Acid	Histidine Metabolism	2055	127.0502	LC/MS Pos Early	C02835
CPD00247	4-methoxyphenol sulfate	Amino Acid	Tyrosine Metabolism	2412	203.002	LC/MS Neg	
CPD00248	4-methyl-2-oxopentanoate	Amino Acid	Leucine, Isoleucine and Valine Metabolism	2170	129.0557	LC/MS Neg	C00233
CPD00249	4-methylcatechol sulfate	Xenobiotics	Benzoate Metabolism	2665	203.002	LC/MS Neg	
CPD00250	4-methylguaiacol sulfate	Xenobiotics	Benzoate Metabolism	2978	217.0176	LC/MS Neg	
CPD00251	4-methylnonanoylcarnitine	Lipid	Fatty Acid Metabolism (Acyl Carnitine, Medium Chain)	1055	316.2482	LC/MS Pos Late	
CPD00252	4-vinylguaiacol sulfate	Xenobiotics	Food Component/Plant	3354	229.0176	LC/MS Neg	
CPD00253	4-vinylphenol sulfate	Xenobiotics	Benzoate Metabolism	3320	199.0071	LC/MS Neg	C05627
CPD00254	5,6-dihydrothymine	Nucleotide	Pyrimidine Metabolism, Thymine containing	1637.8	127.0513	LC/MS Neg	C00906
CPD00255	5,6-dihydrouracil	Nucleotide	Pyrimidine Metabolism, Uracil containing	1120	113.0357	LC/MS Neg	C00429
CPD00256	5,6-dihydrouridine	Nucleotide	Pyrimidine Metabolism, Uracil containing	1119	245.0779	LC/MS Neg	
CPD00257	5-(galactosylhydroxy)-L-lysine	Amino Acid	Lysine Metabolism	2755	325.1606	LC/MS Pos Early	
CPD00258	5-acetylamino-6-amino-3-methyluracil	Xenobiotics	Xanthine Metabolism	1710	197.068	LC/MS Polar	C16366
CPD00259	5-dodecenoate (12:1n7)	Lipid	Medium Chain Fatty Acid	5224	197.1547	LC/MS Neg	
CPD00260	5-dodecenoylcarnitine (C12:1)	Lipid	Fatty Acid Metabolism (Acyl Carnitine, Monounsaturated)	1135	342.2639	LC/MS Pos Late	
CPD00261	5-hydroxy-6-methoxy duloxetine sulfate*	Xenobiotics	Drug - Psychoactive	3807	422.0738	LC/MS Neg	
CPD00262	5-hydroxyhexanoate	Lipid	Fatty Acid, Monohydroxy	1267	131.0714	LC/MS Neg	
CPD00263	5-hydroxyindole sulfate	Amino Acid	Tryptophan Metabolism	1928	212.0023	LC/MS Neg	
CPD00264	5-hydroxylysine	Amino Acid	Lysine Metabolism	2790	163.1077	LC/MS Pos Early	C16741
CPD00265	5-hydroxymethyl-2-furoic acid	Amino Acid	Tyrosine Metabolism	1442	141.0193	LC/MS Polar	C20448
CPD00266	5-methylthioadenosine (MTA)	Amino Acid	Polyamine Metabolism	2752	298.0968	LC/MS Pos Early	C00170
CPD00267	5-methylthioribose	Amino Acid	Methionine, Cysteine, SAM and Taurine Metabolism	790	181.0529	LC/MS Pos Early	
CPD00268	5-methyluridine (ribothymidine)	Nucleotide	Pyrimidine Metabolism, Uracil containing	1778.1	257.0779	LC/MS Neg	
CPD00269	5-oxoproline	Amino Acid	Glutathione Metabolism	738.5	128.0353	LC/MS Neg	C01879
CPD00270	5alpha-androstan-3alpha,17alpha-diol monosulfate	Lipid	Androgenic Steroids	5208	371.1898	LC/MS Neg	
CPD00271	5alpha-androstan-3alpha,17beta-diol disulfate	Lipid	Androgenic Steroids	4275	225.0697	LC/MS Neg	
CPD00272	5alpha-androstan-3alpha,17beta-diol monosulfate (1)	Lipid	Androgenic Steroids	4925	371.1898	LC/MS Neg	
CPD00273	5alpha-androstan-3alpha,17beta-diol monosulfate (2)	Lipid	Androgenic Steroids	5080	371.1898	LC/MS Neg	
CPD00274	5alpha-androstan-3beta,17alpha-diol disulfate	Lipid	Androgenic Steroids	4215	225.0697	LC/MS Neg	
CPD00275	5alpha-androstan-3beta,17beta-diol disulfate	Lipid	Androgenic Steroids	3880	225.0697	LC/MS Neg	C12525
CPD00276	5alpha-androstan-3beta,17beta-diol monosulfate (2)	Lipid	Androgenic Steroids	4685	371.1898	LC/MS Neg	
CPD00277	5alpha-pregnan-3beta,20alpha-diol disulfate	Lipid	Progestin Steroids	3962	239.0853	LC/MS Neg	
CPD00278	5alpha-pregnan-3beta,20alpha-diol monosulfate (2)	Lipid	Progestin Steroids	5060	399.2211	LC/MS Neg	
CPD00279	5alpha-pregnan-3beta,20beta-diol monosulfate (1)	Lipid	Progestin Steroids	5180	399.2211	LC/MS Neg	
CPD00280	5alpha-pregnan-diol disulfate	Lipid	Progestin Steroids	4310	239.0853	LC/MS Neg	
CPD00281	6-bromotryptophan	Amino Acid	Tryptophan Metabolism	3565	280.9931	LC/MS Neg	
CPD00282	6-hydroxyindole sulfate	Xenobiotics	Chemical	2498	212.0023	LC/MS Neg	
CPD00283	6-oxopiperidine-2-carboxylate	Amino Acid	Lysine Metabolism	965	142.051	LC/MS Neg	
CPD00284	7-HOCA	Lipid	Sterol	5288.1	429.301	LC/MS Neg	C17337
CPD00285	7-hydroxyindole sulfate	Amino Acid	Tryptophan Metabolism	1765	212.0023	LC/MS Neg	
CPD00286	7-hydroxywarfarin	Xenobiotics	Drug - Cardiovascular	3300	323.0925	LC/MS Neg	
CPD00287	7-methylguanine	Nucleotide	Purine Metabolism, Guanine containing	2175	166.0723	LC/MS Pos Early	C02242
CPD00288	7-methylurate	Xenobiotics	Xanthine Metabolism	1321	183.0513	LC/MS Pos Early	C16355
CPD00289	7-methylxanthine	Xenobiotics	Xanthine Metabolism	1350	167.0564	LC/MS Pos Early	C16353
CPD00290	8-hydroxyoctanoate	Lipid	Fatty Acid, Monohydroxy	2300	159.1027	LC/MS Neg	
CPD00291	8-methoxykynurenate	Amino Acid	Tryptophan Metabolism	2574	220.0604	LC/MS Pos Early	C05830
CPD00292	9,10-DiHOME	Lipid	Fatty Acid, Dihydroxy	5180	313.2384	LC/MS Neg	C14828
CPD00293	acesulfame	Xenobiotics	Food Component/Plant	1581	161.9867	LC/MS Neg	
CPD00294	acetylcarnitine (C2)	Lipid	Fatty Acid Metabolism (Acyl Carnitine, Short Chain)	2282	204.123	LC/MS Pos Early	C02571
CPD00295	acisoga	Amino Acid	Polyamine Metabolism	2297	183.1139	LC/MS Neg	
CPD00296	aconitate [cis or trans]	Energy	TCA Cycle	580	173.0092	LC/MS Neg	
CPD00297	adenine	Nucleotide	Purine Metabolism, Adenine containing	2221	136.0618	LC/MS Pos Early	C00147
CPD00298	adenosine	Nucleotide	Purine Metabolism, Adenine containing	2169	268.104	LC/MS Pos Early	C00212
CPD00299	AMP	Nucleotide	Purine Metabolism, Adenine containing	1013	348.0704	LC/MS Pos Early	C00020
CPD00300	adipoylcarnitine (C6-DC)	Lipid	Fatty Acid Metabolism (Acyl Carnitine, Dicarboxylate)	2570	290.1598	LC/MS Pos Early	
CPD00301	adrenate (22:4n6)	Lipid	Long Chain Polyunsaturated Fatty Acid (n3 and n6)	5678	331.2643	LC/MS Neg	C16527
CPD00302	alanine	Amino Acid	Alanine and Aspartate Metabolism	1700	90.055	LC/MS Pos Early	C00041
CPD00303	allantoin	Nucleotide	Purine Metabolism, (Hypo)Xanthine/Inosine containing	1672	157.0367	LC/MS Polar	C02350
CPD00304	alliin	Xenobiotics	Food Component/Plant	1470	178.0532	LC/MS Pos Early	C08265
CPD00305	alpha-hydroxycaproate	Lipid	Fatty Acid, Monohydroxy	1920	131.0714	LC/MS Neg	
CPD00306	alpha-hydroxyisocaproate	Amino Acid	Leucine, Isoleucine and Valine Metabolism	1840	131.0714	LC/MS Neg	C03264
CPD00307	alpha-hydroxyisovalerate	Amino Acid	Leucine, Isoleucine and Valine Metabolism	1052	117.0557	LC/MS Polar	
CPD00308	alpha-ketoglutaramate*	Amino Acid	Glutamate Metabolism	1916	144.0302	LC/MS Polar	
CPD00309	alpha-ketoglutarate	Energy	TCA Cycle	2700	145.0143	LC/MS Polar	C00026
CPD00310	alpha-tocopherol	Cofactors and Vitamins	Tocopherol Metabolism	2522	430.3782	LC/MS Pos Late	C02477
CPD00311	andro steroid monosulfate C19H28O6S (1)*	Lipid	Androgenic Steroids	3871	383.1534	LC/MS Neg	C04555
CPD00312	androstenediol (3alpha, 17alpha) monosulfate (2)	Lipid	Androgenic Steroids	4712	369.1741	LC/MS Neg	
CPD00313	androstenediol (3alpha, 17alpha) monosulfate (3)	Lipid	Androgenic Steroids	5180	369.1741	LC/MS Neg	
CPD00314	androstenediol (3beta,17beta) disulfate (1)	Lipid	Androgenic Steroids	3740	224.0618	LC/MS Neg	C04295
CPD00315	androstenediol (3beta,17beta) disulfate (2)	Lipid	Androgenic Steroids	4065	224.0624	LC/MS Neg	C04295
CPD00316	androstenediol (3beta,17beta) monosulfate (1)	Lipid	Androgenic Steroids	4535	369.1741	LC/MS Neg	
CPD00317	androstenediol (3beta,17beta) monosulfate (2)	Lipid	Androgenic Steroids	4500	369.1741	LC/MS Neg	
CPD00318	androsterone glucuronide	Lipid	Androgenic Steroids	4953	465.2494	LC/MS Neg	C11135
CPD00319	androsterone sulfate	Lipid	Androgenic Steroids	5022	369.1741	LC/MS Neg	
CPD00320	anthranilate	Amino Acid	Tryptophan Metabolism	2606	138.055	LC/MS Pos Early	C00108
CPD00321	arabinose	Carbohydrate	Pentose Metabolism	1804.5	195.051	LC/MS Polar	C00216
CPD00322	arabitol/xylitol	Carbohydrate	Pentose Metabolism	1932.4	151.0612	LC/MS Polar	C01904
CPD00323	arabonate/xylonate	Carbohydrate	Pentose Metabolism	2700	165.0405	LC/MS Polar	
CPD00324	arachidate (20:0)	Lipid	Long Chain Saturated Fatty Acid	6240	311.2956	LC/MS Neg	C06425
CPD00325	arachidonate (20:4n6)	Lipid	Long Chain Polyunsaturated Fatty Acid (n3 and n6)	5535	303.233	LC/MS Neg	C00219
CPD00326	arachidonoyl ethanolamide	Lipid	Endocannabinoid	1535	348.2897	LC/MS Pos Late	C11695
CPD00327	arachidonoylcarnitine (C20:4)	Lipid	Fatty Acid Metabolism (Acyl Carnitine, Polyunsaturated)	1353	448.3422	LC/MS Pos Late	
CPD00328	arachidonoylcholine	Lipid	Fatty Acid Metabolism (Acyl Choline)	1390	390.3367	LC/MS Pos Late	
CPD00329	arachidoylcarnitine (C20)*	Lipid	Fatty Acid Metabolism (Acyl Carnitine, Long Chain Saturated)	1512	456.4047	LC/MS Pos Late	
CPD00330	argininate*	Amino Acid	Urea cycle; Arginine and Proline Metabolism	2150	176.103	LC/MS Pos Early	
CPD00331	arginine	Amino Acid	Urea cycle; Arginine and Proline Metabolism	5285	173.1044	LC/MS Polar	C00062
CPD00332	ascorbic acid 2-sulfate	Cofactors and Vitamins	Ascorbate and Aldarate Metabolism	3042	254.9816	LC/MS Polar	
CPD00333	asparagine	Amino Acid	Alanine and Aspartate Metabolism	2951.1	131.0462	LC/MS Polar	C00152
CPD00334	aspartate	Amino Acid	Alanine and Aspartate Metabolism	1165	134.0448	LC/MS Pos Early	C00049
CPD00335	azelate (nonanedioate; C9)	Lipid	Fatty Acid, Dicarboxylate	1276	187.0976	LC/MS Neg	C08261
CPD00336	behenoyl dihydrosphingomyelin (d18:0/22:0)*	Lipid	Dihydrosphingomyelins	3150	789.6844	LC/MS Pos Late	
CPD00337	behenoyl sphingomyelin (d18:1/22:0)*	Lipid	Sphingomyelins	3083	787.6688	LC/MS Pos Late	
CPD00338	benzoate	Xenobiotics	Benzoate Metabolism	1750	121.0295	LC/MS Neg	C00180
CPD00339	beta-alanine	Nucleotide	Pyrimidine Metabolism, Uracil containing	1905	90.055	LC/MS Pos Early	C00099
CPD00340	beta-citrylglutamate	Amino Acid	Glutamate Metabolism	530	320.0623	LC/MS Neg	C20775
CPD00341	beta-cryptoxanthin	Cofactors and Vitamins	Vitamin A Metabolism	2560	552.4326	LC/MS Pos Late	
CPD00342	beta-guanidinopropanoate	Xenobiotics	Food Component/Plant	2145	132.0768	LC/MS Pos Early	C03065
CPD00343	beta-hydroxyisovalerate	Amino Acid	Leucine, Isoleucine and Valine Metabolism	1027	117.0557	LC/MS Neg	
CPD00344	betaine	Amino Acid	Glycine, Serine and Threonine Metabolism	1064	118.0863	LC/MS Pos Early	C00719
CPD00345	betonicine	Xenobiotics	Food Component/Plant	1012	160.0968	LC/MS Pos Early	C08269
CPD00346	bilirubin (E,E)*	Cofactors and Vitamins	Hemoglobin and Porphyrin Metabolism	1045	585.2708	LC/MS Pos Late	
CPD00347	bilirubin (E,Z or Z,E)*	Cofactors and Vitamins	Hemoglobin and Porphyrin Metabolism	1265	585.2708	LC/MS Pos Late	
CPD00348	bilirubin	Cofactors and Vitamins	Hemoglobin and Porphyrin Metabolism	1840	585.2708	LC/MS Pos Late	C00486
CPD00349	biliverdin	Cofactors and Vitamins	Hemoglobin and Porphyrin Metabolism	1016	583.2551	LC/MS Pos Late	C00500
CPD00350	branched chain 14:0 dicarboxylic acid	Lipid	Fatty Acid, Dicarboxylate	3849	257.1758	LC/MS Neg	
CPD00351	branched-chain, straight-chain, or cyclopropyl 10:1 fatty acid (1)*	Partially Characterized Molecules	Partially Characterized Molecules	4805	169.1234	LC/MS Neg	
CPD00352	branched-chain, straight-chain, or cyclopropyl 10:1 fatty acid (2)*	Partially Characterized Molecules	Partially Characterized Molecules	4853	169.1234	LC/MS Neg	
CPD00353	butyrylcarnitine (C4)	Lipid	Fatty Acid Metabolism (also BCAA Metabolism)	2860	232.1543	LC/MS Pos Early	C02862
CPD00354	C-glycosyltryptophan	Amino Acid	Tryptophan Metabolism	1777	365.1354	LC/MS Neg	
CPD00355	caffeic acid sulfate	Xenobiotics	Food Component/Plant	1307	258.9918	LC/MS Polar	
CPD00356	caffeine	Xenobiotics	Xanthine Metabolism	2106	195.0877	LC/MS Pos Early	C07481
CPD00357	campesterol	Lipid	Sterol	2873	383.3672	LC/MS Pos Late	C01789
CPD00358	candesartan	Xenobiotics	Drug - Cardiovascular	3436	439.1524	LC/MS Neg	D00522,C07468
CPD00359	caprate (10:0)	Lipid	Medium Chain Fatty Acid	5090.7	171.1391	LC/MS Neg	C01571
CPD00360	caproate (6:0)	Lipid	Medium Chain Fatty Acid	2713.7	115.0765	LC/MS Neg	C01585
CPD00361	caprylate (8:0)	Lipid	Medium Chain Fatty Acid	4362	143.1078	LC/MS Neg	C06423
CPD00362	carbamazepine	Xenobiotics	Drug - Neurological	880	237.1022	LC/MS Pos Late	D00252
CPD00363	carboxyethyl-GABA	Amino Acid	Glutamate Metabolism	2085	176.0917	LC/MS Pos Early	
CPD00364	carboxyibuprofen	Xenobiotics	Drug - Analgesics, Anesthetics	1920	235.0976	LC/MS Neg	
CPD00365	carnitine	Lipid	Carnitine Metabolism	1978	162.1125	LC/MS Pos Early	C00318
CPD00366	carotene diol (1)	Cofactors and Vitamins	Vitamin A Metabolism	1720	568.4276	LC/MS Pos Late	
CPD00367	carotene diol (2)	Cofactors and Vitamins	Vitamin A Metabolism	1904	568.4279	LC/MS Pos Late	
CPD00368	carotene diol (3)	Cofactors and Vitamins	Vitamin A Metabolism	1948	568.4279	LC/MS Pos Late	
CPD00369	catechol glucuronide	Amino Acid	Tyrosine Metabolism	1742	285.0616	LC/MS Neg	
CPD00370	catechol sulfate	Xenobiotics	Benzoate Metabolism	1906	188.9863	LC/MS Neg	
CPD00371	ceramide (d16:1/24:1, d18:1/22:1)*	Lipid	Ceramides	3850	620.5976	LC/MS Pos Late	
CPD00372	ceramide (d18:1/14:0, d16:1/16:0)*	Lipid	Ceramides	2477	510.4881	LC/MS Pos Late	
CPD00373	ceramide (d18:1/20:0, d16:1/22:0, d20:1/18:0)*	Lipid	Ceramides	3920	594.582	LC/MS Pos Late	
CPD00374	ceramide (d18:2/24:1, d18:1/24:2)*	Lipid	Ceramides	3858	646.6133	LC/MS Pos Late	
CPD00375	cerotoylcarnitine (C26)*	Lipid	Fatty Acid Metabolism (Acyl Carnitine, Long Chain Saturated)	1649	540.4986	LC/MS Pos Late	
CPD00376	chenodeoxycholate	Lipid	Primary Bile Acid Metabolism	5264	391.2854	LC/MS Neg	C02528
CPD00377	chenodeoxycholic acid sulfate (1)	Lipid	Primary Bile Acid Metabolism	4531	235.1175	LC/MS Neg	
CPD00378	chiro-inositol	Lipid	Inositol Metabolism	3191.2	225.0616	LC/MS Polar	C19891
CPD00379	cholate	Lipid	Primary Bile Acid Metabolism	5165	407.2803	LC/MS Neg	C00695
CPD00380	cholesterol	Lipid	Sterol	2707	369.3516	LC/MS Pos Late	C00187
CPD00381	choline	Lipid	Phospholipid Metabolism	1961	104.107	LC/MS Pos Early	C00114
CPD00382	phosphocholine	Lipid	Phospholipid Metabolism	700	184.0733	LC/MS Pos Early	C00588
CPD00383	cinnamoylglycine	Xenobiotics	Food Component/Plant	3127	204.0666	LC/MS Neg	
CPD00384	cis-4-decenoate (10:1n6)*	Lipid	Medium Chain Fatty Acid	4890	169.1234	LC/MS Neg	
CPD00385	cis-4-decenoylcarnitine (C10:1)	Lipid	Fatty Acid Metabolism (Acyl Carnitine, Monounsaturated)	1057	314.2326	LC/MS Pos Late	
CPD00386	citrate	Energy	TCA Cycle	582	191.0197	LC/MS Neg	C00158
CPD00387	citrulline	Amino Acid	Urea cycle; Arginine and Proline Metabolism	3250	174.0884	LC/MS Polar	C00327
CPD00388	corticosterone	Lipid	Corticosteroids	5040	345.2071	LC/MS Neg	C02140
CPD00389	cortisol	Lipid	Corticosteroids	4710	361.202	LC/MS Neg	C00735
CPD00390	cortisone	Lipid	Corticosteroids	4575	359.1864	LC/MS Neg	C00762
CPD00391	cortolone glucuronide (1)	Lipid	Corticosteroids	4600	541.2654	LC/MS Neg	
CPD00392	cotinine	Xenobiotics	Tobacco Metabolite	2213	177.1022	LC/MS Pos Early	
CPD00393	cotinine N-oxide	Xenobiotics	Tobacco Metabolite	1377	193.0972	LC/MS Pos Early	
CPD00394	creatine	Amino Acid	Creatine Metabolism	2920	130.0622	LC/MS Polar	C00300
CPD00395	creatinine	Amino Acid	Creatine Metabolism	1071.8	112.0516	LC/MS Neg	C00791
CPD00396	cys-gly, oxidized	Amino Acid	Glutathione Metabolism	2947	355.0741	LC/MS Pos Early	
CPD00397	cystathionine	Amino Acid	Methionine, Cysteine, SAM and Taurine Metabolism	2270	223.0747	LC/MS Pos Early	C02291
CPD00398	cysteine	Amino Acid	Methionine, Cysteine, SAM and Taurine Metabolism	1475	122.027	LC/MS Pos Early	C00097
CPD00399	cysteine s-sulfate	Amino Acid	Methionine, Cysteine, SAM and Taurine Metabolism	2273	199.9693	LC/MS Polar	C05824
CPD00400	cysteine sulfinic acid	Amino Acid	Methionine, Cysteine, SAM and Taurine Metabolism	597	154.0169	LC/MS Pos Early	C00606
CPD00401	cysteine-glutathione disulfide	Amino Acid	Glutathione Metabolism	2465	427.0952	LC/MS Pos Early	
CPD00402	cysteinylglycine	Amino Acid	Glutathione Metabolism	2132	179.0485	LC/MS Pos Early	C01419
CPD00403	cysteinylglycine disulfide*	Amino Acid	Glutathione Metabolism	2547	298.0526	LC/MS Pos Early	
CPD00404	cystine	Amino Acid	Methionine, Cysteine, SAM and Taurine Metabolism	2000	241.0311	LC/MS Pos Early	C00491
CPD00405	cytidine	Nucleotide	Pyrimidine Metabolism, Cytidine containing	1325	242.0782	LC/MS Neg	C00475
CPD00406	cytosine	Nucleotide	Pyrimidine Metabolism, Cytidine containing	2060	112.0505	LC/MS Pos Early	C00380
CPD00407	daidzein sulfate (2)	Xenobiotics	Food Component/Plant	3330	333.0076	LC/MS Neg	
CPD00408	decanoylcarnitine (C10)	Lipid	Fatty Acid Metabolism (Acyl Carnitine, Medium Chain)	1130	316.2482	LC/MS Pos Late	
CPD00409	dehydroepiandrosterone sulfate (DHEA-S)	Lipid	Androgenic Steroids	4745	367.1585	LC/MS Neg	C04555
CPD00410	delta-CEHC	Cofactors and Vitamins	Tocopherol Metabolism	3422	249.1132	LC/MS Neg	
CPD00411	delta-tocopherol	Cofactors and Vitamins	Tocopherol Metabolism	2259	402.3492	LC/MS Pos Late	C14151
CPD00412	deoxycarnitine	Lipid	Carnitine Metabolism	2052	146.1176	LC/MS Pos Early	C01181
CPD00413	deoxycholate	Lipid	Secondary Bile Acid Metabolism	5294	391.2854	LC/MS Neg	C04483
CPD00414	deoxycholic acid glucuronide	Lipid	Secondary Bile Acid Metabolism	4800	567.3175	LC/MS Neg	
CPD00415	desmethylnaproxen sulfate	Xenobiotics	Drug - Analgesics, Anesthetics	2250	295.0282	LC/MS Neg	
CPD00416	dexlansoprazole	Xenobiotics	Drug - Gastrointestinal	757	368.0686	LC/MS Polar	D08903
CPD00417	diglycerol	Xenobiotics	Chemical	818	167.0914	LC/MS Pos Early	
CPD00418	dihomolinoleate (20:2n6)	Lipid	Long Chain Polyunsaturated Fatty Acid (n3 and n6)	5730	307.2643	LC/MS Neg	C16525
CPD00419	dihomolinolenate (20:3n3 or 3n6)	Lipid	Long Chain Polyunsaturated Fatty Acid (n3 and n6)	5596	305.2486	LC/MS Neg	C03242
CPD00420	dihomo-linolenoyl-choline	Lipid	Fatty Acid Metabolism (Acyl Choline)	1424	392.3523	LC/MS Pos Late	
CPD00421	dihomo-linolenoylcarnitine (C20:3n3 or 6)*	Lipid	Fatty Acid Metabolism (Acyl Carnitine, Polyunsaturated)	1392	450.3578	LC/MS Pos Late	
CPD00422	dihomo-linoleoylcarnitine (C20:2)*	Lipid	Fatty Acid Metabolism (Acyl Carnitine, Polyunsaturated)	1436	452.3734	LC/MS Pos Late	
CPD00423	dihydrocaffeate sulfate (2)	Xenobiotics	Food Component/Plant	930	261.0074	LC/MS Neg	
CPD00424	dihydroferulate	Xenobiotics	Food Component/Plant	1928	195.0663	LC/MS Neg	
CPD00425	dihydroferulic acid sulfate	Xenobiotics	Food Component/Plant	1310	275.0231	LC/MS Neg	
CPD00426	dihydroorotate	Nucleotide	Pyrimidine Metabolism, Orotate containing	1910	157.0255	LC/MS Polar	C00337
CPD00427	dimethyl sulfone	Xenobiotics	Chemical	832	95.0161	LC/MS Pos Early	C11142
CPD00428	dimethylarginine (ADMA + SDMA)	Amino Acid	Urea cycle; Arginine and Proline Metabolism	2850	203.1503	LC/MS Pos Early	C03626
CPD00429	dimethylglycine	Amino Acid	Glycine, Serine and Threonine Metabolism	1104	104.0706	LC/MS Pos Early	C01026
CPD00430	docosadienoate (22:2n6)	Lipid	Long Chain Polyunsaturated Fatty Acid (n3 and n6)	6034	335.2956	LC/MS Neg	C16533
CPD00431	docosadioate (C22-DC)	Lipid	Fatty Acid, Dicarboxylate	5291.8	369.301	LC/MS Neg	C19625
CPD00432	docosahexaenoate (DHA; 22:6n3)	Lipid	Long Chain Polyunsaturated Fatty Acid (n3 and n6)	5525	327.233	LC/MS Neg	C06429
CPD00433	docosahexaenoylcholine	Lipid	Fatty Acid Metabolism (Acyl Choline)	1378	414.3367	LC/MS Pos Late	
CPD00434	docosapentaenoate (DPA; 22:5n3)	Lipid	Long Chain Polyunsaturated Fatty Acid (n3 and n6)	5571	329.2486	LC/MS Neg	C16513
CPD00435	docosapentaenoate (n6 DPA; 22:5n6)	Lipid	Long Chain Polyunsaturated Fatty Acid (n3 and n6)	5624.5	329.2486	LC/MS Neg	C16513
CPD00436	docosatrienoate (22:3n3)	Lipid	Long Chain Polyunsaturated Fatty Acid (n3 and n6)	5823	333.2799	LC/MS Neg	C16534
CPD00437	dodecadienoate (12:2)*	Lipid	Fatty Acid, Dicarboxylate	5146	195.1391	LC/MS Neg	
CPD00438	dodecanedioate (C12)	Lipid	Fatty Acid, Dicarboxylate	2990	229.1445	LC/MS Neg	C02678
CPD00439	dodecenedioate (C12:1-DC)*	Lipid	Fatty Acid, Dicarboxylate	2700	227.1289	LC/MS Neg	
CPD00440	dopamine 3-O-sulfate	Amino Acid	Tyrosine Metabolism	1556.2	232.0285	LC/MS Neg	C13690
