compound_id	BIOCHEMICAL	SUPER PATHWAY	SUB PATHWAY	RI	MZ	PLATFORM	KEGG
CPD00216	5,6-dihydrouridine	Nucleotide	Pyrimidine Metabolism, Uracil containing	1119	245.07791	LC/MS Neg	
CPD00217	5-acetylamino-6-amino-3-methyluracil	Xenobiotics	Xanthine Metabolism	1710	197.06801	LC/MS Polar	C16366
CPD00218	5-acetylamino-6-formylamino-3-methyluracil	Xenobiotics	Xanthine Metabolism	1424	225.06292	LC/MS Polar	C16365
CPD00219	5alpha-androstan-3alpha,17alpha-diol monosulfate	Lipid	Androgenic Steroids	5208	371.18976	LC/MS Neg	
CPD00220	5alpha-androstan-3alpha,17beta-diol disulfate	Lipid	Androgenic Steroids	4275	225.06965	LC/MS Neg	
CPD00221	5alpha-androstan-3alpha,17beta-diol monosulfate (1)	Lipid	Androgenic Steroids	4925	371.18976	LC/MS Neg	
CPD00222	5alpha-androstan-3alpha,17beta-diol monosulfate (2)	Lipid	Androgenic Steroids	5080	371.18976	LC/MS Neg	
CPD00223	5alpha-androstan-3beta,17alpha-diol disulfate	Lipid	Androgenic Steroids	4215	225.06965	LC/MS Neg	
CPD00224	5alpha-androstan-3beta,17beta-diol disulfate	Lipid	Androgenic Steroids	3880	225.06965	LC/MS Neg	C12525
CPD00225	5alpha-androstan-3beta,17beta-diol monosulfate (2)	Lipid	Androgenic Steroids	4685	371.18976	LC/MS Neg	
CPD00226	5alpha-pregnan-3beta,20alpha-diol disulfate	Lipid	Progestin Steroids	3962	239.0853	LC/MS Neg	
CPD00227	5alpha-pregnan-3beta,20alpha-diol monosulfate (2)	Lipid	Progestin Steroids	5060	399.22106	LC/MS Neg	
CPD00228	5alpha-pregnan-3beta,20beta-diol monosulfate (1)	Lipid	Progestin Steroids	5180	399.22106	LC/MS Neg	
CPD00229	5alpha-pregnan-diol disulfate	Lipid	Progestin Steroids	4310	239.0853	LC/MS Neg	
CPD00230	5-dodecenoate (12:1n7)	Lipid	Medium Chain Fatty Acid	5224	197.1547	LC/MS Neg	
CPD00231	5-dodecenoylcarnitine (C12:1)	Lipid	Fatty Acid Metabolism(Acyl Carnitine)	1135	342.26389	LC/MS Pos Late	
CPD00232	5-hydroxy-6-methoxy duloxetine sulfate*	Xenobiotics	Drug - Psychoactive	3807	422.07375	LC/MS Neg	
CPD00233	5-hydroxyhexanoate	Lipid	Fatty Acid, Monohydroxy	1267	131.07136	LC/MS Neg	
CPD00234	5-hydroxylysine	Amino Acid	Lysine Metabolism	2790	163.10772	LC/MS Pos Early	C16741
CPD00235	5-methylthioadenosine (MTA)	Amino Acid	Polyamine Metabolism	2752	298.09684	LC/MS Pos Early	C00170
CPD00236	5-methylthioribose**	Amino Acid	Methionine, Cysteine, SAM and Taurine Metabolism	790	181.05291	LC/MS Pos Early	
CPD00237	5-methyluridine (ribothymidine)	Nucleotide	Pyrimidine Metabolism, Uracil containing	1778.1	257.07791	LC/MS Neg	
CPD00238	5-oxoproline	Amino Acid	Glutathione Metabolism	738.5	128.03531	LC/MS Neg	C01879
CPD00239	6-bromotryptophan	Amino Acid	Tryptophan Metabolism	3565	280.99311	LC/MS Neg	
CPD00240	6-hydroxyindole sulfate	Xenobiotics	Chemical	2498	212.0023	LC/MS Neg	
CPD00241	6-oxopiperidine-2-carboxylate	Amino Acid	Lysine Metabolism	965	142.05096	LC/MS Neg	
CPD00242	7-alpha-hydroxy-3-oxo-4-cholestenoate (7-Hoca)	Lipid	Sterol	5288.1	429.30103	LC/MS Neg	C17337
CPD00243	7-hydroxyindole sulfate	Amino Acid	Tryptophan Metabolism	1765	212.0023	LC/MS Neg	
CPD00244	7-methylguanine	Nucleotide	Purine Metabolism, Guanine containing	2175	166.07234	LC/MS Pos Early	C02242
CPD00245	9,10-DiHOME	Lipid	Fatty Acid, Dihydroxy	5180	313.23843	LC/MS Neg	C14828
CPD00246	9-hydroxystearate	Lipid	Fatty Acid, Monohydroxy	5384	299.25917	LC/MS Neg	
CPD00247	acesulfame	Xenobiotics	Food Component/Plant	1581	161.98665	LC/MS Neg	
CPD00248	acetoacetate	Lipid	Ketone Bodies	1062	103.03898	LC/MS Pos Early	C00164
CPD00249	acetylcarnitine (C2)	Lipid	Fatty Acid Metabolism(Acyl Carnitine)	2282	204.12304	LC/MS Pos Early	C02571
CPD00250	acisoga	Amino Acid	Polyamine Metabolism	2297	183.1139	LC/MS Neg	
CPD00251	aconitate [cis or trans]	Energy	TCA Cycle	580	173.00916	LC/MS Neg	
CPD00252	adenine	Nucleotide	Purine Metabolism, Adenine containing	2221	136.06178	LC/MS Pos Early	C00147
CPD00253	adenosine	Nucleotide	Purine Metabolism, Adenine containing	2169	268.10404	LC/MS Pos Early	C00212
CPD00254	adipoylcarnitine (C6-DC)	Lipid	Fatty Acid Metabolism(Acyl Carnitine)	2570	290.15982	LC/MS Pos Early	
CPD00255	adrenate (22:4n6)	Lipid	Polyunsaturated Fatty Acid (n3 and n6)	5678	331.26425	LC/MS Neg	C16527
CPD00256	alanine	Amino Acid	Alanine and Aspartate Metabolism	1700	90.05496	LC/MS Pos Early	C00041
CPD00257	allantoin	Nucleotide	Purine Metabolism, (Hypo)Xanthine/Inosine containing	685	159.05127	LC/MS Pos Early	C02350
CPD00258	alliin	Xenobiotics	Food Component/Plant	1470	178.05324	LC/MS Pos Early	C08265
CPD00259	alpha-hydroxycaproate	Lipid	Fatty Acid, Monohydroxy	1920	131.07136	LC/MS Neg	
CPD00260	alpha-hydroxyisocaproate	Amino Acid	Leucine, Isoleucine and Valine Metabolism	1840	131.07136	LC/MS Neg	C03264
CPD00261	alpha-hydroxyisovalerate	Amino Acid	Leucine, Isoleucine and Valine Metabolism	1126	117.05571	LC/MS Neg	
CPD00262	alpha-ketoglutaramate*	Amino Acid	Glutamate Metabolism	1916	144.03023	LC/MS Polar	
CPD00263	alpha-ketoglutarate	Energy	TCA Cycle	616.8	145.01425	LC/MS Neg	C00026
CPD00264	alpha-tocopherol	Cofactors and Vitamins	Tocopherol Metabolism	2522	430.37818	LC/MS Pos Late	C02477
CPD00265	andro steroid monosulfate C19H28O6S (1)*	Lipid	Androgenic Steroids	3871	383.1534	LC/MS Neg	C04555
CPD00266	androstenediol (3alpha, 17alpha) monosulfate (2)	Lipid	Androgenic Steroids	4712	369.17411	LC/MS Neg	
CPD00267	androstenediol (3alpha, 17alpha) monosulfate (3)	Lipid	Androgenic Steroids	5180	369.17411	LC/MS Neg	
CPD00268	androstenediol (3beta,17beta) disulfate (1)	Lipid	Androgenic Steroids	3740	224.06182	LC/MS Neg	C04295
CPD00269	androstenediol (3beta,17beta) disulfate (2)	Lipid	Androgenic Steroids	4065	224.0624	LC/MS Neg	C04295
CPD00270	androstenediol (3beta,17beta) monosulfate (1)	Lipid	Androgenic Steroids	4535	369.17411	LC/MS Neg	
CPD00271	androstenediol (3beta,17beta) monosulfate (2)	Lipid	Androgenic Steroids	4500	369.17411	LC/MS Neg	
CPD00272	androsterone glucuronide	Lipid	Androgenic Steroids	4953	465.24939	LC/MS Neg	C11135
CPD00273	androsterone sulfate	Lipid	Androgenic Steroids	5022	369.17411	LC/MS Neg	
CPD00274	arachidonate (20:4n6)	Lipid	Polyunsaturated Fatty Acid (n3 and n6)	5535	303.23295	LC/MS Neg	C00219
CPD00275	arachidonoylcarnitine (C20:4)	Lipid	Fatty Acid Metabolism(Acyl Carnitine)	1353	448.34215	LC/MS Pos Late	
CPD00276	arachidonoylcholine	Lipid	Fatty Acid Metabolism (Acyl Choline)	1390	390.33666	LC/MS Pos Late	
CPD00277	argininate*	Amino Acid	Urea cycle; Arginine and Proline Metabolism	2150	176.10297	LC/MS Pos Early	
CPD00278	arginine	Amino Acid	Urea cycle; Arginine and Proline Metabolism	2825	175.11896	LC/MS Pos Early	C00062
CPD00279	asparagine	Amino Acid	Alanine and Aspartate Metabolism	1225	133.06077	LC/MS Pos Early	C00152
CPD00280	aspartate	Amino Acid	Alanine and Aspartate Metabolism	1165	134.04479	LC/MS Pos Early	C00049
CPD00281	behenoyl dihydrosphingomyelin (d18:0/22:0)*	Lipid	Dihydrosphingomyelins	3150	789.68441	LC/MS Pos Late	
CPD00282	behenoyl sphingomyelin (d18:1/22:0)*	Lipid	Sphingomyelins	3083	787.66876	LC/MS Pos Late	
CPD00283	benzoate	Xenobiotics	Benzoate Metabolism	1750	121.0295	LC/MS Neg	C00180
CPD00284	beta-alanine	Nucleotide	Pyrimidine Metabolism, Uracil containing	1905	90.05496	LC/MS Pos Early	C00099
CPD00285	beta-citrylglutamate	Amino Acid	Glutamate Metabolism	530	320.06232	LC/MS Neg	C20775
CPD00286	beta-cryptoxanthin	Cofactors and Vitamins	Vitamin A Metabolism	2560	552.43257	LC/MS Pos Late	
CPD00287	beta-hydroxyisovalerate	Amino Acid	Leucine, Isoleucine and Valine Metabolism	1027	117.05572	LC/MS Neg	
CPD00288	betaine	Amino Acid	Glycine, Serine and Threonine Metabolism	1064	118.08626	LC/MS Pos Early	C00719
CPD00289	betonicine	Xenobiotics	Food Component/Plant	1012	160.09682	LC/MS Pos Early	C08269
CPD00290	bilirubin (Z,Z)	Cofactors and Vitamins	Hemoglobin and Porphyrin Metabolism	1840	585.27076	LC/MS Pos Late	C00486
CPD00291	bilirubin (E,E)*	Cofactors and Vitamins	Hemoglobin and Porphyrin Metabolism	1045	585.27076	LC/MS Pos Late	
CPD00292	bilirubin (E,Z or Z,E)*	Cofactors and Vitamins	Hemoglobin and Porphyrin Metabolism	1265	585.27076	LC/MS Pos Late	
CPD00293	biliverdin	Cofactors and Vitamins	Hemoglobin and Porphyrin Metabolism	1016	583.25512	LC/MS Pos Late	C00500
CPD00294	butyrylcarnitine (C4)	Lipid	Fatty Acid Metabolism (also BCAA Metabolism)	2860	232.15434	LC/MS Pos Early	C02862
CPD00295	caffeic acid sulfate	Xenobiotics	Food Component/Plant	870	258.99179	LC/MS Neg	
CPD00296	caffeine	Xenobiotics	Xanthine Metabolism	2106	195.08766	LC/MS Pos Early	C07481
CPD00297	campesterol	Lipid	Sterol	2873	383.36724	LC/MS Pos Late	C01789
CPD00298	caprate (10:0)	Lipid	Medium Chain Fatty Acid	5090.7	171.13905	LC/MS Neg	C01571
CPD00299	caproate (6:0)	Lipid	Medium Chain Fatty Acid	2713.7	115.07645	LC/MS Neg	C01585
CPD00300	caprylate (8:0)	Lipid	Medium Chain Fatty Acid	4362	143.10775	LC/MS Neg	C06423
CPD00301	carnitine	Lipid	Carnitine Metabolism	1978	162.11247	LC/MS Pos Early	C00318
CPD00302	carotene diol (1)	Cofactors and Vitamins	Vitamin A Metabolism	1720	568.42759	LC/MS Pos Late	
CPD00303	carotene diol (2)	Cofactors and Vitamins	Vitamin A Metabolism	1904	568.42793	LC/MS Pos Late	
CPD00304	carotene diol (3)	Cofactors and Vitamins	Vitamin A Metabolism	1948	568.42786	LC/MS Pos Late	
CPD00305	catechol sulfate	Xenobiotics	Benzoate Metabolism	1906	188.98631	LC/MS Neg	
CPD00306	ceramide (d18:1/20:0, d16:1/22:0, d20:1/18:0)*	Lipid	Ceramides	3920	594.58199	LC/MS Pos Late	
CPD00307	ceramide (d18:2/24:1, d18:1/24:2)*	Lipid	Ceramides	3858	646.6133	LC/MS Pos Late	
CPD00308	cerotoylcarnitine (C26)*	Lipid	Fatty Acid Metabolism(Acyl Carnitine)	1649	540.49864	LC/MS Pos Late	
CPD00309	C-glycosyltryptophan	Amino Acid	Tryptophan Metabolism	1777	365.13542	LC/MS Neg	
CPD00310	chenodeoxycholate	Lipid	Primary Bile Acid Metabolism	5264	391.28538	LC/MS Neg	C02528
CPD00311	cholate	Lipid	Primary Bile Acid Metabolism	5165	407.28029	LC/MS Neg	C00695
CPD00312	cholesterol	Lipid	Sterol	2707	369.35159	LC/MS Pos Late	C00187
CPD00313	choline	Lipid	Phospholipid Metabolism	1961	104.10699	LC/MS Pos Early	C00114
CPD00314	cinnamoylglycine	Xenobiotics	Food Component/Plant	3127	204.06661	LC/MS Neg	
CPD00315	cis-4-decenoylcarnitine (C10:1)	Lipid	Fatty Acid Metabolism(Acyl Carnitine)	1057	314.23259	LC/MS Pos Late	
CPD00316	citrate	Energy	TCA Cycle	582	191.01973	LC/MS Neg	C00158
CPD00317	citrulline	Amino Acid	Urea cycle; Arginine and Proline Metabolism	1520	176.10297	LC/MS Pos Early	C00327
CPD00318	corticosterone	Lipid	Corticosteroids	5040	345.20713	LC/MS Neg	C02140
CPD00319	cortisol	Lipid	Corticosteroids	4710	361.20204	LC/MS Neg	C00735
CPD00320	cortisone	Lipid	Corticosteroids	4575	359.18639	LC/MS Neg	C00762
CPD00321	cotinine	Xenobiotics	Tobacco Metabolite	2213	177.10224	LC/MS Pos Early	
CPD00322	creatine	Amino Acid	Creatine Metabolism	1947	132.07676	LC/MS Pos Early	C00300
CPD00323	creatinine	Amino Acid	Creatine Metabolism	2055	114.06619	LC/MS Pos Early	C00791
CPD00324	cys-gly, oxidized	Amino Acid	Glutathione Metabolism	2947	355.07406	LC/MS Pos Early	
CPD00325	cystathionine	Amino Acid	Methionine, Cysteine, SAM and Taurine Metabolism	2270	223.07471	LC/MS Pos Early	C02291
CPD00326	cysteine	Amino Acid	Methionine, Cysteine, SAM and Taurine Metabolism	1488	122.02703	LC/MS Pos Early	C00097
CPD00327	cysteine s-sulfate	Amino Acid	Methionine, Cysteine, SAM and Taurine Metabolism	565	201.98384	LC/MS Pos Early	C05824
CPD00328	cysteine sulfinic acid	Amino Acid	Methionine, Cysteine, SAM and Taurine Metabolism	597	154.01686	LC/MS Pos Early	C00606
CPD00329	cysteine-glutathione disulfide	Amino Acid	Glutathione Metabolism	2465	427.09519	LC/MS Pos Early	
CPD00330	cysteinylglycine	Amino Acid	Glutathione Metabolism	2132	179.0485	LC/MS Pos Early	C01419
CPD00331	cysteinylglycine disulfide*	Amino Acid	Glutathione Metabolism	2547	298.05259	LC/MS Pos Early	
CPD00332	cystine	Amino Acid	Methionine, Cysteine, SAM and Taurine Metabolism	2000	241.03113	LC/MS Pos Early	C00491
CPD00333	daidzein sulfate (2)	Xenobiotics	Food Component/Plant	3330	333.00756	LC/MS Neg	
CPD00334	decanoylcarnitine (C10)	Lipid	Fatty Acid Metabolism(Acyl Carnitine)	1130	316.24824	LC/MS Pos Late	
CPD00335	dehydroisoandrosterone sulfate (DHEA-S)	Lipid	Androgenic Steroids	4745	367.15846	LC/MS Neg	C04555
CPD00336	delta-CEHC glucuronide*	Cofactors and Vitamins	Tocopherol Metabolism	2116	425.14531	LC/MS Neg	
CPD00337	delta-CEHC*	Cofactors and Vitamins	Tocopherol Metabolism	3422	249.11323	LC/MS Neg	
CPD00338	deoxycarnitine	Lipid	Carnitine Metabolism	2052	146.11756	LC/MS Pos Early	C01181
CPD00339	deoxycholate	Lipid	Secondary Bile Acid Metabolism	5294	391.28538	LC/MS Neg	C04483
CPD00340	dexlansoprazole	Xenobiotics	Drug - Gastrointestinal	757	368.0686	LC/MS Polar	D08903
CPD00341	diglycerol	Xenobiotics	Chemical	818	167.0914	LC/MS Pos Early	
CPD00342	dihomo-linoleate (20:2n6)	Lipid	Polyunsaturated Fatty Acid (n3 and n6)	5730	307.26425	LC/MS Neg	C16525
CPD00343	dihomo-linolenate (20:3n3 or n6)	Lipid	Polyunsaturated Fatty Acid (n3 and n6)	5596	305.2486	LC/MS Neg	C03242
CPD00344	dihomo-linolenoylcarnitine (C20:3n3 or 6)*	Lipid	Fatty Acid Metabolism(Acyl Carnitine)	1392	450.35777	LC/MS Pos Late	
CPD00345	dihomo-linolenoyl-choline	Lipid	Fatty Acid Metabolism (Acyl Choline)	1424	392.35231	LC/MS Pos Late	
CPD00346	dihomo-linoleoylcarnitine (C20:2)*	Lipid	Fatty Acid Metabolism(Acyl Carnitine)	1436	452.37343	LC/MS Pos Late	
CPD00347	dihydrocaffeate sulfate (2)	Xenobiotics	Food Component/Plant	1328	261.00744	LC/MS Polar	
CPD00348	dihydroferulate	Xenobiotics	Food Component/Plant	1928	195.06628	LC/MS Neg	
CPD00349	dihydroferulic acid sulfate	Xenobiotics	Food Component/Plant	1310	275.02309	LC/MS Neg	
CPD00350	dihydroorotate	Nucleotide	Pyrimidine Metabolism, Orotate containing	1910	157.02548	LC/MS Polar	C00337
CPD00351	dimethyl sulfone	Xenobiotics	Chemical	832	95.01613	LC/MS Pos Early	C11142
CPD00352	dimethylarginine (SDMA + ADMA)	Amino Acid	Urea cycle; Arginine and Proline Metabolism	2850	203.15026	LC/MS Pos Early	C03626
CPD00353	dimethylglycine	Amino Acid	Glycine, Serine and Threonine Metabolism	1104	104.07061	LC/MS Pos Early	C01026
CPD00354	docosadienoate (22:2n6)	Lipid	Polyunsaturated Fatty Acid (n3 and n6)	6034	335.29555	LC/MS Neg	C16533
CPD00355	docosadioate (C22-DC)	Lipid	Fatty Acid, Dicarboxylate	5291.8	369.30103	LC/MS Neg	C19625
CPD00356	docosahexaenoate (DHA; 22:6n3)	Lipid	Polyunsaturated Fatty Acid (n3 and n6)	5525	327.23295	LC/MS Neg	C06429
CPD00357	docosahexaenoylcarnitine (C22:6)*	Lipid	Fatty Acid Metabolism(Acyl Carnitine)	1349	472.34215	LC/MS Pos Late	
CPD00358	docosahexaenoylcholine	Lipid	Fatty Acid Metabolism (Acyl Choline)	1378	414.33666	LC/MS Pos Late	
CPD00359	docosapentaenoate (n3 DPA; 22:5n3)	Lipid	Polyunsaturated Fatty Acid (n3 and n6)	5571	329.2486	LC/MS Neg	C16513
CPD00360	docosapentaenoate (n6 DPA; 22:5n6)	Lipid	Polyunsaturated Fatty Acid (n3 and n6)	5624.5	329.2486	LC/MS Neg	C16513
CPD00361	dodecadienoate (12:2)*	Lipid	Fatty Acid, Dicarboxylate	5146	195.13905	LC/MS Neg	
CPD00362	dodecanedioate (C12-DC)	Lipid	Fatty Acid, Dicarboxylate	2990	229.14453	LC/MS Neg	C02678
CPD00363	dodecenedioate (C12:1-DC)*	Lipid	Fatty Acid, Dicarboxylate	2700	227.12887	LC/MS Neg	
CPD00364	dopamine 3-O-sulfate	Amino Acid	Tyrosine Metabolism	1556.2	232.02845	LC/MS Neg	C13690
CPD00365	dopamine 4-sulfate	Amino Acid	Tyrosine Metabolism	1511	232.02848	LC/MS Neg	C13691
CPD00366	Fibrinopeptide A, des-ala(1)*	Peptide	Fibrinogen Cleavage Peptide	2535	731.31677	LC/MS Neg	
CPD00367	ectoine	Xenobiotics	Chemical	1980	143.08151	LC/MS Pos Early	C06231
CPD00368	eicosanedioate (C20-DC)	Lipid	Fatty Acid, Dicarboxylate	5200.9	341.26973	LC/MS Neg	
CPD00369	eicosapentaenoate (EPA; 20:5n3)	Lipid	Polyunsaturated Fatty Acid (n3 and n6)	5450	301.2173	LC/MS Neg	C06428
CPD00370	eicosenoate (20:1)	Lipid	Long Chain Fatty Acid	5950	309.2799	LC/MS Neg	C16526
CPD00371	eicosenoylcarnitine (C20:1)*	Lipid	Fatty Acid Metabolism(Acyl Carnitine)	1484	454.38909	LC/MS Pos Late	
CPD00372	epiandrosterone sulfate	Lipid	Androgenic Steroids	4855	369.17411	LC/MS Neg	
CPD00373	equol sulfate	Xenobiotics	Food Component/Plant	3630	321.04383	LC/MS Neg	
CPD00374	ergothioneine	Xenobiotics	Food Component/Plant	850	230.09578	LC/MS Pos Early	C05570
CPD00375	erythronate*	Carbohydrate	Aminosugar Metabolism	2186	135.02989	LC/MS Polar	
CPD00376	etiocholanolone glucuronide	Lipid	Androgenic Steroids	4915	465.24939	LC/MS Neg	
CPD00377	eugenol sulfate	Xenobiotics	Food Component/Plant	3782	243.03326	LC/MS Neg	
CPD00378	ferulic acid 4-sulfate	Xenobiotics	Food Component/Plant	1200	273.00744	LC/MS Neg	
CPD00379	formiminoglutamate	Amino Acid	Histidine Metabolism	1880	175.07134	LC/MS Pos Early	C00439
CPD00380	fructose	Carbohydrate	Fructose, Mannose and Galactose Metabolism	2065	225.06159	LC/MS Polar	C00095
CPD00381	gamma-CEHC	Cofactors and Vitamins	Tocopherol Metabolism	3843	263.12888	LC/MS Neg	
CPD00382	gamma-CEHC glucuronide*	Cofactors and Vitamins	Tocopherol Metabolism	2500	439.16097	LC/MS Neg	
CPD00383	gamma-glutamylalanine	Peptide	Gamma-glutamyl Amino Acid	1986	219.09755	LC/MS Pos Early	
CPD00384	gamma-glutamyl-alpha-lysine	Peptide	Gamma-glutamyl Amino Acid	2784	276.1554	LC/MS Pos Early	
CPD00385	gamma-glutamylcitrulline*	Peptide	Gamma-glutamyl Amino Acid	1644	305.14556	LC/MS Pos Early	
CPD00386	gamma-glutamyl-epsilon-lysine	Peptide	Gamma-glutamyl Amino Acid	2725	276.1554	LC/MS Pos Early	
CPD00387	gamma-glutamylglutamate	Peptide	Gamma-glutamyl Amino Acid	1775	277.10303	LC/MS Pos Early	C05282
CPD00388	gamma-glutamylglutamine	Peptide	Gamma-glutamyl Amino Acid	1430	276.11902	LC/MS Pos Early	C05283
CPD00389	gamma-glutamylglycine	Peptide	Gamma-glutamyl Amino Acid	1535	205.0819	LC/MS Pos Early	
CPD00390	gamma-glutamylhistidine	Peptide	Gamma-glutamyl Amino Acid	2740	285.11935	LC/MS Pos Early	
CPD00391	gamma-glutamylisoleucine*	Peptide	Gamma-glutamyl Amino Acid	1600	259.12994	LC/MS Neg	
CPD00392	gamma-glutamylleucine	Peptide	Gamma-glutamyl Amino Acid	2991	261.1445	LC/MS Pos Early	
CPD00393	gamma-glutamylmethionine	Peptide	Gamma-glutamyl Amino Acid	2640	279.10092	LC/MS Pos Early	
CPD00394	gamma-glutamylphenylalanine	Peptide	Gamma-glutamyl Amino Acid	2992	295.12885	LC/MS Pos Early	
CPD00395	gamma-glutamylserine	Peptide	Gamma-glutamyl Amino Acid	1351	235.09247	LC/MS Pos Early	
CPD00396	gamma-glutamylthreonine	Peptide	Gamma-glutamyl Amino Acid	1750	249.10812	LC/MS Pos Early	
CPD00397	gamma-glutamyltyrosine	Peptide	Gamma-glutamyl Amino Acid	1240	309.10921	LC/MS Neg	
CPD00398	gamma-glutamylvaline	Peptide	Gamma-glutamyl Amino Acid	2700	247.12885	LC/MS Pos Early	
CPD00399	gamma-tocopherol/beta-tocopherol	Cofactors and Vitamins	Tocopherol Metabolism	2384	416.36427	LC/MS Pos Late	
CPD00400	genistein sulfate*	Xenobiotics	Food Component/Plant	3616	349.00236	LC/MS Neg	
CPD00401	gentisate	Amino Acid	Tyrosine Metabolism	1459.8	153.01933	LC/MS Neg	C00628
CPD00402	gluconate	Xenobiotics	Food Component/Plant	2922	195.05102	LC/MS Polar	C00257
CPD00403	glucose	Carbohydrate	Glycolysis, Gluconeogenesis, and Pyruvate Metabolism	2342	225.06159	LC/MS Polar	C00031
CPD00404	glucuronate	Carbohydrate	Aminosugar Metabolism	639	193.03537	LC/MS Neg	C00191
CPD00405	glucuronide of piperine metabolite C17H21NO3 (4)*	Xenobiotics	Food Component/Plant	3992	462.17696	LC/MS Neg	
CPD00406	glutamate	Amino Acid	Glutamate Metabolism	1500	148.06044	LC/MS Pos Early	C00025
CPD00407	glutamine	Amino Acid	Glutamate Metabolism	1291	147.07642	LC/MS Pos Early	C00064
CPD00408	glutarylcarnitine (C5-DC)	Amino Acid	Lysine Metabolism	2393	276.14417	LC/MS Pos Early	
CPD00409	glycerate	Carbohydrate	Glycolysis, Gluconeogenesis, and Pyruvate Metabolism	2070.4	105.01933	LC/MS Polar	C00258
CPD00410	glycerol	Lipid	Glycerolipid Metabolism	758	91.04007	LC/MS Neg	C00116
CPD00411	glycerol 3-phosphate	Lipid	Glycerolipid Metabolism	580	173.02095	LC/MS Pos Early	C00093
CPD00412	glycerophosphoethanolamine	Lipid	Phospholipid Metabolism	659	216.06315	LC/MS Pos Early	C01233
CPD00413	glycerophosphorylcholine (GPC)	Lipid	Phospholipid Metabolism	672	258.1101	LC/MS Pos Early	C00670
CPD00414	glycerophosphoserine*	Lipid	Phospholipid Metabolism	577	260.05298	LC/MS Pos Early	
CPD00415	glycine	Amino Acid	Glycine, Serine and Threonine Metabolism	1375	76.03931	LC/MS Pos Early	C00037
CPD00416	glycine conjugate of C10H14O2 (1)*	Partially Characterized Molecules	Partially Characterized Molecules	4335	222.11356	LC/MS Neg	
CPD00417	glyco-beta-muricholate**	Lipid	Primary Bile Acid Metabolism	4762	464.30176	LC/MS Neg	
CPD00418	glycochenodeoxycholate	Lipid	Primary Bile Acid Metabolism	1270	450.3214	LC/MS Pos Late	C05466
CPD00419	glycochenodeoxycholate 3-sulfate	Lipid	Primary Bile Acid Metabolism	4820	263.62819	LC/MS Neg	
CPD00420	glycochenodeoxycholate glucuronide (1)	Lipid	Primary Bile Acid Metabolism	4806	311.66583	LC/MS Neg	
CPD00421	glycocholate	Lipid	Primary Bile Acid Metabolism	5163	464.30176	LC/MS Neg	C01921
CPD00422	glycocholate sulfate	Lipid	Primary Bile Acid Metabolism	4560	271.62565	LC/MS Neg	
CPD00423	glycocholenate sulfate*	Lipid	Secondary Bile Acid Metabolism	4750	510.2531	LC/MS Neg	
CPD00424	glycodeoxycholate	Lipid	Secondary Bile Acid Metabolism	1302	450.3214	LC/MS Pos Late	C05464
CPD00425	glycodeoxycholate 3-sulfate	Lipid	Secondary Bile Acid Metabolism	4875	263.62819	LC/MS Neg	
CPD00426	glycohyocholate	Lipid	Secondary Bile Acid Metabolism	5020	464.30176	LC/MS Neg	
CPD00427	glycolithocholate	Lipid	Secondary Bile Acid Metabolism	5357.1	432.31193	LC/MS Neg	C15557
CPD00428	glycolithocholate sulfate*	Lipid	Secondary Bile Acid Metabolism	5011	255.63073	LC/MS Neg	C11301
CPD00429	glycosyl ceramide (d18:1/20:0, d16:1/22:0)*	Lipid	Hexosylceramides (HCER)	3414	756.6348	LC/MS Pos Late	
CPD00430	glycosyl ceramide (d18:2/24:1, d18:1/24:2)*	Lipid	Hexosylceramides (HCER)	3380	808.66609	LC/MS Pos Late	
CPD00431	glycosyl-N-behenoyl-sphingadienine (d18:2/22:0)*	Lipid	Hexosylceramides (HCER)	3420	782.65045	LC/MS Pos Late	
CPD00432	glycosyl-N-nervonoyl-sphingosine (d18:1/24:1)*	Lipid	Hexosylceramides (HCER)	3990	810.68175	LC/MS Pos Late	
CPD00433	glycosyl-N-palmitoyl-sphingosine (d18:1/16:0)	Lipid	Hexosylceramides (HCER)	2623	700.5722	LC/MS Pos Late	
CPD00434	glycosyl-N-stearoyl-sphingosine (d18:1/18:0)	Lipid	Hexosylceramides (HCER)	3053	728.6035	LC/MS Pos Late	
CPD00435	glycoursodeoxycholate	Lipid	Secondary Bile Acid Metabolism	5033	448.30684	LC/MS Neg	
CPD00436	glycylvaline	Peptide	Dipeptide	1320	173.09316	LC/MS Neg	
CPD00437	glycyrrhetinate	Xenobiotics	Food Component/Plant	5371.4	469.33233	LC/MS Neg	C02283
CPD00438	guaiacol sulfate	Xenobiotics	Benzoate Metabolism	2344	203.00196	LC/MS Neg	
CPD00439	guanidinoacetate	Amino Acid	Creatine Metabolism	1937	118.06111	LC/MS Pos Early	C00581
CPD00440	guanidinosuccinate	Amino Acid	Guanidino and Acetamido Metabolism	3550	174.05203	LC/MS Polar	C03139
CPD00441	guanosine	Nucleotide	Purine Metabolism, Guanine containing	1728	284.09895	LC/MS Pos Early	C00387
CPD00442	heme	Cofactors and Vitamins	Hemoglobin and Porphyrin Metabolism	1124	616.1762	LC/MS Pos Late	C00032
CPD00443	heneicosapentaenoate (21:5n3)	Lipid	Polyunsaturated Fatty Acid (n3 and n6)	5514	315.23295	LC/MS Neg	
CPD00444	HEPES	Xenobiotics	Chemical	1022	237.09145	LC/MS Neg	
