BIOCHEMICAL	KEGG	PUBCHEM	compound_id
cyclo(gly-pro)		126154	C000592
cyclo(pro-sulfo-tyr)*			C000593
cyclobenzaprine	C06931,D07758	2895	C000594
cys-gly, oxidized		333293	C000595
cystathionine	C02291	439258	C000596
cysteine	C00097	5862	C000597
cysteine s-sulfate	C05824	115015	C000598
cysteine-glutathione disulfide		4247235	C000599
cysteinylglycine	C01419	439498	C000600
cysteinylglycine disulfide*			C000601
cystine	C00491	67678	C000602
cytidine	C00475	6175	C000603
cytosine	C00380	597	C000604
daidzein sulfate (2)			C000605
decadienedioic acid (C10:2-DC)			C000606
decanoylcarnitine (C10)		10245190	C000607
dehydroepiandrosterone sulfate (DHEA-S)	C04555	12594	C000608
delta-CEHC		11536125	C000609
delta-CEHC glucuronide			C000610
deoxycarnitine	C01181	134	C000611
deoxycholate	C04483	222528	C000612
deoxycholic acid 12-sulfate*			C000613
deoxycholic acid glucuronide			C000614
desmethylcitalopram*	C16608	162180	C000615
desmethylnaproxen		13393711	C000616
desmethylnaproxen sulfate		184679	C000617
dexlansoprazole	D08903	9578005	C000618
dexpanthenol	D03726	4678	C000619
dextromethorphan	C06947	5362449	C000620
diacylglycerol (16:1/18:2 [2], 16:0/18:3 [1])*			C000621
dibutyl sulfosuccinate		423891	C000622
dihomo-linolenoyl-choline			C000623
dihomo-linolenoylcarnitine (C20:3n3 or 6)*			C000624
dihomo-linoleoylcarnitine (C20:2)*			C000625
dihomolinoleate (20:2n6)	C16525	6439848	C000626
dihomolinolenate (20:3n3 or 3n6)	C03242	5280581	C000627
dihydrocaffeate sulfate (2)			C000628
dihydroferulate		14340	C000629
dihydroferulic acid sulfate		187489	C000630
dihydroorotate	C00337	648	C000631
diltiazem	C06958	39186	C000632
dimethyl sulfone	C11142	6213	C000633
dimethylarginine (ADMA + SDMA)	C03626	123831	C000634
dimethylglycine	C01026	673	C000635
dimethylguanidino valeric acid (DMGV)*			C000636
diphenhydramine	C06960	3100	C000637
docosadienoate (22:2n6)	C16533	5282807	C000638
docosadioate (C22-DC)	C19625	244872	C000639
docosahexaenoate (DHA; 22:6n3)	C06429	445580	C000640
docosahexaenoylcarnitine (C22:6)*			C000641
docosahexaenoylcholine			C000642
docosapentaenoate (DPA; 22:5n3)	C16513	6441454	C000643
docosapentaenoate (n6 DPA; 22:5n6)	C16513	6441454	C000644
docosatrienoate (22:3n3)	C16534	5312556	C000645
docosatrienoate (22:3n6)*			C000646
dodecadienoate (12:2)*			C000647
dodecanedioate (C12)	C02678	12736	C000648
dodecenedioate (C12:1-DC)*			C000649
dopamine 3-O-sulfate	C13690	122136	C000650
dopamine 4-sulfate	C13691	123932	C000651
doxycycline			C000652
doxylamine		3162	C000653
ectoine	C06231	126041	C000654
eicosanedioate (C20-DC)		75502	C000655
eicosapentaenoate (EPA; 20:5n3)	C06428	446284	C000656
eicosenedioate (C20:1-DC)*			C000657
eicosenoate (20:1n9 or 1n11)	C16526	5282768	C000658
eicosenoylcarnitine (C20:1)*			C000659
enterolactone sulfate			C000660
epiandrosterone sulfate		9929317	C000661
ergothioneine	C05570	3032311	C000662
erucate (22:1n9)	C08316	5281116	C000663
erythritol	C00503	222285	C000664
erythronate*		2781043	C000665
estrone 3-sulfate	C02538	3001028	C000666
ethyl alpha-glucopyranoside		428040	C000667
ethyl beta-glucopyranoside		121667	C000668
ethyl glucuronide		152226	C000669
ethylmalonate		11756	C000670
etiocholanolone glucuronide		270605	C000671
eugenol sulfate		180632	C000672
ezetimibe glucuronide*		9894653	C000673
famotidine	D00318	5702160	C000674
ferulic acid 4-sulfate		6305574	C000675
feruloylquinate (4)			C000676
ferulylglycine (1)			C000677
ferulylglycine (2)			C000678
fexofenadine	C06999	3348	C000679
fluconazole	D00322	3365	C000680
fluoxetine	D00326	3386	C000681
formiminoglutamate	C00439	439233	C000682
fructose	C00095	5984	C000683
fructosyllysine		123708	C000684
fumarate	C00122	444972	C000685
furosemide	D00331	3440	C000686
gabapentin	D00332	3446	C000687
galactonate	C00880	128869	C000688
gamma-CEHC		133098	C000689
gamma-CEHC glucuronide*			C000690
gamma-carboxyglutamate		40772	C000691
gamma-glutamyl-2-aminobutyrate			C000692
gamma-glutamyl-alpha-lysine		65254	C000693
gamma-glutamylalanine		440103	C000694
gamma-glutamylcitrulline*			C000695
gamma-glutamylglutamate	C05282	92865	C000696
gamma-glutamylglutamine	C05283	150914	C000697
gamma-glutamylglycine		165527	C000698
gamma-glutamylhistidine		7017195	C000699
gamma-glutamylisoleucine*		14253342	C000700
gamma-glutamylleucine		151023	C000701
gamma-glutamylmethionine		7009567	C000702
gamma-glutamylphenylalanine		111299	C000703
gamma-glutamylthreonine		76078708	C000704
gamma-glutamyltryptophan		3989307	C000705
gamma-glutamyltyrosine		94340	C000706
gamma-glutamylvaline		7015683	C000707
gamma-tocopherol/beta-tocopherol			C000708
gemfibrozil	D00334	3463	C000709
genistein sulfate*			C000710
gentisate	C00628	3469	C000711
glipizide	D00335	3478	C000712
gluconate	C00257	10690	C000713
glucose	C00031	5793	C000714
glucuronate	C00191	444791	C000715
glucuronide of C10H14O2 (4)*			C000716
glucuronide of C10H14O2 (7)*			C000717
glucuronide of C10H18O2 (1)*			C000718
glucuronide of C10H18O2 (10)*			C000719
glucuronide of C10H18O2 (11)*			C000720
glucuronide of C10H18O2 (12)*			C000721
glucuronide of C10H18O2 (7)*			C000722
glucuronide of C10H18O2 (8)*			C000723
glucuronide of C12H20O3 (1)*			C000724
glucuronide of C12H20O3 (2)*			C000725
glucuronide of C12H20O3 (4)*			C000726
glucuronide of C12H22O4 (1)*			C000727
glucuronide of C14H26O4 (1)*			C000728
glucuronide of C8H14O2 (1)*			C000729
glucuronide of C8H14O2 (2)*			C000730
glucuronide of C8H14O2 (3)*			C000731
glucuronide of piperine metabolite C17H21NO3 (3)*			C000732
glucuronide of piperine metabolite C17H21NO3 (4)*			C000733
glucuronide of piperine metabolite C17H21NO3 (5)*			C000734
glutamate	C00025	611	C000735
glutamine	C00064	5961	C000736
glutamine conjugate of C6H10O2 (1)*			C000737
glutamine conjugate of C6H10O2 (2)*			C000738
glutamine conjugate of C7H12O2*			C000739
glutamine conjugate of C8H12O2 (1)*			C000740
glutamine conjugate of C8H12O2 (2)*			C000741
glutamine conjugate of C9H16O2 (1)*			C000742
glutarate (C5-DC)	C00489	743	C000743
glutarylcarnitine (C5-DC)		71464488	C000744
glutathione, oxidized (GSSG)	C00127	65359	C000745
glycerate	C00258	752	C000746
glycerol	C00116	753	C000747
glycerol 3-phosphate	C00093	754	C000748
glycerophosphoethanolamine	C01233	123874	C000749
glycerophosphoglycerol	C03274	439964	C000750
glycerophosphorylcholine (GPC)	C00670	71920	C000751
glycine	C00037	750	C000752
glycine conjugate of C10H12O2*			C000753
glycine conjugate of C10H14O2 (1)*			C000754
glyco-beta-muricholate			C000755
glycochenodeoxycholate	C05466	12544	C000756
glycochenodeoxycholate 3-sulfate			C000757
glycochenodeoxycholate glucuronide (1)			C000758
glycocholate	C01921	10140	C000759
glycocholate glucuronide (1)			C000760
glycocholenate sulfate*			C000761
glycodeoxycholate	C05464	3035026	C000762
glycodeoxycholate 3-sulfate			C000763
glycohyocholate			C000764
glycolate (hydroxyacetate)	C00160	757	C000765
glycolithocholate	C15557	115245	C000766
glycolithocholate sulfate*	C11301	72222	C000767
glycosyl ceramide (d18:1/20:0, d16:1/22:0)*			C000768
glycosyl ceramide (d18:2/24:1, d18:1/24:2)*			C000769
glycosyl-N-(2-hydroxynervonoyl)-sphingosine (d18:1/24:1(2OH))*			C000770
glycosyl-N-behenoyl-sphingadienine (d18:2/22:0)*			C000771
glycosyl-N-behenoyl-sphingosine (d18:1/22:0)*			C000772
glycosyl-N-palmitoyl-sphingosine (d18:1/16:0)			C000773
glycosyl-N-stearoyl-sphingosine (d18:1/18:0)			C000774
glycosyl-N-tricosanoyl-sphingadienine (d18:2/23:0)*			C000775
glycoursodeoxycholate		12310288	C000776
glycoursodeoxycholic acid sulfate (1)			C000777
glycylleucine	C02155	92843	C000778
guaiacol sulfate		22473	C000779
guaifenesin	D00337	3516	C000780
guanidinoacetate	C00581	763	C000781
guanidinosuccinate	C03139	97856	C000782
gulonate*	C00257	152304	C000783
heme	C00032	26945	C000784
heneicosapentaenoate (21:5n3)		11998573	C000785
heptanoate (7:0)	C17714	8094	C000786
heptenedioate (C7:1-DC)*			C000787
hexadecadienoate (16:2n6)		13932172	C000788
hexadecanedioate (C16)	C19615	10459	C000789
hexadecenedioate (C16:1-DC)*			C000790
hexanoylcarnitine (C6)		6426853	C000791
hexanoylglutamine			C000792
hexanoylglycine (C6)		99463	C000793
hippurate	C01586	464	C000794
histidine	C00135	6274	C000795
histidine betaine (hercynine)*		3083620	C000796
homoarginine	C01924	9085	C000797
homocitrulline	C02427	65072	C000798
homostachydrine*	C08283	441447	C000799
homovanillate (HVA)	C05582	1738	C000800
hydantoin-5-propionate	C05565	782	C000801
hydrochlorothiazide	C07041	3639	C000802
hydroquinone sulfate	C00530	161220	C000803
hydroxy-CMPF*			C000804
hydroxy-N6,N6,N6-trimethyllysine*			C000805
hydroxyasparagine	C03124	97663	C000806
hydroxybupropion		446	C000807
hydroxycotinine		10219774	C000808
hydroxypalmitoyl sphingomyelin (d18:1/16:0(OH))			C000809
hydroxyproline	C01157	5810	C000810
hyocholate	C17649	92805	C000811
hypotaurine	C00519	107812	C000812
hypoxanthine	C00262	790	C000813
ibuprofen	D00126	3672	C000814
ibuprofen acyl glucuronide		163959	C000815
imidazole lactate	C05568	793	C000816
imidazole propionate		70630	C000817
iminodiacetate (IDA)	C19911	8897	C000818
indole-3-carboxylate	C19837	69867	C000819
indoleacetate	C00954	802	C000820
indoleacetoylcarnitine*			C000821
indoleacetylglutamine		25200879	C000822
indolelactate	C02043	92904	C000823
indolepropionate		3744	C000824
indolin-2-one	C12312	321710	C000825
indomethacin	C01926	3715	C000826
indoxyl glucuronide		2733785	C000827
inosine	C00294	6021	C000828
isobutyrylcarnitine (C4)		168379	C000829
isobutyrylglycine (C4)		10855600	C000830
isoeugenol sulfate			C000831
isoleucine	C00407	6306	C000832
isoleucylglycine		342532	C000833
isoursodeoxycholate	C17662	127601	C000834
isovalerate (C5)	C08262	10430	C000835
isovalerylcarnitine (C5)		6426851	C000836
isovalerylglycine		546304	C000837
kynurenate	C01717	3845	C000838
kynurenine	C00328	161166	C000839
lactate	C00186	612	C000840
lactosyl-N-behenoyl-sphingosine (d18:1/22:0)*			C000841
lactosyl-N-nervonoyl-sphingosine (d18:1/24:1)*			C000842
lactosyl-N-palmitoyl-sphingosine (d18:1/16:0)			C000843
lanthionine		98504	C000844
laurate (12:0)	C02679	3893	C000845
laurylcarnitine (C12)		10427569	C000846
leucine		6106	C000847
leucylalanine		259321	C000848
leucylglycine		79070	C000849
levetiracetam	D00709,C07841	5284583	C000850
levulinoylcarnitine			C000851
lidocaine	D00358	3676	C000852
lignoceroyl sphingomyelin (d18:1/24:0)			C000853
lignoceroylcarnitine (C24)*			C000854
linoleate (18:2n6)	C01595	5280450	C000855
linolenate (18:3n3 or 3n6)	C06426	5280934	C000856
linolenoylcarnitine (C18:3)*			C000857
linoleoyl ethanolamide		5283446	C000858
linoleoyl-arachidonoyl-glycerol (18:2/20:4) [1]*			C000859
linoleoyl-arachidonoyl-glycerol (18:2/20:4) [2]*			C000860
linoleoyl-docosahexaenoyl-glycerol (18:2/22:6) [1]*			C000861
linoleoyl-linoleoyl-glycerol (18:2/18:2) [1]*			C000862
linoleoyl-linoleoyl-glycerol (18:2/18:2) [2]*			C000863
linoleoylcarnitine (C18:2)*		6450015	C000864
linoleoylcholine*			C000865
lisinopril		3937	C000866
lithocholate sulfate (1)			C000867
lithocholic acid sulfate (2)			C000868
losartan			C000869
lysine	C00047	5962	C000870
m-tyramine sulfate			C000871
malate	C00149	525	C000872
maleate	C01384	444266	C000873
malonate	C00383	867	C000874
maltol sulfate			C000875
maltose	C00208	10991489	C000876
mannitol/sorbitol	C00794	5780	C000877
mannonate*		3246006	C000878
mannose	C00159	18950	C000879
margarate (17:0)		10465	C000880
margaroylcarnitine (C17)*			C000881
meloxicam	D00969,C08169		C000882
meprobamate	D00376	4064	C000883
metabolonic lactone sulfate			C000884
metformin	C07151	4091	C000885
methadone	C07163,D08195	4095	C000886
methamphetamine	C07164	10836	C000887
methionine	C00073	6137	C000888
methionine sulfone		69961	C000889
methionine sulfoxide	C02989	158980	C000890
methyl glucopyranoside (alpha + beta)			C000891
methyl indole-3-acetate		74706	C000892
methyl-4-hydroxybenzoate sulfate			C000893
methylmalonate (MMA)	C02170	487	C000894
methylnaphthyl sulfate (1)*			C000895
methylnaphthyl sulfate (2)*			C000896
methylphosphate		13130	C000897
methylsuccinate		10349	C000898
methylsuccinoylcarnitine			C000899
metoprolol	D02358	4171	C000900
metoprolol acid metabolite*		62936	C000901
metronidazole	D00409	4173	C000902
minocyclin	D05045,C07225		C000903
mirtazapine	C07570,D00563	4205	C000904
montelukast	D08229,D00529,C07482	5281040	C000905
morphine-3-glucuronide	C16643	5484731	C000906
myo-inositol	C00137	892	C000907
myristate (14:0)	C06424	11005	C000908
myristoleate (14:1n5)	C08322	5281119	C000909
myristoleoylcarnitine (C14:1)*		90659872	C000910
myristoyl dihydrosphingomyelin (d18:0/14:0)*			C000911
myristoylcarnitine (C14)		6426854	C000912
naproxen	C01517	156391	C000913
nervonoylcarnitine (C24:1)*			C000914
nicotinamide	C00153	936	C000915
nicotinamide N-oxide		72661	C000916
nicotinate	C00253	938	C000917
nicotinate ribonucleoside	C05841	161234	C000918
nicotine	C00745	89594	C000919
nicotinurate	C05380	68499	C000920
nisinate (24:6n3)		11792612	C000921
nonadecanoate (19:0)	C16535	12591	C000922
nonanoylcarnitine (C9)			C000923
nonenedioate (C9:1-DC)*			C000924
norbenzoylecgonine*		74765378	C000925
norcotinine		413	C000926
o-cresol sulfate		11615528	C000927
o-hydroxyatorvastatin		9808225	C000928
octadecadienedioate (C18:2-DC)*			C000929
octadecanedioate (C18)		70095	C000930
octadecanedioylcarnitine (C18-DC)*			C000931
octadecenedioate (C18:1-DC)			C000932
octadecenedioylcarnitine (C18:1-DC)*			C000933
octanoylcarnitine (C8)	C02838	123701	C000934
ofloxacin	C07321	4583	C000935
olanzapine	C07322	4585	C000936
oleate/vaccenate (18:1)			C000937
oleoyl ethanolamide		5283454	C000938
oleoyl-arachidonoyl-glycerol (18:1/20:4) [1]*			C000939
oleoyl-arachidonoyl-glycerol (18:1/20:4) [2]*			C000940
oleoyl-linoleoyl-glycerol (18:1/18:2) [1]			C000941
oleoyl-linoleoyl-glycerol (18:1/18:2) [2]			C000942
oleoyl-oleoyl-glycerol (18:1/18:1) [2]*			C000943
oleoylcarnitine (C18:1)		6441392	C000944
oleoylcholine			C000945
olmesartan	D05246	158781	C000946
omeprazole	C07324	4594	C000947
ornithine	C00077	6262	C000948
orotate	C00295	967	C000949
orotidine		92751	C000950
oxalate (ethanedioate)	C00209	971	C000951
oxypurinol	D02365	4644	C000952
p-cresol glucuronide*		154035	C000953
p-cresol sulfate		4615423	C000954
p-hydroxyatorvastatin		9851106	C000955
palmitate (16:0)	C00249	985	C000956
palmitoleate (16:1n7)	C08362	445638	C000957
palmitoleoyl-linoleoyl-glycerol (16:1/18:2) [1]*			C000958
palmitoleoylcarnitine (C16:1)*		71464547	C000959
palmitoyl dihydrosphingomyelin (d18:0/16:0)*		9939965	C000960
palmitoyl ethanolamide	C16512	4671	C000961
palmitoyl sphingomyelin (d18:1/16:0)		9939941	C000962
palmitoyl-sphingosine-phosphoethanolamine (d18:1/16:0)			C000963
palmitoylcarnitine (C16)	C02990	461	C000964
palmitoylcholine		151731	C000965
pantoate	C00522	439251	C000966
pantoprazole	C11806	4679	C000967
pantothenate (Vitamin B5)	C00864	6613	C000968
paraxanthine	C13747	4687	C000969
paroxetine	D02362,C07415	43815	C000970
pelargonate (9:0)	C01601	8158	C000971
pentadecanoate (15:0)	C16537	13849	C000972
pentose acid*			C000973
perfluorooctanesulfonate (PFOS)	C18142	74483	C000974
perfluorooctanoate (PFOA)		9554	C000975
phenol glucuronide		87235	C000976
phenol sulfate	C02180	74426	C000977
phenylacetate	C07086	999	C000978
phenylacetylalanine		564251	C000979
phenylacetylcarnitine		101724840	C000980
phenylacetylglutamate		11579826	C000981
phenylacetylglutamine	C04148	92258	C000982
phenylacetylglycine	C05598	68144	C000983
phenylacetylmethionine			C000984
phenylacetylthreonine			C000985
phenylacetylvaline		3501227	C000986
phenylalanine	C00079	6140	C000987
phenylalanylalanine		5488196	C000988
phenylalanylglycine		98207	C000989
phenyllactate (PLA)	C05607	3848	C000990
phenylpropanolamine	C07911	26934	C000991
phenylpyruvate	C00166	997	C000992
phosphate	C00009	1061	C000993
phosphocholine	C00588	1014	C000994
phosphoethanolamine (PE)	C00346	1015	C000995
phytanate	C01607	26840	C000996
picolinate	C10164	1018	C000997
picolinoylglycine		11788622	C000998
pimelate (C7-DC)	C02656	385	C000999
pimeloylcarnitine/3-methyladipoylcarnitine (C7-DC)			C001000
pipecolate	C00408	849	C001001
piperine	C03882	638024	C001002
prednisolone	C07369,D00472	5755	C001003
pregabalin		4715169	C001004
pregnanediol-3-glucuronide		123796	C001005
pregnen-diol disulfate*			C001006
pregnenediol sulfate (C21H34O5S)*			C001007
pregnenetriol disulfate*			C001008
pregnenetriol sulfate*			C001009
pregnenolone sulfate		105074	C001010
pristanate		123929	C001011
proline	C00148	145742	C001012
prolylglycine		6426709	C001013
prolylhydroxyproline		11673055	C001014
promethazine	C07404,D00494,D01242	4927	C001015
propionylcarnitine (C3)	C03017	107738	C001016
propionylglycine (C3)		98681	C001017
propyl 4-hydroxybenzoate sulfate			C001018
pseudoephedrine	C02765	7028	C001019
pseudouridine	C02067	15047	C001020
pyridoxal	C00250	1050	C001021
pyridoxate	C00847	6723	C001022
pyridoxine (Vitamin B6)	C00314	1054	C001023
pyroglutamine*		134508	C001024
pyrraline		122228	C001025
pyruvate	C00022	1060	C001026
quetiapine	C07397	5002	C001027
quinate	C00296	6508	C001028
quinine		2728270	C001029
quinolinate	C03722	1066	C001030
ranitidine	D00422	3001055	C001031
ranitidine N-oxide*		3033888	C001032
resveratrol disulfate (1)*			C001033
resveratrol disulfate (2)*			C001034
resveratrol glucuronide (1)*			C001035
resveratrol glucuronide (2)*			C001036
resveratrol sulfate (1)*			C001037
resveratrol sulfate (2)*			C001038
retinol (Vitamin A)	C00473	445354	C001039
ribitol	C00474	6912	C001040
ribonate	C01685	5460677	C001041
ribulonate/xylulonate/lyxonate*			C001042
ritalinic acid		86863	C001043
saccharin	D01085	5143	C001044
salicylate	C00805	338	C001045
salicyluric glucuronide*			C001046
sarcosine	C00213	1088	C001047
sebacate (C10-DC)	C08277	5192	C001048
serine	C00065	5951	C001049
serotonin	C00780	5202	C001050
sertraline	C07246	68617	C001051
sitagliptin		11306691	C001052
solanidine	C06543	65727	C001053
spermidine	C00315	1102	C001054
sphinganine	C00836	3126	C001055
sphinganine-1-phosphate		520	C001056
sphingomyelin (d17:1/14:0, d16:1/15:0)*			C001057
sphingomyelin (d17:1/16:0, d18:1/15:0, d16:1/17:0)*			C001058
sphingomyelin (d17:2/16:0, d18:2/15:0)*			C001059
sphingomyelin (d18:0/18:0, d19:0/17:0)*			C001060
sphingomyelin (d18:0/20:0, d16:0/22:0)*			C001061
sphingomyelin (d18:1/14:0, d16:1/16:0)*		11433862	C001062
sphingomyelin (d18:1/17:0, d17:1/18:0, d19:1/16:0)			C001063
sphingomyelin (d18:1/18:1, d18:2/18:0)		6443882	C001064
sphingomyelin (d18:1/19:0, d19:1/18:0)*			C001065
sphingomyelin (d18:1/20:0, d16:1/22:0)*			C001066
sphingomyelin (d18:1/20:1, d18:2/20:0)*			C001067
sphingomyelin (d18:1/20:2, d18:2/20:1, d16:1/22:2)*			C001068
sphingomyelin (d18:1/21:0, d17:1/22:0, d16:1/23:0)*			C001069
sphingomyelin (d18:1/22:1, d18:2/22:0, d16:1/24:1)*			C001070
sphingomyelin (d18:1/22:2, d18:2/22:1, d16:1/24:2)*			C001071
sphingomyelin (d18:1/24:1, d18:2/24:0)*			C001072
sphingomyelin (d18:1/25:0, d19:0/24:1, d20:1/23:0, d19:1/24:0)*			C001073
sphingomyelin (d18:2/14:0, d18:1/14:1)*			C001074
sphingomyelin (d18:2/16:0, d18:1/16:1)*			C001075
sphingomyelin (d18:2/18:1)*			C001076
sphingomyelin (d18:2/21:0, d16:2/23:0)*			C001077
sphingomyelin (d18:2/23:0, d18:1/23:1, d17:1/24:1)*			C001078
sphingomyelin (d18:2/23:1)*			C001079
sphingomyelin (d18:2/24:1, d18:1/24:2)*			C001080
sphingomyelin (d18:2/24:2)*			C001081
sphingosine	C00319	5353955	C001082
sphingosine 1-phosphate	C06124	5283560	C001083
stachydrine	C10172	115244	C001084
stearate (18:0)	C01530	5281	C001085
stearidonate (18:4n3)	C16300	5312508	C001086
stearoyl ethanolamide		27902	C001087
stearoyl sphingomyelin (d18:1/18:0)	C00550	6453725	C001088
stearoylcarnitine (C18)		6426855	C001089
stearoylcholine*			C001090
suberoylcarnitine (C8-DC)			C001091
succinate	C00042	1110	C001092
succinoyltaurine			C001093
succinylcarnitine (C4-DC)		71464481	C001094
sucrose	C00089	5988	C001095
sulfamethoxazole	D00285,C07315,D00447	5329	C001096
sulfate of piperine metabolite C16H19NO3 (2)*			C001097
sulfate of piperine metabolite C16H19NO3 (3)*			C001098
sulfate of piperine metabolite C18H21NO3 (1)*			C001099
sulfate of piperine metabolite C18H21NO3 (3)*			C001100
sulfate*	C00059	1118	C001101
sulfociprofloxacin*		128781	C001102
tadalafil		4687521	C001103
tamsulosin	C07124,D08560	129211	C001104
tartarate	C00898	444305	C001105
tartronate (hydroxymalonate)	C02287	45	C001106
taurine	C00245	1123	C001107
tauro-beta-muricholate		168408	C001108
taurochenodeoxycholate	C05465	387316	C001109
taurochenodeoxycholic acid 3-sulfate			C001110
taurocholate	C05122	6675	C001111
taurocholenate sulfate*			C001112
taurodeoxycholate	C05463	2733768	C001113
taurodeoxycholic acid 3-sulfate			C001114
taurolithocholate 3-sulfate	C03642	440071	C001115
tauroursodeoxycholate		9848818	C001116
tetradecadienedioate (C14:2-DC)*			C001117
tetradecadienoate (14:2)*		5312409	C001118
tetradecanedioate (C14)		13185	C001119
tetramisole		3913	C001120
theanine	C01047	439378	C001121
theobromine	C07480	5429	C001122
theophylline	C07130	2153	C001123
thioproline		93176	C001124
threonate	C01620	151152	C001125
threonine	C00188	6288	C001126
thymol sulfate	C09908		C001127
thyroxine	C01829	5819	C001128
tigloylglycine		6441567	C001129
tiglyl carnitine (C5)		22833596	C001130
topiramate	C07502	5284627	C001131
tramadol	C07153	33741	C001132
trans-2-hexenoylglycine			C001133
trans-3,4-methyleneheptanoate			C001134
trans-3,4-methyleneheptanoylcarnitine			C001135
trans-urocanate	C00785	736715	C001136
trazadone	C07156,D08626	5533	C001137
triamterene	D00386	5546	C001138
tricosanoyl sphingomyelin (d18:1/23:0)*			C001139
tridecenedioate (C13:1-DC)*			C001140
trigonelline (N'-methylnicotinate)	C01004	5570	C001141
trimethoprim	C01965,D00145	5578	C001142
trimethylamine N-oxide	C01104	1145	C001143
trizma acetate	C07182	6503	C001144
tryptophan	C00078	6305	C001145
tryptophan betaine	C09213	442106	C001146
tyramine O-sulfate		153005	C001147
tyrosine	C00082	6057	C001148
umbelliferone sulfate		129659	C001149
undecenoylcarnitine (C11:1)			C001150
uracil	C00106	1174	C001151
urate	C00366	1175	C001152
urea	C00086	1176	C001153
uric acid ribonucleoside*		164933	C001154
uridine	C00299	6029	C001155
valerate (5:0)	C00803	7991	C001156
valine	C00183	6287	C001157
valproate (2-propylpentanoate)	C07185	3121	C001158
valproic acid glucuronide		88111	C001159
valsartan		5650	C001160
valylleucine		352039	C001161
vanillactate		160637	C001162
vanillic acid glycine		3083688	C001163
vanillic alcohol sulfate			C001164
vanillylmandelate (VMA)	C05584	1245	C001165
venlafaxine	C07187	5656	C001166
verapamil	D02356	2520	C001167
warfarin	C01541		C001168
xanthine	C00385	1188	C001169
xanthosine	C01762	64959	C001170
xanthurenate	C02470	5699	C001171
ximenoylcarnitine (C26:1)*			C001172
xylose	C00181	135191	C001173
zolpidem			C001174
