BIOCHEMICAL	KEGG	PUBCHEM	compound_id
ascorbic acid 3-sulfate*	NA	11425365	C000494
asparagine	C00152	6267	C000495
aspartate	C00049	5960	C000496
atenolol	D00235	2249	C000497
atorvastatin	D07474,D02258,D00887	60822	C000498
atorvastatin lactone	NA	6483036	C000499
azelate (C9-DC)	C08261	2266	C000500
behenate (22:0)*	C08281	8215	C000501
behenoyl dihydrosphingomyelin (d18:0/22:0)*	NA	44260132	C000502
behenoyl sphingomyelin (d18:1/22:0)*	NA	44260125	C000503
behenoylcarnitine (C22)*	NA	71464577	C000504
benazepril	D07499,C06843	5362124	C000505
benazeprilat	D03077	5463984	C000506
benzoate	C00180	243	C000507
benzoylcarnitine*	NA	NA	C000508
benzoylecgonine	C10847	448223	C000509
bestatin	D00087	72172	C000510
beta-alanine	C00099	239	C000511
beta-citrylglutamate	C20775	189741	C000512
beta-cryptoxanthin	C08591	5281235	C000513
beta-guanidinopropanoate	C03065	67701	C000514
beta-hydroxyisovalerate	NA	69362	C000515
beta-hydroxyisovaleroylcarnitine	NA	NA	C000516
beta-hydroxyisovalerylglycine	NA	129651821	C000517
betaine	C00719	247	C000518
betonicine	C08269	164642	C000519
bilirubin (E,E)*	NA	129320511	C000520
bilirubin (E,Z or Z,E)*	C00486	5799469	C000521
bilirubin (Z,Z)	C00486	5280352	C000522
biliverdin	C00500	5280353	C000523
branched chain 14:0 dicarboxylic acid**	NA	NA	C000524
branched-chain, straight-chain, or cyclopropyl 10:1 fatty acid (1)*	NA	NA	C000525
branched-chain, straight-chain, or cyclopropyl 12:1 fatty acid*	NA	NA	C000526
butyrate/isobutyrate (4:0)	C00246	264	C000527
butyrylcarnitine (C4)	C02862	439829	C000528
caffeic acid sulfate	NA	21668705	C000529
caffeine	C07481	2519	C000530
campesterol	C01789	173183	C000531
caprate (10:0)	C01571	2969	C000532
caproate (6:0)	C01585	8892	C000533
caprylate (8:0)	C06423	379	C000534
carbamazepine	C06868,D00252	2554	C000535
carbamazepine 10,11-epoxide	C07496	2555	C000536
carbamazepine glucuronide*	NA	83870	C000537
carboxyethyl-GABA	NA	2572	C000538
carboxyibuprofen	NA	10444113	C000539
carboxysuccinate	NA	313489	C000540
carnitine	C00487,C00308	288	C000541
carnitine of C10H14O2 (5)*	NA	NA	C000542
carnosine	C00386	439224	C000543
carotene diol (1)	NA	NA	C000544
carotene diol (2)	NA	NA	C000545
carotene diol (3)	NA	NA	C000546
catechol glucuronide	NA	75124209	C000547
catechol sulfate	NA	3083879	C000548
celecoxib	D00567,C07589	2662	C000549
ceramide (d16:1/24:1, d18:1/22:1)*	NA	NA	C000550
ceramide (d18:1/14:0, d16:1/16:0)*	NA	NA	C000551
ceramide (d18:1/17:0, d17:1/18:0)*	NA	NA	C000552
ceramide (d18:1/20:0, d16:1/22:0, d20:1/18:0)*	NA	NA	C000553
ceramide (d18:2/24:1, d18:1/24:2)*	NA	NA	C000554
cerotoylcarnitine (C26)*	NA	53477828	C000555
cetirizine	C07778	2678	C000556
chenodeoxycholic acid sulfate (1)	NA	21252308	C000557
chiro-inositol	C19891	NA	C000558
chlorthalidone	D00272	2732	C000559
cholate	C00695	221493	C000560
cholesterol	C00187	5997,6432564,11025495	C000561
cholic acid glucuronide	NA	21252309	C000562
choline	C00114	305	C000563
choline phosphate	C00588	1014	C000564
cimetidine	D00295,C06952	2756	C000565
cinnamoylglycine	NA	709625	C000566
ciprofloxacin	C05349	2764	C000567
cis-4-decenoate (10:1n6)*	NA	5282726	C000568
cis-4-decenoylcarnitine (C10:1)	NA	57357170	C000569
citalopram propionate*	C16610	10403174	C000570
citalopram/escitalopram	D07913	146570	C000571
citraconate/glutaconate	C02226,C02214	5280498,643798	C000572
citrate	C00158	311	C000573
citrulline	C00327	9750	C000574
clindamycin	DG00435,C06914,D00277	446598	C000575
corticosterone	C02140	5753	C000576
cortisol	C00735	5754	C000577
cortisone	C00762	222786	C000578
cortolone glucuronide (1)	NA	NA	C000579
cotinine	NA	408	C000580
cotinine N-oxide	NA	9815514	C000581
creatine	C00300	586	C000582
creatinine	C00791	588	C000583
cyclo(gly-pro)	NA	193540	C000584
cyclo(pro-sulfo-tyr)*	NA	NA	C000585
cyclobenzaprine	D07758,C06931	2895	C000586
cys-gly, oxidized	NA	333293	C000587
cystathionine	C02291	439258	C000588
cysteine	C00097	5862	C000589
cysteine s-sulfate	C05824	115015	C000590
cysteine-glutathione disulfide	R00900	3080690	C000591
cysteinylglycine	C01419	439498	C000592
cysteinylglycine disulfide*	NA	22833544	C000593
cystine	C00491	67678	C000594
cytidine	C00475	6175	C000595
cytosine	C00380	597	C000596
daidzein sulfate (2)	NA	12114465	C000597
decadienedioic acid (C10:2-DC)**	NA	17789717	C000598
decanoylcarnitine (C10)	NA	10245190	C000599
dehydroepiandrosterone sulfate (DHEA-S)	C04555	12594	C000600
delta-CEHC	NA	35027084	C000601
delta-CEHC glucuronide	NA	NA	C000602
deoxycarnitine	C01181	22620	C000603
deoxycholate	C04483	222528,440355	C000604
deoxycholic acid 12-sulfate*	NA	NA	C000605
deoxycholic acid glucuronide	NA	NA	C000606
desmethylcitalopram*	C16608	162180	C000607
desmethylnaproxen	NA	162920	C000608
desmethylnaproxen sulfate	NA	184679	C000609
dexlansoprazole	D08903	9578005	C000610
dexpanthenol	D03726	4678	C000611
dextromethorphan	D03744,DG01078,C06947	5360696	C000612
diacylglycerol (16:1/18:2 [2], 16:0/18:3 [1])*	NA	NA	C000613
dibutyl sulfosuccinate	NA	423891	C000614
dihomo-linoleate (20:2n6)	C16525	6439848	C000615
dihomo-linolenate (20:3n3 or n6)	C03242	5280581	C000616
dihomo-linolenoyl-choline	NA	NA	C000617
dihomo-linolenoylcarnitine (C20:3n3 or 6)*	NA	NA	C000618
dihomo-linoleoylcarnitine (C20:2)*	NA	NA	C000619
dihydrocaffeate sulfate (2)	NA	NA	C000620
dihydroferulate	NA	14340	C000621
dihydroferulic acid sulfate	NA	187489	C000622
dihydroorotate	C00337	648	C000623
diltiazem	D07845	39186	C000624
dimethyl sulfone	C11142	6213	C000625
dimethylarginine (SDMA + ADMA)	C21189,C03626	123831,169148	C000626
dimethylglycine	C03626	673	C000627
dimethylguanidino valeric acid (DMGV)*	NA	101535539	C000628
diphenhydramine	C06960	3100	C000629
docosadienoate (22:2n6)	C16533	5282807	C000630
docosadioate (C22-DC)	C14240	7641	C000631
docosahexaenoate (DHA; 22:6n3)	C06429	445580	C000632
docosahexaenoylcarnitine (C22:6)*	NA	NA	C000633
docosahexaenoylcholine	NA	NA	C000634
docosapentaenoate (n3 DPA; 22:5n3)	C16513	6441454	C000635
docosapentaenoate (n6 DPA; 22:5n6)	C16513	6441454	C000636
docosatrienoate (22:3n3)	C16534	5312556	C000637
docosatrienoate (22:3n6)*	NA	75955220	C000638
dodecadienoate (12:2)*	NA	25480	C000639
dodecanedioate (C12-DC)	C02678	12736	C000640
dodecenedioate (C12:1-DC)*	NA	5283028	C000641
dopamine 3-O-sulfate	C13690	122136	C000642
dopamine 4-sulfate	C13691	68517194	C000643
doxycycline	D00307	54671203	C000644
doxylamine	D07878	3162	C000645
ectoine	C06231	126041	C000646
eicosanedioate (C20-DC)	NA	75502	C000647
eicosapentaenoate (EPA; 20:5n3)	C06428	446284	C000648
eicosenedioate (C20:1-DC)*	NA	NA	C000649
eicosenoate (20:1)	C16526	5282768,5282769,94159	C000650
eicosenoylcarnitine (C20:1)*	NA	NA	C000651
enterolactone sulfate	NA	NA	C000652
epiandrosterone sulfate	C04555	9929317	C000653
ergothioneine	C05570	5351619	C000654
erucate (22:1n9)	C08316	8216,5281116	C000655
erythritol	C00503	222285	C000656
erythronate*	NA	2781043	C000657
estrone 3-sulfate	C02538	3001028	C000658
ethyl alpha-glucopyranoside	NA	11127487	C000659
ethyl beta-glucopyranoside	NA	121667	C000660
ethyl glucuronide	NA	18392195	C000661
ethylmalonate	NA	11756	C000662
etiocholanolone glucuronide	NA	270605	C000663
eugenol sulfate	NA	180632	C000664
ezetimibe glucuronide*	NA	9894653	C000665
famotidine	D00318	5702160	C000666
ferulic acid 4-sulfate	NA	6305574	C000667
feruloylquinate (4)	NA	NA	C000668
ferulylglycine (1)	NA	NA	C000669
ferulylglycine (2)	NA	NA	C000670
fexofenadine	C06999	3348	C000671
fibrinopeptide A (3-16)**	NA	25078015	C000672
fibrinopeptide A*	NA	25081464	C000673
fibrinopeptide A, des-ala(1)*	NA	132993922	C000674
fibrinopeptide A, phosphono-ser(3)*	NA	132993923	C000675
fibrinopeptide B	NA	16132131	C000676
fibrinopeptide B (1-12)**	NA	16132131	C000677
fibrinopeptide B (1-13)**	NA	NA	C000678
fluconazole	C07002	3365	C000679
fluoxetine	D00326	3386	C000680
formiminoglutamate	C00439	439233	C000681
fructose	C00095	2723872	C000682
fructosyllysine	NA	9839580	C000683
fumarate	C00122	444972	C000684
furosemide	D00331	3440	C000685
gabapentin	D00332	3446	C000686
galactonate	C00880,C15930	12310779,128869	C000687
gamma-CEHC	NA	133098	C000688
gamma-CEHC glucuronide*	NA	121596235	C000689
gamma-carboxyglutamate	NA	40772	C000690
gamma-glutamyl-2-aminobutyrate	NA	NA	C000691
gamma-glutamyl-alpha-lysine	NA	65254	C000692
gamma-glutamylalanine	C03738	440103	C000693
gamma-glutamylcitrulline*	NA	NA	C000694
gamma-glutamylglutamate	C05282	92865	C000695
gamma-glutamylglutamine	C05283	150914	C000696
gamma-glutamylglycine	NA	100099	C000697
gamma-glutamylhistidine	NA	7017195	C000698
gamma-glutamylisoleucine*	NA	22885096	C000699
gamma-glutamylleucine	NA	151023	C000700
gamma-glutamylmethionine	NA	7009567	C000701
gamma-glutamylphenylalanine	NA	111299	C000702
gamma-glutamylthreonine	NA	76078708	C000703
gamma-glutamyltryptophan	NA	3989307	C000704
gamma-glutamyltyrosine	NA	94340	C000705
gamma-glutamylvaline	NA	7015683	C000706
gamma-tocopherol/beta-tocopherol	C14152,C02483	NA	C000707
gemfibrozil	D00334	3463	C000708
genistein sulfate*	NA	NA	C000709
gentisate	C00628	3469	C000710
glimepiride	C07669	3476	C000711
glipizide	D00335	3478	C000712
gluconate	C00257	10690,3085666	C000713
glucose	C00031	5793	C000714
glucuronate	C16245	441478,23677976,94715,65041,444791	C000715
glucuronide of C10H14O2 (4)*	NA	NA	C000716
glucuronide of C10H14O2 (7)*	NA	NA	C000717
glucuronide of C10H18O2 (1)*	NA	NA	C000718
glucuronide of C10H18O2 (10)*	NA	NA	C000719
glucuronide of C10H18O2 (11)*	NA	NA	C000720
glucuronide of C10H18O2 (12)*	NA	NA	C000721
glucuronide of C10H18O2 (7)*	NA	NA	C000722
glucuronide of C10H18O2 (8)*	NA	NA	C000723
glucuronide of C12H20O3 (1)*	NA	NA	C000724
glucuronide of C12H20O3 (2)*	NA	NA	C000725
glucuronide of C12H20O3 (4)*	NA	NA	C000726
glucuronide of C12H22O4 (1)*	NA	NA	C000727
glucuronide of C14H26O4 (1)*	NA	NA	C000728
glucuronide of C8H14O2 (1)*	NA	NA	C000729
glucuronide of C8H14O2 (2)*	NA	NA	C000730
glucuronide of C8H14O2 (3)*	NA	NA	C000731
glucuronide of piperine metabolite C17H21NO3 (3)*	NA	NA	C000732
glucuronide of piperine metabolite C17H21NO3 (4)*	NA	NA	C000733
glucuronide of piperine metabolite C17H21NO3 (5)*	NA	NA	C000734
glutamate	C00025,C00217	33032	C000735
glutamine	C00064	5961	C000736
glutamine conjugate of C6H10O2 (1)*	NA	NA	C000737
glutamine conjugate of C6H10O2 (2)*	NA	NA	C000738
glutamine conjugate of C7H12O2*	NA	NA	C000739
glutamine conjugate of C8H12O2 (1)*	NA	NA	C000740
glutamine conjugate of C8H12O2 (2)*	NA	NA	C000741
glutamine conjugate of C9H16O2 (1)*	NA	NA	C000742
glutamine_degradant*	NA	NA	C000743
glutarate (C5-DC)	C00489	743,4418048	C000744
glutarylcarnitine (C5-DC)	NA	71317118	C000745
glutathione, oxidized (GSSG)	D00031,C00127	65359	C000746
glycerate	C00258	439194,752	C000747
glycerol	C00116	753	C000748
glycerol 3-phosphate	C0093	754	C000749
glycerophosphoethanolamine	C01233	123874	C000750
glycerophosphoglycerol	C03274	54575349	C000751
glycerophosphorylcholine (GPC)	C00670	71920	C000752
glycine	C00037	750	C000753
glycine conjugate of C10H12O2*	NA	NA	C000754
glycine conjugate of C10H14O2 (1)*	NA	NA	C000755
glyco-beta-muricholate**	NA	NA	C000756
glycochenodeoxycholate	C05466	12544	C000757
glycochenodeoxycholate 3-sulfate	NA	21116917,21125002,11954205	C000758
glycochenodeoxycholate glucuronide (1)	NA	44263370	C000759
glycocholate	C01921	10140	C000760
glycocholate glucuronide (1)	NA	44263357	C000761
glycocholenate sulfate*	NA	NA	C000762
glycodeoxycholate	C05464	3035026	C000763
glycodeoxycholate 3-sulfate	NA	101602538	C000764
glycohyocholate	NA	71361462	C000765
glycolate (hydroxyacetate)	C00160	757	C000766
glycolithocholate	C15557	115245	C000767
glycolithocholate sulfate*	C11301	72222	C000768
glycosyl ceramide (d18:1/20:0, d16:1/22:0)*	NA	NA	C000769
glycosyl ceramide (d18:2/24:1, d18:1/24:2)*	NA	NA	C000770
glycosyl-N-(2-hydroxynervonoyl)-sphingosine (d18:1/24:1(2OH))*	NA	NA	C000771
glycosyl-N-behenoyl-sphingadienine (d18:2/22:0)*	NA	NA	C000772
glycosyl-N-behenoyl-sphingosine (d18:1/22:0)*	NA	NA	C000773
glycosyl-N-palmitoyl-sphingosine (d18:1/16:0)	NA	NA	C000774
glycosyl-N-stearoyl-sphingosine (d18:1/18:0)	NA	NA	C000775
glycosyl-N-tricosanoyl-sphingadienine (d18:2/23:0)*	NA	NA	C000776
glycoursodeoxycholate	NA	12310288	C000777
glycoursodeoxycholic acid sulfate (1)	NA	NA	C000778
glycylleucine	C02155	92843	C000779
guaiacol sulfate	NA	22473	C000780
guaifenesin	D00337	3516	C000781
guanidinoacetate	C00581	763	C000782
guanidinosuccinate	C03139	439918	C000783
gulonate*	C00800	152304	C000784
heme	C00032	26945	C000785
heneicosapentaenoate (21:5n3)	NA	11998573	C000786
heptanoate (7:0)	C17714	8094	C000787
heptenedioate (C7:1-DC)*	NA	NA	C000788
hexadecadienoate (16:2n6)	NA	13932172	C000789
hexadecanedioate (C16-DC)	C19615	10459	C000790
hexadecenedioate (C16:1-DC)*	NA	NA	C000791
hexanoylcarnitine (C6)	NA	6426853	C000792
hexanoylglutamine	NA	NA	C000793
hexanoylglycine	NA	99463	C000794
hippurate	C01586	464	C000795
histidine	C00135	6274	C000796
histidine betaine (hercynine)*	NA	3083620	C000797
homoarginine	C01924	9085	C000798
homocitrulline	C02427	65072	C000799
homostachydrine*	C08283	441447	C000800
homovanillate (HVA)	C05582	1738	C000801
hydantoin-5-propionate	C05565	782	C000802
hydrochlorothiazide	C07041	3639	C000803
hydroquinone sulfate	C00530	161220	C000804
hydroxy-CMPF*	NA	NA	C000805
hydroxy-N6,N6,N6-trimethyllysine*	NA	NA	C000806
hydroxyasparagine**	C20631	15991574	C000807
hydroxybupropion	NA	446	C000808
hydroxycotinine	NA	107963	C000809
hydroxypalmitoyl sphingomyelin (d18:1/16:0(OH))**	NA	NA	C000810
hyocholate	C17649	92805	C000811
hypotaurine	C00519	107812	C000812
hypoxanthine	C00262	790,135398638	C000813
ibuprofen	C01588	3672	C000814
ibuprofen acyl glucuronide	NA	163959	C000815
imidazole lactate	C05568	793	C000816
imidazole propionate	NA	70630	C000817
iminodiacetate (IDA)	C19911	8897	C000818
indole-3-carboxylate	C19837	69867	C000819
indoleacetate	C00954	802	C000820
indoleacetoylcarnitine*	NA	NA	C000821
indoleacetylglutamine	NA	25200879	C000822
indolelactate	C02043	92904	C000823
indolepropionate	NA	3744	C000824
indolin-2-one	C12312	321710	C000825
indomethacin	C01926,D00141	3715	C000826
indoxyl glucuronide	NA	2733785	C000827
inosine	C00294	6021	C000828
isobutyrylcarnitine (C4)	NA	168379	C000829
isobutyrylglycine	NA	10855600	C000830
isoeugenol sulfate	NA	122198202	C000831
isoleucine	C06418,C00407,C16424	6306	C000832
isoleucylglycine	NA	342532	C000833
isoursodeoxycholate	C17662	127601	C000834
isovalerate (i5:0)	C08262	10430	C000835
isovalerylcarnitine (C5)	C20826	169235	C000836
isovalerylglycine	NA	546304	C000837
kynurenate	C01717	3845	C000838
kynurenine	C00328	161166	C000839
lactate	C00186	612	C000840
lactosyl-N-behenoyl-sphingosine (d18:1/22:0)*	NA	44260143	C000841
lactosyl-N-nervonoyl-sphingosine (d18:1/24:1)*	NA	NA	C000842
lactosyl-N-palmitoyl-sphingosine (d18:1/16:0)	NA	53477895	C000843
lanthionine	NA	98504	C000844
laurate (12:0)	C02679	3893	C000845
laurylcarnitine (C12)	NA	168381	C000846
leucine	C00123	6106	C000847
leucylalanine	NA	81721	C000848
leucylglycine	NA	79070	C000849
levetiracetam	C07841	5284583	C000850
levulinoylcarnitine	NA	NA	C000851
lidocaine	D00358	3676	C000852
lignoceroyl sphingomyelin (d18:1/24:0)	NA	NA	C000853
lignoceroylcarnitine (C24)*	NA	NA	C000854
linoleate (18:2n6)	C01595	5280450	C000855
linolenate [alpha or gamma; (18:3n3 or 6)]	C06426,C06427	5280933,5280934	C000856
linolenoylcarnitine (C18:3)*	NA	NA	C000857
linoleoyl ethanolamide	NA	5283446	C000858
linoleoyl-arachidonoyl-glycerol (18:2/20:4) [1]*	NA	9543796	C000859
linoleoyl-arachidonoyl-glycerol (18:2/20:4) [2]*	NA	9543796	C000860
linoleoyl-docosahexaenoyl-glycerol (18:2/22:6) [1]*	NA	9543899	C000861
linoleoyl-linoleoyl-glycerol (18:2/18:2) [1]*	NA	9543729	C000862
linoleoyl-linoleoyl-glycerol (18:2/18:2) [2]*	NA	9543729	C000863
linoleoylcarnitine (C18:2)*	NA	6450015	C000864
linoleoylcholine*	NA	53481656	C000865
lisinopril	DG00336,D00362	5362119	C000866
lithocholate sulfate (1)	NA	451489	C000867
lithocholic acid sulfate (2)	NA	NA	C000868
losartan	C07072,D08146	3961	C000869
lysine	C00739,C00047	5962	C000870
lyxonate	NA	NA	C000871
m-tyramine sulfate	NA	NA	C000872
malate	C00149,C00711,C00497	525	C000873
maleate	C01384	444266	C000874
malonate	C00383	867	C000875
maltol sulfate	NA	NA	C000876
maltose	C00208	10991489	C000877
mannitol/sorbitol	C00392,C00794	5780,6251	C000878
mannonate*	NA	3246006	C000879
mannose	C00159,C02209,C00936	82308,439680,185698,18950	C000880
margarate (17:0)	NA	10465	C000881
margaroylcarnitine (C17)*	NA	53477803	C000882
meloxicam	D00969,C08169	54677470	C000883
meprobamate	D00376	4064	C000884
metabolonic lactone sulfate	NA	NA	C000885
metformin	C07151	4091	C000886
methadone	D08195,C07163	4095	C000887
methamphetamine	D08187,C07164	10836	C000888
methionine	C00073	6137	C000889
methionine sulfone	NA	69961	C000890
methionine sulfoxide	C02989	158980	C000891
methyl glucopyranoside (alpha + beta)	NA	445238,3036743,2108	C000892
methyl indole-3-acetate	NA	74706	C000893
methyl-4-hydroxybenzoate sulfate	NA	10657183	C000894
methylmalonate (MMA)	C02170	487	C000895
methylnaphthyl sulfate (1)*	NA	NA	C000896
methylnaphthyl sulfate (2)*	NA	NA	C000897
methylphosphate	NA	13130	C000898
methylsuccinate	NA	10349	C000899
methylsuccinoylcarnitine	NA	NA	C000900
metoprolol	D02358	4171	C000901
metoprolol acid metabolite*	NA	62936	C000902
metronidazole	DG00006,C07203,D00409	4173	C000903
minocyclin	D05045,C07225	NA	C000904
mirtazapine	C07570	4205	C000905
montelukast	C07482	5281040	C000906
morphine-3-glucuronide	C16643	5484731	C000907
myo-inositol	C00137	892	C000908
myristate (14:0)	C06424	11005	C000909
myristoleate (14:1n5)	C08322	5281119	C000910
myristoleoylcarnitine (C14:1)*	NA	129691961	C000911
myristoyl dihydrosphingomyelin (d18:0/14:0)*	NA	44260138	C000912
myristoylcarnitine (C14)	NA	6426854	C000913
naproxen	C01517	156391	C000914
nervonoylcarnitine (C24:1)*	NA	NA	C000915
nicotinamide	C00153	936	C000916
nicotinamide N-oxide	NA	72661	C000917
nicotinate	C00253	938	C000918
nicotinate ribonucleoside	C05841	161233	C000919
nicotine	D03365,C00745	89594	C000920
nicotinurate (nicotinoylglycine)	C05380	68499	C000921
nisinate (24:6n3)	NA	11792612	C000922
nonadecanoate (19:0)	C16535	12591	C000923
nonanoylcarnitine (C9)	NA	91825642	C000924
nonenedioate (C9:1-DC)*	NA	NA	C000925
norbenzoylecgonine*	NA	415793	C000926
norcotinine	NA	413	C000927
o-cresol sulfate	NA	11615528	C000928
o-hydroxyatorvastatin	NA	9808225	C000929
octadecadienedioate (C18:2-DC)*	NA	NA	C000930
octadecanedioate (C18-DC)	NA	70095	C000931
octadecanedioylcarnitine (C18-DC)*	NA	NA	C000932
octadecenedioate (C18:1-DC)	NA	9543674	C000933
octadecenedioylcarnitine (C18:1-DC)*	NA	NA	C000934
octanoylcarnitine (C8)	C02838	123701,11953814	C000935
ofloxacin	D00453,C07321,DG00616	4583	C000936
olanzapine	C07322	135398745	C000937
oleate/vaccenate (18:1)	C21944,C08367,C01712,C00712	5282761,637517,5281127,445639	C000938
oleoyl ethanolamide	NA	5283454	C000939
oleoyl-arachidonoyl-glycerol (18:1/20:4) [1]*	NA	9543786	C000940
oleoyl-arachidonoyl-glycerol (18:1/20:4) [2]*	NA	9543786	C000941
oleoyl-linoleoyl-glycerol (18:1/18:2) [1]	NA	14275396	C000942
oleoyl-linoleoyl-glycerol (18:1/18:2) [2]	NA	71433693	C000943
oleoyl-oleoyl-glycerol (18:1/18:1) [2]*	NA	9543716	C000944
oleoylcarnitine (C18:1)	NA	6441392	C000945
oleoylcholine	NA	59040790	C000946
olmesartan	D05246	158781	C000947
omeprazole	C07324	4594	C000948
ornithine	C00077	6262	C000949
orotate	C00295	967	C000950
orotidine	NA	92751	C000951
oxalate (ethanedioate)	C00209	971	C000952
oxypurinol	D02365	135398752	C000953
p-cresol glucuronide*	NA	154035	C000954
p-cresol sulfate	NA	4615423	C000955
p-hydroxyatorvastatin	NA	9851106	C000956
palmitate (16:0)	C00249	985	C000957
palmitoleate (16:1n7)	C08362	445638	C000958
palmitoleoyl-linoleoyl-glycerol (16:1/18:2) [1]*	NA	9543699	C000959
palmitoleoylcarnitine (C16:1)*	NA	71464547	C000960
palmitoyl dihydrosphingomyelin (d18:0/16:0)*	NA	9939965	C000961
palmitoyl ethanolamide	C16512	4671	C000962
palmitoyl sphingomyelin (d18:1/16:0)	NA	9939941	C000963
palmitoyl-sphingosine-phosphoethanolamine (d18:1/16:0)	NA	NA	C000964
palmitoylcarnitine (C16)	C02990	461	C000965
palmitoylcholine	NA	151731	C000966
pantoate	C00522	5289105	C000967
pantoprazole	C11806	4679	C000968
pantothenate	C00864	6613	C000969
paraxanthine	C13747	4687	C000970
paroxetine	C07415,D02362	43815	C000971
pelargonate (9:0)	C01601	8158	C000972
pentadecanoate (15:0)	C16537	13849	C000973
pentose acid*	C00803	7991	C000974
perfluorooctanesulfonate (PFOS)	C18142	74483	C000975
perfluorooctanoate (PFOA)	NA	9554	C000976
phenol glucuronide	NA	87235	C000977
phenol sulfate	C02180	74426	C000978
phenylacetate	C07086	999	C000979
phenylacetylalanine	NA	564251	C000980
phenylacetylcarnitine	NA	101724840	C000981
phenylacetylglutamate	NA	11579826	C000982
phenylacetylglutamine	C04148	92258	C000983
phenylacetylglycine	C05598	68144	C000984
phenylacetylmethionine	NA	NA	C000985
phenylacetylthreonine	NA	NA	C000986
phenylacetylvaline	NA	3501227	C000987
phenylalanine	C00079	6140	C000988
phenylalanylalanine	NA	5488196	C000989
phenylalanylglycine	NA	6992304	C000990
phenyllactate (PLA)	C05607	3848	C000991
phenylpropanolamine	C02343	26934	C000992
phenylpyruvate	C00166	997	C000993
phosphate	C00009	1061	C000994
phosphoethanolamine	C00346	1015	C000995
phytanate	C01607	26840	C000996
picolinate	C10164	1018	C000997
picolinoylglycine	NA	11788622	C000998
pimelate (C7-DC)	C02656	385	C000999
pimeloylcarnitine/3-methyladipoylcarnitine (C7-DC)	NA	NA	C001000
pipecolate	NA	NA	C001001
piperine	C03882	638024	C001002
prednisolone	D00472,C07369	5755	C001003
pregabalin	NA	5486971	C001004
pregnanediol-3-glucuronide	NA	123796	C001005
pregnenediol disulfate (C21H34O8S2)*	NA	NA	C001006
pregnenediol sulfate (C21H34O5S)*	C18044	105074	C001007
pregnenetriol disulfate*	NA	NA	C001008
pregnenetriol sulfate*	NA	129671303	C001009
pregnenolone sulfate	C18044	105074	C001010
pristanate	NA	123929	C001011
pro-hydroxy-pro	NA	11902893	C001012
proline	C00148,C000763	8988,145742,614	C001013
prolylglycine	NA	6426709	C001014
promethazine	C07404	4927	C001015
propionylcarnitine (C3)	C03017	107738	C001016
propionylglycine	NA	98681	C001017
propyl 4-hydroxybenzoate sulfate	NA	131838881	C001018
pseudoephedrine	C02765	7028	C001019
pseudouridine	C02067	15047	C001020
pyridoxal	C00250	1050	C001021
pyridoxate	C00847	6723	C001022
pyridoxine (vitamin B6)	D08454	1054	C001023
pyrraline	C21013	14274616	C001024
pyruvate	C00022	1060	C001025
quetiapine	D08456,DG00899,C07397	5002	C001026
quinate	C00296	6508	C001027
quinine	C06526	3034034	C001028
quinolinate	C03722	1066	C001029
ranitidine	D00422	3001055	C001030
ranitidine N-oxide*	NA	62985	C001031
resveratrol disulfate (1)*	NA	NA	C001032
resveratrol disulfate (2)*	NA	NA	C001033
resveratrol glucuronide (1)*	NA	NA	C001034
resveratrol glucuronide (2)*	NA	NA	C001035
resveratrol sulfate (1)*	NA	25113755	C001036
resveratrol sulfate (2)*	NA	25113755	C001037
retinol (vitamin A)	C00473	445354	C001038
ribitol	C00379,C01904,C00474,C00532	6912	C001039
ribonate	C01685	5460677	C001040
ritalinic acid	NA	86863	C001041
saccharin	C12283	5143	C001042
salicylate	C00805	338	C001043
salicyluric glucuronide*	NA	121596205	C001044
sarcosine	C00213	1088	C001045
sebacate (C10-DC)	C08277	5192	C001046
serine	C00065	5951	C001047
serotonin	C00780	5202	C001048
sertraline	C07246	68617	C001049
sitagliptin	DG00118,D08516	4369359	C001050
solanidine	C06543	65727	C001051
spermidine	C00315	1102	C001052
sphinganine	C00836	3126	C001053
sphinganine-1-phosphate	NA	520	C001054
sphingomyelin (d17:1/14:0, d16:1/15:0)*	NA	NA	C001055
sphingomyelin (d17:1/16:0, d18:1/15:0, d16:1/17:0)*	NA	NA	C001056
sphingomyelin (d17:2/16:0, d18:2/15:0)*	NA	NA	C001057
sphingomyelin (d18:0/18:0, d19:0/17:0)*	NA	44260130	C001058
sphingomyelin (d18:0/20:0, d16:0/22:0)*	NA	NA	C001059
sphingomyelin (d18:1/14:0, d16:1/16:0)*	NA	11433862	C001060
sphingomyelin (d18:1/17:0, d17:1/18:0, d19:1/16:0)	NA	46891763	C001061
sphingomyelin (d18:1/18:1, d18:2/18:0)	NA	6443882	C001062
sphingomyelin (d18:1/19:0, d19:1/18:0)*	NA	NA	C001063
sphingomyelin (d18:1/20:0, d16:1/22:0)*	NA	44260124	C001064
sphingomyelin (d18:1/20:1, d18:2/20:0)*	NA	NA	C001065
sphingomyelin (d18:1/20:2, d18:2/20:1, d16:1/22:2)*	NA	NA	C001066
sphingomyelin (d18:1/21:0, d17:1/22:0, d16:1/23:0)*	NA	NA	C001067
sphingomyelin (d18:1/22:1, d18:2/22:0, d16:1/24:1)*	NA	NA	C001068
sphingomyelin (d18:1/22:2, d18:2/22:1, d16:1/24:2)*	NA	NA	C001069
sphingomyelin (d18:1/24:1, d18:2/24:0)*	NA	44260126	C001070
