BIOCHEMICAL	KEGG	PUBCHEM	compound_id
eicosapentaenoate (EPA; 20:5n3)			C000724
eicosenoate (20:1n9 or 1n11)			C000725
eicosenoylcarnitine (C20:1)*			C000726
enterodiol			C000727
enterolactone			C000728
enterolactone sulfate			C000729
epiandrosterone sulfate			C000730
epicatechin			C000731
equol			C000732
equol sulfate			C000733
ergosterol			C000734
ergothioneine			C000735
eriocitrin			C000736
eriodictyol			C000737
erucate (22:1n9)			C000738
erucoylcarnitine (C22:1)*			C000739
erythritol			C000740
erythronate*			C000741
erythrose			C000742
estriol			C000743
estriol 16-glucuronide			C000744
estriol 3-sulfate			C000745
estrone 3-sulfate			C000746
ethylmalonate			C000747
etiocholanolone glucuronide			C000748
ferulate			C000749
ferulic acid 4-sulfate			C000750
feruloylquinate (1)			C000751
feruloylquinate (2)			C000752
feruloylquinate (3)			C000753
feruloylquinate (4)			C000754
feruloylquinate (5)			C000755
ferulylglycine (1)			C000756
ferulylglycine (2)			C000757
fluconazole			C000758
formiminoglutamate			C000759
formononetin			C000760
fructose			C000761
fructosyllysine			C000762
fucose			C000763
fucosterol			C000764
fumarate			C000765
furaneol sulfate			C000766
galactitol (dulcitol)			C000767
galactonate			C000768
galactosylglycerol			C000769
gamma-CEHC			C000770
gamma-CEHC glucuronide*			C000771
gamma-CEHC sulfate			C000772
gamma-aminobutyrate (GABA)			C000773
gamma-glutamyl-alpha-lysine			C000774
gamma-glutamyl-epsilon-lysine			C000775
gamma-glutamylalanine			C000776
gamma-glutamylcitrulline*			C000777
gamma-glutamylcysteine			C000778
gamma-glutamylglutamate			C000779
gamma-glutamylglutamine			C000780
gamma-glutamylglycine			C000781
gamma-glutamylhistidine			C000782
gamma-glutamylisoleucine*			C000783
gamma-glutamylleucine			C000784
gamma-glutamylmethionine			C000785
gamma-glutamylphenylalanine			C000786
gamma-glutamylserine			C000787
gamma-glutamylthreonine			C000788
gamma-glutamyltyrosine			C000789
gamma-glutamylvaline			C000790
gamma-tocopherol/beta-tocopherol			C000791
gamma-tocotrienol			C000792
genistein			C000793
genistein glucuronide*			C000794
genistein sulfate*			C000795
gentisate			C000796
gentisic acid-5-glucoside			C000797
ginkgolic acid C13:0			C000798
ginkgolic acid C15:1			C000799
ginkgolic acid C17:1			C000800
gluconate			C000801
glucosamine 6-sulfate			C000802
glucose			C000803
glucuronate			C000804
glucuronide of C10H18O2 (1)*			C000805
glucuronide of C10H18O2 (7)*			C000806
glucuronide of C10H18O2 (8)*			C000807
glucuronide of C16H30O4 (1)*			C000808
glucuronide of piperine metabolite C17H21NO3 (1)*			C000809
glucuronide of piperine metabolite C17H21NO3 (4)*			C000810
glucuronide of piperine metabolite C17H21NO3 (6)*			C000811
glutamate			C000812
glutamate, gamma-methyl ester			C000813
glutamine			C000814
glutamine conjugate of C6H10O2 (1)*			C000815
glutamine conjugate of C6H10O2 (2)*			C000816
glutamine conjugate of C7H12O2*			C000817
glutamine conjugate of C8H12O2 (2)*			C000818
glutamine conjugate of C9H16O2 (1)*			C000819
glutaminylleucine			C000820
glutamyl-meso-diaminopimelate			C000821
glutarate (C5-DC)			C000822
glutarylcarnitine (C5-DC)			C000823
glycerate			C000824
glycerol			C000825
glycerol 3-phosphate			C000826
glycerophosphoethanolamine			C000827
glycerophosphoglycerol			C000828
glycerophosphoinositol*			C000829
glycerophosphorylcholine (GPC)			C000830
glycerophosphoserine*			C000831
glycine			C000832
glycitein			C000833
glycitein sulfate (2)			C000834
glyco-beta-muricholate			C000835
glycochenodeoxycholate			C000836
glycochenodeoxycholate 3-sulfate			C000837
glycochenodeoxycholate glucuronide (1)			C000838
glycocholate			C000839
glycocholate glucuronide (1)			C000840
glycocholate sulfate			C000841
glycocholenate sulfate*			C000842
glycodeoxycholate			C000843
glycodeoxycholate 3-sulfate			C000844
glycohyocholate			C000845
glycolithocholate			C000846
glycolithocholate sulfate*			C000847
glycosyl ceramide (d18:1/20:0, d16:1/22:0)*			C000848
glycosyl-N-(2-hydroxynervonoyl)-sphingosine (d18:1/24:1(2OH))*			C000849
glycosyl-N-palmitoyl-sphingosine (d18:1/16:0)			C000850
glycosyl-N-stearoyl-sphingosine (d18:1/18:0)			C000851
glycoursodeoxycholate			C000852
glycoursodeoxycholic acid sulfate (1)			C000853
glycylisoleucine			C000854
glycylleucine			C000855
glycylvaline			C000856
glycyrrhetinate			C000857
guaiacol sulfate			C000858
guanidinoacetate			C000859
guanidinosuccinate			C000860
guanine			C000861
guanosine			C000862
guanosine-2',3'-cyclic monophosphate			C000863
gulonate*			C000864
harmane			C000865
heme			C000866
heneicosapentaenoate (21:5n3)			C000867
heptadecasphingosine (d17:1)			C000868
heptadecatrienoate (17:3)*			C000869
heptanoate (7:0)			C000870
heptenedioate (C7:1-DC)*			C000871
hesperetin			C000872
hesperidin			C000873
hexadecadienoate (16:2n6)			C000874
hexadecanedioate (C16)			C000875
hexadecasphinganine (d16:0)*			C000876
hexadecasphingosine (d16:1)*			C000877
hexadecatrienoate (16:3n3)			C000878
hexadecenedioate (C16:1-DC)*			C000879
hexanoylcarnitine (C6)			C000880
hexanoylglutamine			C000881
hexanoylglycine (C6)			C000882
hexanoyltaurine			C000883
hippurate			C000884
histamine			C000885
histidine			C000886
histidine betaine (hercynine)*			C000887
histidylalanine			C000888
homo-cis-aconitate			C000889
homocitrulline			C000890
homostachydrine*			C000891
homovanillate sulfate			C000892
hydantoin-5-propionate			C000893
hydroxy-N6,N6,N6-trimethyllysine*			C000894
hydroxymethylpyrimidine			C000895
hydroxyproline			C000896
hyocholate			C000897
hypotaurine			C000898
hypoxanthine			C000899
imidazole lactate			C000900
imidazole propionate			C000901
indole			C000902
indole-3-acetamide			C000903
indole-3-carboxylate			C000904
indoleacetate			C000905
indoleacetylglutamine			C000906
indoleacrylate			C000907
indolelactate			C000908
indolepropionate			C000909
indolin-2-one			C000910
inosine			C000911
isobutyrylcarnitine (C4)			C000912
isobutyrylglycine (C4)			C000913
isocaproate (i6:0)			C000914
isocaproylglutamine			C000915
isocaproylglycine			C000916
isocaproyltaurine			C000917
isocitric lactone			C000918
isohyodeoxycholate			C000919
isoleucine			C000920
isoleucylglycine			C000921
isorhamnetin 3-rutinoside			C000922
isoursodeoxycholate			C000923
isoursodeoxycholate sulfate (1)			C000924
isovalerate (C5)			C000925
isovalerylglycine			C000926
isovitexin			C000927
isoxanthohumol			C000928
kaempferol			C000929
kynurenate			C000930
kynurenine			C000931
lactate			C000932
lactobacillic acid			C000933
lactose			C000934
lactosyl-N-behenoyl-sphingosine (d18:1/22:0)*			C000935
lactosyl-N-nervonoyl-sphingosine (d18:1/24:1)*			C000936
lactosyl-N-palmitoyl-sphingosine (d18:1/16:0)			C000937
lanosterol			C000938
laurate (12:0)			C000939
laurylcarnitine (C12)			C000940
leucine			C000941
leucylalanine			C000942
leucylglutamine*			C000943
leucylglycine			C000944
levulinate (4-oxovalerate)			C000945
lignoceroyl ethanolamide (24:0)*			C000946
lignoceroyl sphingomyelin (d18:1/24:0)			C000947
lignoceroylcarnitine (C24)*			C000948
limonin			C000949
linoleate (18:2n6)			C000950
linolenate (18:3n3 or 3n6)			C000951
linolenoyl ethanolamide			C000952
linolenoyl-linolenoyl-glycerol (18:3/18:3) [1]*			C000953
linolenoyl-linolenoyl-glycerol (18:3/18:3) [2]*			C000954
linolenoylcarnitine (C18:3)*			C000955
linoleoyl ethanolamide			C000956
linoleoyl-arachidonoyl-glycerol (18:2/20:4) [1]*			C000957
linoleoyl-arachidonoyl-glycerol (18:2/20:4) [2]*			C000958
linoleoyl-linolenoyl-glycerol (18:2/18:3) [1]*			C000959
linoleoyl-linolenoyl-glycerol (18:2/18:3) [2]*			C000960
linoleoyl-linoleoyl-glycerol (18:2/18:2) [1]*			C000961
linoleoyl-linoleoyl-glycerol (18:2/18:2) [2]*			C000962
linoleoylcarnitine (C18:2)*			C000963
lithocholate			C000964
lithocholate sulfate (1)			C000965
lithocholic acid sulfate (2)			C000966
luteolin			C000967
luteolin sulfate			C000968
lysine			C000969
lysylleucine			C000970
malate			C000971
maleate			C000972
malonate			C000973
malonylcarnitine			C000974
maltitol/lactitol/cellobiotol/palatinol			C000975
maltol			C000976
maltose			C000977
mannitol/sorbitol			C000978
mannonate*			C000979
mannose			C000980
margarate (17:0)			C000981
margaroyl ethanolamide*			C000982
margaroylcarnitine (C17)*			C000983
mead acid (20:3n9)			C000984
meglumine			C000985
methionine			C000986
methionine sulfone			C000987
methionine sulfoxide			C000988
methyl indole-3-acetate			C000989
methylmalonate (MMA)			C000990
methylphosphate			C000991
methylsuccinate			C000992
methylurea			C000993
metronidazole			C000994
mevalonate			C000995
mevalonolactone			C000996
myo-inositol			C000997
myristate (14:0)			C000998
myristoleate (14:1n5)			C000999
myristoleoylcarnitine (C14:1)*			C001000
myristoylcarnitine (C14)			C001001
naringenin			C001002
naringenin 7-O-glucoside			C001003
naringenin 7-glucuronide			C001004
naringin			C001005
narirutin			C001006
neohesperidin			C001007
neoponcirin			C001008
nervonoylcarnitine (C24:1)*			C001009
nicotianamine			C001010
nicotinamide			C001011
nicotinamide ribonucleotide (NMN)			C001012
nicotinamide riboside			C001013
nicotinate			C001014
nicotinate ribonucleoside			C001015
nicotinic acid mononucleotide (NaMN)			C001016
nomilin			C001017
nonadecanoate (19:0)			C001018
norvaline			C001019
o-Tyrosine			C001020
octadecadienedioate (C18:2-DC)*			C001021
octadecanedioate (C18)			C001022
octadecenedioate (C18:1-DC)			C001023
octadecenedioylcarnitine (C18:1-DC)*			C001024
octanoylcarnitine (C8)			C001025
ofloxacin			C001026
oleate/vaccenate (18:1)			C001027
oleoyl ethanolamide			C001028
oleoyl-arachidonoyl-glycerol (18:1/20:4) [1]*			C001029
oleoyl-arachidonoyl-glycerol (18:1/20:4) [2]*			C001030
oleoyl-linolenoyl-glycerol (18:1/18:3) [2]*			C001031
oleoyl-linoleoyl-glycerol (18:1/18:2) [1]			C001032
oleoyl-linoleoyl-glycerol (18:1/18:2) [2]			C001033
oleoyl-oleoyl-glycerol (18:1/18:1) [1]*			C001034
oleoyl-oleoyl-glycerol (18:1/18:1) [2]*			C001035
oleoylcarnitine (C18:1)			C001036
oleoylcholine			C001037
ornithine			C001038
orotate			C001039
orotidine			C001040
oxalate (ethanedioate)			C001041
p-cresol			C001042
p-cresol glucuronide*			C001043
p-cresol sulfate			C001044
p-hydroxybenzaldehyde			C001045
p-toluic acid			C001046
palmitate (16:0)			C001047
palmitoleate (16:1n7)			C001048
palmitoleoyl ethanolamide*			C001049
palmitoleoylcarnitine (C16:1)*			C001050
palmitoyl dihydrosphingomyelin (d18:0/16:0)*			C001051
palmitoyl ethanolamide			C001052
palmitoyl sphingomyelin (d18:1/16:0)			C001053
palmitoyl-arachidonoyl-glycerol (16:0/20:4) [1]*			C001054
palmitoyl-arachidonoyl-glycerol (16:0/20:4) [2]*			C001055
palmitoyl-linolenoyl-glycerol (16:0/18:3) [2]*			C001056
palmitoyl-linoleoyl-glycerol (16:0/18:2) [1]*			C001057
palmitoyl-linoleoyl-glycerol (16:0/18:2) [2]*			C001058
palmitoyl-oleoyl-glycerol (16:0/18:1) [2]*			C001059
palmitoylcarnitine (C16)			C001060
palmitoylcholine			C001061
pantetheine			C001062
pantoate			C001063
pantothenate (Vitamin B5)			C001064
paraxanthine			C001065
pentadecanoate (15:0)			C001066
pentose acid*			C001067
phenethylamine			C001068
phenol glucuronide			C001069
phenol sulfate			C001070
phenylacetate			C001071
phenylacetylaspartate			C001072
phenylacetylglutamate			C001073
phenylacetylglutamine			C001074
phenylacetylglycine			C001075
phenylacetylmethionine			C001076
phenylacetyltaurine			C001077
phenylalanine			C001078
phenylalanylalanine			C001079
phenylalanylglycine			C001080
phenyllactate (PLA)			C001081
phenylpropionylglycine			C001082
phenylpyruvate			C001083
pheophorbide A			C001084
pheophytin A			C001085
phloroglucinol sulfate			C001086
phosphate			C001087
phosphocholine			C001088
phytanate			C001089
phytosphingosine			C001090
picolinate			C001091
picolinoylglycine			C001092
pimelate (C7-DC)			C001093
pimeloylcarnitine/3-methyladipoylcarnitine (C7-DC)			C001094
pipecolate			C001095
piperidine			C001096
piperine			C001097
ponciretin			C001098
poncirin			C001099
pregnanediol-3-glucuronide			C001100
pregnanolone/allopregnanolone sulfate			C001101
pregnen-diol disulfate*			C001102
pregnenediol sulfate (C21H34O5S)*			C001103
pregnenetriol disulfate*			C001104
pregnenetriol sulfate*			C001105
pregnenolone sulfate			C001106
proline			C001107
prolylglycine			C001108
prolylhydroxyproline			C001109
propionylcarnitine (C3)			C001110
propionylglutamine			C001111
propionylglycine (C3)			C001112
propyl 4-hydroxybenzoate sulfate			C001113
protoporphyrin IX			C001114
pseudouridine			C001115
pterin			C001116
putrescine			C001117
pyridoxal			C001118
pyridoxamine			C001119
pyridoxate			C001120
pyridoxine (Vitamin B6)			C001121
pyroglutamine*			C001122
pyrraline			C001123
pyruvate			C001124
quercitrin			C001125
quinate			C001126
quinine			C001127
quinolinate			C001128
resveratrol sulfate (1)*			C001129
retinol (Vitamin A)			C001130
ribitol			C001131
riboflavin (Vitamin B2)			C001132
ribonate			C001133
ribulonate/xylulonate/lyxonate*			C001134
ribulose/xylulose			C001135
rosmarinate			C001136
rutin			C001137
saccharin			C001138
saccharopine			C001139
sarcosine			C001140
sebacate (C10-DC)			C001141
secoisolariciresinol			C001142
sedoheptulose			C001143
serine			C001144
serotonin			C001145
solanidine			C001146
soyasaponin I			C001147
soyasaponin II			C001148
soyasaponin III			C001149
spermidine			C001150
spermine			C001151
sphingadienine			C001152
sphinganine			C001153
sphingomyelin (d18:0/18:0, d19:0/17:0)*			C001154
sphingomyelin (d18:1/14:0, d16:1/16:0)*			C001155
sphingomyelin (d18:1/17:0, d17:1/18:0, d19:1/16:0)			C001156
sphingomyelin (d18:1/20:0, d16:1/22:0)*			C001157
sphingomyelin (d18:1/20:1, d18:2/20:0)*			C001158
sphingomyelin (d18:1/21:0, d17:1/22:0, d16:1/23:0)*			C001159
sphingomyelin (d18:1/22:1, d18:2/22:0, d16:1/24:1)*			C001160
sphingomyelin (d18:1/24:1, d18:2/24:0)*			C001161
sphingomyelin (d18:2/16:0, d18:1/16:1)*			C001162
sphingomyelin (d18:2/23:0, d18:1/23:1, d17:1/24:1)*			C001163
sphingomyelin (d18:2/24:1, d18:1/24:2)*			C001164
sphingosine			C001165
stachydrine			C001166
stearate (18:0)			C001167
stearidonate (18:4n3)			C001168
stearoyl ethanolamide			C001169
stearoyl sphingomyelin (d18:1/18:0)			C001170
stearoyl-arachidonoyl-glycerol (18:0/20:4) [1]*			C001171
stearoyl-linoleoyl-glycerol (18:0/18:2) [2]*			C001172
stearoylcarnitine (C18)			C001173
steviol			C001174
stigmastadienone			C001175
stigmasterol			C001176
suberate (C8-DC)			C001177
suberoylcarnitine (C8-DC)			C001178
succinate			C001179
succinoyltaurine			C001180
succinylcarnitine (C4-DC)			C001181
succinylglutamine			C001182
sucralose			C001183
sucrose			C001184
sulfate of piperine metabolite C15H17NO3 (1)*			C001185
sulfate of piperine metabolite C15H17NO3 (2)*			C001186
sulfate of piperine metabolite C16H17NO3 (1)*			C001187
sulfate of piperine metabolite C16H17NO3 (2)*			C001188
sulfate of piperine metabolite C16H19NO3 (1)*			C001189
sulfate of piperine metabolite C16H19NO3 (2)*			C001190
sulfate of piperine metabolite C16H19NO3 (3)*			C001191
sulfate of piperine metabolite C16H19NO4 (2)*			C001192
sulfate of piperine metabolite C16H19NO4 (4)*			C001193
sulfate of piperine metabolite C18H21NO3 (1)*			C001194
sulfate of piperine metabolite C18H21NO3 (2)*			C001195
sulfate of piperine metabolite C18H21NO3 (3)*			C001196
sulfate*			C001197
sulfociprofloxacin*			C001198
synephrine			C001199
syringaldehyde			C001200
syringic acid			C001201
tartarate			C001202
tartronate (hydroxymalonate)			C001203
taurine			C001204
tauro-beta-muricholate			C001205
taurochenodeoxycholate			C001206
taurochenodeoxycholic acid 3-sulfate			C001207
taurocholate			C001208
taurocholenate sulfate*			C001209
taurodeoxycholate			C001210
taurodeoxycholic acid 3-sulfate			C001211
taurohyocholate*			C001212
taurohyodeoxycholic acid			C001213
taurolithocholate			C001214
taurolithocholate 3-sulfate			C001215
tauroursodeoxycholate			C001216
tauroursodeoxycholic acid sulfate (1)			C001217
tauroursodeoxycholic acid sulfate (2)			C001218
tetradecadienoate (14:2)*			C001219
tetradecanedioate (C14)			C001220
tetradecanoylsphingosine (d14:1)*			C001221
tetrahydrocorticosterone glucuronide			C001222
tetrahydrocortisol disulfate			C001223
tetrahydrocortisol glucuronide			C001224
tetrahydrocortisol sulfate (1)			C001225
tetrahydrocortisol sulfate (2)			C001226
tetrahydrocortisone			C001227
theanine			C001228
theobromine			C001229
theophylline			C001230
thiamin (Vitamin B1)			C001231
thioproline			C001232
threonate			C001233
threonine			C001234
threonylphenylalanine			C001235
thymidine			C001236
thymine			C001237
thymol sulfate			C001238
tigloylglycine			C001239
tiglyl carnitine (C5)			C001240
trans-2-hexenoylglycine			C001241
trans-urocanate			C001242
tricarballylate			C001243
tricosanoyl sphingomyelin (d18:1/23:0)*			C001244
trigonelline (N'-methylnicotinate)			C001245
trimethylamine N-oxide			C001246
trizma acetate			C001247
tryptamine			C001248
tryptophan			C001249
tryptophan betaine			C001250
tryptophylglycine			C001251
tyramine			C001252
tyramine O-sulfate			C001253
tyrosine			C001254
tyrosol			C001255
tyrosylglycine			C001256
umbelliferone			C001257
umbelliferone sulfate			C001258
undecanedioate (C11-DC)			C001259
undecanoate (11:0)			C001260
undecenoylcarnitine (C11:1)			C001261
uracil			C001262
urate			C001263
urea			C001264
uridine			C001265
uridine-2',3'-cyclic monophosphate			C001266
ursocholate			C001267
ursodeoxycholate			C001268
ursodeoxycholate sulfate (1)			C001269
valerate (5:0)			C001270
valerylglycine (C5)			C001271
valerylphenylalanine			C001272
valine			C001273
valylglutamine			C001274
valylglycine			C001275
valylleucine			C001276
vancomycin			C001277
vanillactate			C001278
vanillate			C001279
vanillic acid glycine			C001280
vanillic alcohol sulfate			C001281
vanillin			C001282
vanillylmandelate (VMA)			C001283
vitexin			C001284
xanthine			C001285
xanthosine			C001286
xanthurenate			C001287
xylose			C001288
