BIOCHEMICAL	KEGG	PUBCHEM	compound_id
X-17677: ret for 48696	NA	NA	C000555
X-17682	NA	NA	C000556
X-17685	NA	NA	C000557
X-17690	NA	NA	C000558
X-17692	NA	NA	C000559
X-17765	NA	NA	C000560
X-18240	NA	NA	C000561
X-18249: ret for 63589	NA	NA	C000562
X-18345	NA	NA	C000563
X-18779	NA	NA	C000564
X-18886	NA	NA	C000565
X-18887	NA	NA	C000566
X-18888	NA	NA	C000567
X-18899	NA	NA	C000568
X-18901	NA	NA	C000569
X-18913	NA	NA	C000570
X-18914: ret for 63681	NA	NA	C000571
X-18921	NA	NA	C000572
X-18922	NA	NA	C000573
X-18935	NA	NA	C000574
X-18938: ret for 62915	NA	NA	C000575
X-19141	NA	NA	C000576
X-19438	NA	NA	C000577
X-21258	NA	NA	C000578
X-21285	NA	NA	C000579
X-21286	NA	NA	C000580
X-21295	NA	NA	C000581
X-21310	NA	NA	C000582
X-21312	NA	NA	C000583
X-21315	NA	NA	C000584
X-21319	NA	NA	C000585
X-21339	NA	NA	C000586
X-21342	NA	NA	C000587
X-21353	NA	NA	C000588
X-21364	NA	NA	C000589
X-21383	NA	NA	C000590
X-21410	NA	NA	C000591
X-21411: ret for 63120	NA	NA	C000592
X-21441	NA	NA	C000593
X-21442	NA	NA	C000594
X-21448	NA	NA	C000595
X-21467	NA	NA	C000596
X-21470	NA	NA	C000597
X-21471	NA	NA	C000598
X-21607	NA	NA	C000599
X-21628	NA	NA	C000600
X-21729: ret for 40605	NA	NA	C000601
X-21733	NA	NA	C000602
X-21735	NA	NA	C000603
X-21736	NA	NA	C000604
X-21752	NA	NA	C000605
X-21792: ret for 63685	NA	NA	C000606
X-21796	NA	NA	C000607
X-21803	NA	NA	C000608
X-21807	NA	NA	C000609
X-21815	NA	NA	C000610
X-21816	NA	NA	C000611
X-21821	NA	NA	C000612
X-21834	NA	NA	C000613
X-21838	NA	NA	C000614
X-21839	NA	NA	C000615
X-21845	NA	NA	C000616
X-22162	NA	NA	C000617
X-22509	NA	NA	C000618
X-22519	NA	NA	C000619
X-22520	NA	NA	C000620
X-22764: ret for 63683	NA	NA	C000621
X-22771	NA	NA	C000622
X-22775: ret for 63988	NA	NA	C000623
X-22776	NA	NA	C000624
X-22834	NA	NA	C000625
X-23046: ret for 62885	NA	NA	C000626
X-23196: ret for 63357	NA	NA	C000627
X-23276	NA	NA	C000628
X-23295	NA	NA	C000629
X-23297: ret for 63436	NA	NA	C000630
X-23314: ret for 64131	NA	NA	C000631
X-23369: ret for 63583	NA	NA	C000632
X-23583	NA	NA	C000633
X-23585: ret for 63151	NA	NA	C000634
X-23587	NA	NA	C000635
X-23590: ret for 63920	NA	NA	C000636
X-23593	NA	NA	C000637
X-23636	NA	NA	C000638
X-23639	NA	NA	C000639
X-23641	NA	NA	C000640
X-23644	NA	NA	C000641
X-23648	NA	NA	C000642
X-23649: ret for 63236	NA	NA	C000643
X-23655	NA	NA	C000644
X-23659	NA	NA	C000645
X-23662	NA	NA	C000646
X-23665	NA	NA	C000647
X-23666	NA	NA	C000648
X-23671	NA	NA	C000649
X-23673: ret for 43024	NA	NA	C000650
X-23680	NA	NA	C000651
X-23739	NA	NA	C000652
X-23780	NA	NA	C000653
X-23782	NA	NA	C000654
X-23787	NA	NA	C000655
X-23890	NA	NA	C000656
X-23997	NA	NA	C000657
X-24106: ret for 62984	NA	NA	C000658
X-24243	NA	NA	C000659
X-24293: ret for 63152	NA	NA	C000660
X-24295	NA	NA	C000661
X-24307	NA	NA	C000662
X-24309	NA	NA	C000663
X-24328	NA	NA	C000664
X-24329: ret for 62924	NA	NA	C000665
X-24337	NA	NA	C000666
X-24352	NA	NA	C000667
X-24422	NA	NA	C000668
X-24425	NA	NA	C000669
X-24431	NA	NA	C000670
X-24432	NA	NA	C000671
X-24435: ret for 35324	NA	NA	C000672
X-24452: ret for 62959	NA	NA	C000673
X-24455: ret for 62832	NA	NA	C000674
X-24473	NA	NA	C000675
X-24475	NA	NA	C000676
X-24489	NA	NA	C000677
X-24498: ret for 63843	NA	NA	C000678
X-24527: ret for 63657	NA	NA	C000679
X-24542: ret for 63853	NA	NA	C000680
X-24544	NA	NA	C000681
X-24546	NA	NA	C000682
X-24549	NA	NA	C000683
X-24571	NA	NA	C000684
X-24580: ret for 42638	NA	NA	C000685
X-24585	NA	NA	C000686
X-24588	NA	NA	C000687
X-24637	NA	NA	C000688
X-24669	NA	NA	C000689
X-24686	NA	NA	C000690
X-24699: ret for 64571	NA	NA	C000691
X-24728	NA	NA	C000692
X-24736	NA	NA	C000693
X-24748	NA	NA	C000694
X-24757	NA	NA	C000695
X-24765: ret for 62832	NA	NA	C000696
X-24809: ret for 63254	NA	NA	C000697
X-24811	NA	NA	C000698
X-24812	NA	NA	C000699
X-24813: ret for 62832	NA	NA	C000700
X-24849: ret for 64409	NA	NA	C000701
X-24928	NA	NA	C000702
X-24947	NA	NA	C000703
X-24948: ret for 62922	NA	NA	C000704
X-24949	NA	NA	C000705
X-24951	NA	NA	C000706
X-24952	NA	NA	C000707
X-24970	NA	NA	C000708
X-25172	NA	NA	C000709
X-25265	NA	NA	C000710
X-25271	NA	NA	C000711
X-25279	NA	NA	C000712
X-25343	NA	NA	C000713
X-25371	NA	NA	C000714
X-25389	NA	NA	C000715
X-25397	NA	NA	C000716
X-25402	NA	NA	C000717
X-25405	NA	NA	C000718
X-25417	NA	NA	C000719
X-25419	NA	NA	C000720
X-25420	NA	NA	C000721
X-25422	NA	NA	C000722
X-25451	NA	NA	C000723
X-25452	NA	NA	C000724
acesulfame	NA	36573	C000725
acetoacetate	C00164	96	C000726
acetylcarnitine (C2)	C02571	7045767	C000727
acisoga	NA	129397	C000728
aconitate [cis or trans]	C004174,C02341	444212,643757	C000729
adenine	C00147	190	C000730
adenosine 5'-monophosphate (AMP)	C00020	6083	C000731
adipoylcarnitine (C6-DC)	NA	71296139	C000732
adrenate (22:4n6)	C16527	5282844,5497181	C000733
adrenoylcarnitine (C22:4)*	NA	NA	C000734
alanine	C00041	5950	C000735
allantoin	C02348,C01551,C02350	439714,204,439713	C000736
alliin	C08265	87310	C000737
allo-threonine	C05519	99289	C000738
allopurinol	D00224	135401907	C000739
allopurinol riboside	NA	135407110	C000740
alpha-CEHC	NA	9943542	C000741
alpha-CEHC glucuronide*	NA	134819285	C000742
alpha-CEHC sulfate	NA	NA	C000743
alpha-hydroxycaproate	NA	99824	C000744
alpha-hydroxyisocaproate	C03264	83697,92779,439960	C000745
alpha-hydroxyisovalerate	NA	99823	C000746
alpha-hydroxymetoprolol	NA	114962	C000747
alpha-ketobutyrate	C00109	58	C000748
alpha-ketoglutaramate*	C00940	48	C000749
alpha-ketoglutarate	C00026	51	C000750
alpha-lipoate	C16241	6112	C000751
alpha-tocopherol	C02477	86472	C000752
amoxicillin	DG00520,C06827,D00229	33613	C000753
andro steroid monosulfate C19H28O6S (1)*	NA	159663	C000754
androstenediol (3alpha, 17alpha) monosulfate (2)	NA	NA	C000755
androstenediol (3alpha, 17alpha) monosulfate (3)	NA	NA	C000756
androstenediol (3beta,17beta) disulfate (1)	C04295	87120982	C000757
androstenediol (3beta,17beta) disulfate (2)	NA	87120982	C000758
androstenediol (3beta,17beta) monosulfate (1)	NA	129670631,13847309	C000759
androstenediol (3beta,17beta) monosulfate (2)	NA	NA	C000760
androsterone glucuronide	C11135	114833	C000761
androsterone sulfate	NA	159663	C000762
anserine	C01262	112072	C000763
anthranilate	C00108	227	C000764
arabinose	C00216	66308	C000765
arabitol/xylitol	C00379,C00542,C01904	94154,6912	C000766
arabonate/xylonate	C00502,C05411	122045,6602431	C000767
arachidate (20:0)	C06425	10467	C000768
arachidonate (20:4n6)	C00219	444899	C000769
arachidonoylcarnitine (C20:4)	NA	136212424	C000770
arachidonoylcholine	NA	122198216	C000771
arachidoylcarnitine (C20)*	NA	53477833	C000772
argininate*	NA	160437	C000773
arginine	C00062	6322	C000774
aripiprazole	C12564	60795	C000775
asparagine	C00152	6267	C000776
aspartate	C00049	5960	C000777
atenolol	D00235	2249	C000778
atorvastatin	D07474,D02258,D00887	60822	C000779
azelate (C9-DC)	C08261	2266	C000780
azithromycin	DG00606,D06390,C06838	447043	C000781
behenoyl dihydrosphingomyelin (d18:0/22:0)*	NA	44260132	C000782
behenoyl sphingomyelin (d18:1/22:0)*	NA	44260125	C000783
behenoylcarnitine (C22)*	NA	71464577	C000784
benzoate	C00180	243	C000785
benzoylcarnitine*	NA	NA	C000786
benzoylecgonine	C10847	448223	C000787
beta-alanine	C00099	239	C000788
beta-citrylglutamate	C20775	189741	C000789
beta-cryptoxanthin	C08591	5281235	C000790
beta-guanidinopropanoate	C03065	67701	C000791
beta-hydroxyisovalerate	NA	69362	C000792
beta-sitosterol	C01753	222284	C000793
betaine	C00719	247	C000794
betonicine	C08269	164642	C000795
bilirubin (E,E)*	NA	129320511	C000796
bilirubin (E,Z or Z,E)*	C00486	5799469	C000797
bilirubin (Z,Z)	C00486	5280352	C000798
biliverdin	C00500	5280353	C000799
bradykinin, des-arg(9)	C00306	105044	C000800
butyrylcarnitine (C4)	C02862	439829	C000801
butyrylglycine	NA	88412	C000802
caffeic acid sulfate	NA	21668705	C000803
caffeine	C07481	2519	C000804
campesterol	C01789	173183	C000805
candesartan	C07468	2541	C000806
caprate (10:0)	C01571	2969	C000807
caproate (6:0)	C01585	8892	C000808
caprylate (8:0)	C06423	379	C000809
carbamazepine	C06868,D00252	2554	C000810
carbamazepine 10,11-epoxide	C07496	2555	C000811
carbamazepine glucuronide*	NA	83870	C000812
carboxyethyl-GABA	NA	2572	C000813
carboxyibuprofen	NA	10444113	C000814
carboxyibuprofen glucuronide*	NA	135390721	C000815
carnitine	C00487,C00308	288	C000816
carotene diol (1)	NA	NA	C000817
carotene diol (2)	NA	NA	C000818
carotene diol (3)	NA	NA	C000819
catechol glucuronide	NA	75124209	C000820
catechol sulfate	NA	3083879	C000821
celecoxib	D00567,C07589	2662	C000822
cephalexin	C06895	27447	C000823
ceramide (d16:1/24:1, d18:1/22:1)*	NA	NA	C000824
ceramide (d18:1/14:0, d16:1/16:0)*	NA	NA	C000825
ceramide (d18:1/17:0, d17:1/18:0)*	NA	NA	C000826
ceramide (d18:1/20:0, d16:1/22:0, d20:1/18:0)*	NA	NA	C000827
ceramide (d18:2/24:1, d18:1/24:2)*	NA	NA	C000828
cerotoylcarnitine (C26)*	NA	53477828	C000829
cetirizine	C07778	2678	C000830
chenodeoxycholate	C02528	10133	C000831
chiro-inositol	C19891	NA	C000832
chlorthalidone	D00272	2732	C000833
cholate	C00695	221493	C000834
cholesterol	C00187	5997,6432564,11025495	C000835
cholic acid glucuronide	NA	21252309	C000836
choline	C00114	305	C000837
choline phosphate	C00588	1014	C000838
cimetidine	D00295,C06952	2756	C000839
cinnamoylglycine	NA	709625	C000840
cis-4-decenoate (10:1n6)*	NA	5282726	C000841
cis-4-decenoylcarnitine (C10:1)	NA	57357170	C000842
citalopram/escitalopram	D07913	146570	C000843
citraconate/glutaconate	C02226,C02214	5280498,643798	C000844
citrate	C00158	311	C000845
citrulline	C00327	9750	C000846
clindamycin	DG00435,C06914,D00277	446598	C000847
clotrimazole	D00282,C06922	2812	C000848
corticosterone	C02140	5753	C000849
cortisol	C00735	5754	C000850
cortisone	C00762	222786	C000851
cotinine	NA	408	C000852
creatine	C00300	586	C000853
creatinine	C00791	588	C000854
cys-gly, oxidized	NA	333293	C000855
cystathionine	C02291	439258	C000856
cysteine	C00097	5862	C000857
cysteine s-sulfate	C05824	115015	C000858
cysteine-glutathione disulfide	R00900	3080690	C000859
cysteinylglycine	C01419	439498	C000860
cysteinylglycine disulfide*	NA	22833544	C000861
cystine	C00491	67678	C000862
cytidine	C00475	6175	C000863
cytosine	C00380	597	C000864
daidzein sulfate (2)	NA	12114465	C000865
decanoylcarnitine (C10)	NA	10245190	C000866
dehydroepiandrosterone sulfate (DHEA-S)	C04555	12594	C000867
delta-CEHC	NA	35027084	C000868
delta-CEHC glucuronide	NA	NA	C000869
delta-tocopherol	C14151	92094	C000870
deoxycarnitine	C01181	22620	C000871
deoxycholate	C04483	222528,440355	C000872
desmethylcitalopram*	C16608	162180	C000873
desmethylnaproxen	NA	162920	C000874
desmethylnaproxen sulfate	NA	184679	C000875
dexlansoprazole	D08903	9578005	C000876
dextromethorphan	D03744,DG01078,C06947	5360696	C000877
diacylglycerol (12:0/18:1, 14:0/16:1, 16:0/14:1) [2]*	NA	53478025,53477950	C000878
diacylglycerol (14:0/18:1, 16:0/16:1) [1]*	NA	NA	C000879
diacylglycerol (14:0/18:1, 16:0/16:1) [2]*	NA	NA	C000880
diacylglycerol (16:1/18:2 [2], 16:0/18:3 [1])*	NA	NA	C000881
diclofenac	D07816,DG00441,C01690	3033	C000882
dihomo-linoleate (20:2n6)	C16525	6439848	C000883
dihomo-linolenate (20:3n3 or n6)	C03242	5280581	C000884
dihomo-linolenoyl-choline	NA	NA	C000885
dihomo-linolenoylcarnitine (C20:3n3 or 6)*	NA	NA	C000886
dihomo-linoleoylcarnitine (C20:2)*	NA	NA	C000887
dihydrocaffeate sulfate (2)	NA	NA	C000888
dihydroferulate	NA	14340	C000889
dihydroferulic acid sulfate	NA	187489	C000890
dihydroorotate	C00337	648	C000891
diltiazem	D07845	39186	C000892
dimethyl sulfone	C11142	6213	C000893
dimethylarginine (SDMA + ADMA)	C21189,C03626	123831,169148	C000894
dimethylglycine	C03626	673	C000895
dimethylguanidino valeric acid (DMGV)*	NA	101535539	C000896
diphenhydramine	C06960	3100	C000897
docosadienoate (22:2n6)	C16533	5282807	C000898
docosadioate (C22-DC)	C14240	7641	C000899
docosahexaenoate (DHA; 22:6n3)	C06429	445580	C000900
docosahexaenoylcholine	NA	NA	C000901
docosapentaenoate (n3 DPA; 22:5n3)	C16513	6441454	C000902
docosapentaenoate (n6 DPA; 22:5n6)	C16513	6441454	C000903
docosapentaenoylcarnitine (C22:5n3)*	NA	71464594	C000904
dodecadienoate (12:2)*	NA	25480	C000905
dodecanedioate (C12-DC)	C02678	12736	C000906
dodecenedioate (C12:1-DC)*	NA	5283028	C000907
dopamine 3-O-sulfate	C13690	122136	C000908
dopamine 4-sulfate	C13691	68517194	C000909
doxycycline	D00307	54671203	C000910
ectoine	C06231	126041	C000911
eicosanedioate (C20-DC)	NA	75502	C000912
eicosapentaenoate (EPA; 20:5n3)	C06428	446284	C000913
eicosenamide (20:1)*	NA	5365374	C000914
eicosenoate (20:1)	C16526	5282768,5282769,94159	C000915
eicosenoylcarnitine (C20:1)*	NA	NA	C000916
enalapril	C06977,D03769,DG00335	5388962	C000917
enalaprilat*	C11720	5462501	C000918
epiandrosterone sulfate	C04555	9929317	C000919
ergothioneine	C05570	5351619	C000920
erucate (22:1n9)	C08316	8216,5281116	C000921
erythritol	C00503	222285	C000922
erythronate*	NA	2781043	C000923
estrone 3-sulfate	C02538	3001028	C000924
ethyl glucuronide	NA	18392195	C000925
ethylmalonate	NA	11756	C000926
ethylparaben sulfate	NA	22908099	C000927
etiocholanolone glucuronide	NA	270605	C000928
eugenol sulfate	NA	180632	C000929
ezetimibe glucuronide*	NA	9894653	C000930
famotidine	D00318	5702160	C000931
ferulic acid 4-sulfate	NA	6305574	C000932
fexofenadine	C06999	3348	C000933
fibrinopeptide A (5-16)*	NA	NA	C000934
fibrinopeptide A*	NA	25081464	C000935
fibrinopeptide A, des-ala(1)*	NA	132993922	C000936
fibrinopeptide A, phosphono-ser(3)*	NA	132993923	C000937
fibrinopeptide B	NA	16132131	C000938
fibrinopeptide B (1-11)**	NA	16132131	C000939
fibrinopeptide B (1-12)**	NA	16132131	C000940
fibrinopeptide B (1-13)**	NA	NA	C000941
flavin adenine dinucleotide (FAD)	C00016	643975	C000942
fluconazole	C07002	3365	C000943
fluvoxamine	D07984	5324346	C000944
formiminoglutamate	C00439	439233	C000945
fructose	C00095	2723872	C000946
fumarate	C00122	444972	C000947
furosemide	D00331	3440	C000948
gabapentin	D00332	3446	C000949
galactonate	C00880,C15930	12310779,128869	C000950
gamma-CEHC	NA	133098	C000951
gamma-CEHC glucuronide*	NA	121596235	C000952
gamma-carboxyglutamate	NA	40772	C000953
gamma-glutamyl-2-aminobutyrate	NA	NA	C000954
gamma-glutamyl-alpha-lysine	NA	65254	C000955
gamma-glutamyl-epsilon-lysine	NA	7015685	C000956
gamma-glutamylalanine	C03738	440103	C000957
gamma-glutamylcitrulline*	NA	NA	C000958
gamma-glutamylglutamate	C05282	92865	C000959
gamma-glutamylglutamine	C05283	150914	C000960
gamma-glutamylglycine	NA	100099	C000961
gamma-glutamylhistidine	NA	7017195	C000962
gamma-glutamylisoleucine*	NA	22885096	C000963
gamma-glutamylleucine	NA	151023	C000964
gamma-glutamylmethionine	NA	7009567	C000965
gamma-glutamylphenylalanine	NA	111299	C000966
gamma-glutamylthreonine	NA	76078708	C000967
gamma-glutamyltryptophan	NA	3989307	C000968
gamma-glutamyltyrosine	NA	94340	C000969
gamma-glutamylvaline	NA	7015683	C000970
gamma-tocopherol/beta-tocopherol	C14152,C02483	NA	C000971
genistein sulfate*	NA	NA	C000972
gentisate	C00628	3469	C000973
gluconate	C00257	10690,3085666	C000974
glucose	C00031	5793	C000975
glucuronate	C16245	441478,23677976,94715,65041,444791	C000976
glucuronide of C10H18O2 (1)*	NA	NA	C000977
glucuronide of C10H18O2 (7)*	NA	NA	C000978
glucuronide of C10H18O2 (8)*	NA	NA	C000979
glucuronide of C12H22O4 (1)*	NA	NA	C000980
glucuronide of C14H22O4 (2)*	NA	NA	C000981
glucuronide of C14H26O4 (1)*	NA	NA	C000982
glucuronide of C14H26O4 (2)*	NA	NA	C000983
glucuronide of C8H16O2 (1)	NA	NA	C000984
glucuronide of piperine metabolite C17H21NO3 (3)*	NA	NA	C000985
glucuronide of piperine metabolite C17H21NO3 (4)*	NA	NA	C000986
glucuronide of piperine metabolite C17H21NO3 (5)*	NA	NA	C000987
glutamate	C00025,C00217	33032	C000988
glutamate, gamma-methyl ester	NA	68662	C000989
glutamine	C00064	5961	C000990
glutamine_degradant*	NA	NA	C000991
glutarate (C5-DC)	C00489	743,4418048	C000992
glutarylcarnitine (C5-DC)	NA	71317118	C000993
glycerate	C00258	439194,752	C000994
glycerol	C00116	753	C000995
glycerol 3-phosphate	C0093	754	C000996
glycerophosphoethanolamine	C01233	123874	C000997
glycerophosphoglycerol	C03274	54575349	C000998
glycerophosphorylcholine (GPC)	C00670	71920	C000999
glycine	C00037	750	C001000
glycine conjugate of C10H12O2*	NA	NA	C001001
glycine conjugate of C10H14O2 (1)*	NA	NA	C001002
glyco-alpha-muricholate**	NA	NA	C001003
glyco-beta-muricholate**	NA	NA	C001004
glycochenodeoxycholate	C05466	12544	C001005
glycochenodeoxycholate 3-sulfate	NA	21116917,21125002,11954205	C001006
glycochenodeoxycholate glucuronide (1)	NA	44263370	C001007
glycocholate	C01921	10140	C001008
glycocholate glucuronide (1)	NA	44263357	C001009
glycocholenate sulfate*	NA	NA	C001010
glycodeoxycholate	C05464	3035026	C001011
glycodeoxycholate 3-sulfate	NA	101602538	C001012
glycohyocholate	NA	71361462	C001013
glycolithocholate	C15557	115245	C001014
glycolithocholate sulfate*	C11301	72222	C001015
glycosyl ceramide (d18:1/20:0, d16:1/22:0)*	NA	NA	C001016
glycosyl ceramide (d18:1/23:1, d17:1/24:1)*	NA	NA	C001017
glycosyl ceramide (d18:2/24:1, d18:1/24:2)*	NA	NA	C001018
glycosyl-N-(2-hydroxynervonoyl)-sphingosine (d18:1/24:1(2OH))*	NA	NA	C001019
glycosyl-N-behenoyl-sphingadienine (d18:2/22:0)*	NA	NA	C001020
glycosyl-N-nervonoyl-sphingosine (d18:1/24:1)*	NA	20057357,53480656	C001021
glycosyl-N-palmitoyl-sphingosine (d18:1/16:0)	NA	NA	C001022
glycosyl-N-stearoyl-sphingosine (d18:1/18:0)	NA	NA	C001023
glycoursodeoxycholate	NA	12310288	C001024
guaiacol sulfate	NA	22473	C001025
guaifenesin	D00337	3516	C001026
guanidinoacetate	C00581	763	C001027
guanosine	C00387	6802	C001028
gulonate*	C00800	152304	C001029
heme	C00032	26945	C001030
heneicosapentaenoate (21:5n3)	NA	11998573	C001031
heptanoate (7:0)	C17714	8094	C001032
heptenedioate (C7:1-DC)*	NA	NA	C001033
hexadecadienoate (16:2n6)	NA	13932172	C001034
hexadecanedioate (C16-DC)	C19615	10459	C001035
hexadecenedioate (C16:1-DC)*	NA	NA	C001036
hexanoylcarnitine (C6)	NA	6426853	C001037
hexanoylglutamine	NA	NA	C001038
hexanoylglycine	NA	99463	C001039
hippurate	C01586	464	C001040
histidine	C00135	6274	C001041
histidylalanine	NA	101180	C001042
homoarginine	C01924	9085	C001043
homocitrulline	C02427	65072	C001044
homostachydrine*	C08283	441447	C001045
hydantoin-5-propionate	C05565	782	C001046
hydrochlorothiazide	C07041	3639	C001047
hydroquinone sulfate	C00530	161220	C001048
hydroxy-CMPF*	NA	NA	C001049
hydroxyasparagine**	C20631	15991574	C001050
hydroxybupropion	NA	446	C001051
hydroxycotinine	NA	107963	C001052
hydroxypioglitazone (M-IV)	NA	4147757	C001053
hyocholate	C17649	92805	C001054
hypotaurine	C00519	107812	C001055
hypoxanthine	C00262	790,135398638	C001056
ibuprofen	C01588	3672	C001057
ibuprofen acyl glucuronide	NA	163959	C001058
imidazole lactate	C05568	793	C001059
imidazole propionate	NA	70630	C001060
iminodiacetate (IDA)	C19911	8897	C001061
indole-3-carboxylate	C19837	69867	C001062
indoleacetate	C00954	802	C001063
indoleacetoylcarnitine*	NA	NA	C001064
indoleacetylglutamine	NA	25200879	C001065
indolelactate	C02043	92904	C001066
indolepropionate	NA	3744	C001067
indolin-2-one	C12312	321710	C001068
inosine	C00294	6021	C001069
isobutyrylcarnitine (C4)	NA	168379	C001070
isobutyrylglycine	NA	10855600	C001071
isocitric lactone	NA	98259	C001072
isoeugenol sulfate	NA	122198202	C001073
isoleucine	C06418,C00407,C16424	6306	C001074
isoleucylglycine	NA	342532	C001075
isoursodeoxycholate	C17662	127601	C001076
isovalerate (i5:0)	C08262	10430	C001077
isovalerylcarnitine (C5)	C20826	169235	C001078
isovalerylglycine	NA	546304	C001079
ketopioglitazone	NA	5201446	C001080
kynurenate	C01717	3845	C001081
kynurenine	C00328	161166	C001082
lactate	C00186	612	C001083
lactose	C01970	6134	C001084
lactosyl-N-behenoyl-sphingosine (d18:1/22:0)*	NA	44260143	C001085
lactosyl-N-nervonoyl-sphingosine (d18:1/24:1)*	NA	NA	C001086
lactosyl-N-palmitoyl-sphingosine (d18:1/16:0)	NA	53477895	C001087
lamotrigine	D00354	3878	C001088
lanthionine	NA	98504	C001089
laurate (12:0)	C02679	3893	C001090
laurylcarnitine (C12)	NA	168381	C001091
leucine	C00123	6106	C001092
leucylglycine	NA	79070	C001093
levetiracetam	C07841	5284583	C001094
lidocaine	D00358	3676	C001095
lignoceroyl sphingomyelin (d18:1/24:0)	NA	NA	C001096
lignoceroylcarnitine (C24)*	NA	NA	C001097
linoleate (18:2n6)	C01595	5280450	C001098
linolenate [alpha or gamma; (18:3n3 or 6)]	C06426,C06427	5280933,5280934	C001099
linolenoylcarnitine (C18:3)*	NA	NA	C001100
linoleoyl ethanolamide	NA	5283446	C001101
linoleoyl-arachidonoyl-glycerol (18:2/20:4) [1]*	NA	9543796	C001102
linoleoyl-arachidonoyl-glycerol (18:2/20:4) [2]*	NA	9543796	C001103
linoleoyl-linoleoyl-glycerol (18:2/18:2) [1]*	NA	9543729	C001104
linoleoylcarnitine (C18:2)*	NA	6450015	C001105
linoleoylcholine*	NA	53481656	C001106
lisinopril	DG00336,D00362	5362119	C001107
lithocholate sulfate (1)	NA	451489	C001108
lithocholic acid sulfate (2)	NA	NA	C001109
lysine	C00739,C00047	5962	C001110
lyxonate	NA	NA	C001111
malate	C00149,C00711,C00497	525	C001112
maleate	C01384	444266	C001113
malonylcarnitine	NA	22833583	C001114
maltose	C00208	10991489	C001115
mannitol/sorbitol	C00392,C00794	5780,6251	C001116
mannonate*	NA	3246006	C001117
mannose	C00159,C02209,C00936	82308,439680,185698,18950	C001118
margarate (17:0)	NA	10465	C001119
margaroylcarnitine (C17)*	NA	53477803	C001120
metformin	C07151	4091	C001121
methionine	C00073	6137	C001122
methionine sulfone	NA	69961	C001123
methionine sulfoxide	C02989	158980	C001124
methyl glucopyranoside (alpha + beta)	NA	445238,3036743,2108	C001125
methyl indole-3-acetate	NA	74706	C001126
methyl-4-hydroxybenzoate sulfate	NA	10657183	C001127
methylmalonate (MMA)	C02170	487	C001128
methylnaphthyl sulfate (1)*	NA	NA	C001129
methylnaphthyl sulfate (2)*	NA	NA	C001130
methylsuccinate	NA	10349	C001131
metoclopramide	C07868,D00726,DG00055	4168	C001132
metoprolol	D02358	4171	C001133
metoprolol acid metabolite*	NA	62936	C001134
metronidazole	DG00006,C07203,D00409	4173	C001135
morphine	C01516	5288826	C001136
morphine-3-glucuronide	C16643	5484731	C001137
morphine-6-glucuronide	C16578	5360621	C001138
mycophenolic acid	C20380	446541	C001139
mycophenolic acid glucuronide	NA	6442661	C001140
myo-inositol	C00137	892	C001141
myristate (14:0)	C06424	11005	C001142
myristoleate (14:1n5)	C08322	5281119	C001143
myristoleoylcarnitine (C14:1)*	NA	129691961	C001144
myristoyl dihydrosphingomyelin (d18:0/14:0)*	NA	44260138	C001145
myristoylcarnitine (C14)	NA	6426854	C001146
naproxen	C01517	156391	C001147
naringenin 7-glucuronide	NA	NA	C001148
nervonoylcarnitine (C24:1)*	NA	NA	C001149
nicotinamide	C00153	936	C001150
nicotinamide riboside	C03150	439924	C001151
nicotinate ribonucleoside	C05841	161233	C001152
nifedipine	C07266,D00437	4485	C001153
nisinate (24:6n3)	NA	11792612	C001154
nonadecanoate (19:0)	C16535	12591	C001155
nonanoylcarnitine (C9)	NA	91825642	C001156
norbenzoylecgonine*	NA	415793	C001157
norfluoxetine	NA	4541	C001158
o-cresol sulfate	NA	11615528	C001159
o-hydroxyatorvastatin	NA	9808225	C001160
octadecadienedioate (C18:2-DC)*	NA	NA	C001161
octadecanedioate (C18-DC)	NA	70095	C001162
octadecanedioylcarnitine (C18-DC)*	NA	NA	C001163
octadecenedioate (C18:1-DC)	NA	9543674	C001164
octadecenedioylcarnitine (C18:1-DC)*	NA	NA	C001165
octanoylcarnitine (C8)	C02838	123701,11953814	C001166
oleamide	C19670	5283387	C001167
oleate/vaccenate (18:1)	C21944,C08367,C01712,C00712	5282761,637517,5281127,445639	C001168
oleoyl ethanolamide	NA	5283454	C001169
oleoyl-arachidonoyl-glycerol (18:1/20:4) [1]*	NA	9543786	C001170
oleoyl-arachidonoyl-glycerol (18:1/20:4) [2]*	NA	9543786	C001171
oleoyl-linoleoyl-glycerol (18:1/18:2) [1]	NA	14275396	C001172
oleoyl-linoleoyl-glycerol (18:1/18:2) [2]	NA	71433693	C001173
oleoyl-oleoyl-glycerol (18:1/18:1) [1]*	NA	9543716	C001174
oleoyl-oleoyl-glycerol (18:1/18:1) [2]*	NA	9543716	C001175
oleoylcarnitine (C18:1)	NA	6441392	C001176
oleoylcholine	NA	59040790	C001177
olmesartan	D05246	158781	C001178
omeprazole	C07324	4594	C001179
ondansetron	C07325	4595	C001180
ornithine	C00077	6262	C001181
orotate	C00295	967	C001182
orotidine	NA	92751	C001183
oxalate (ethanedioate)	C00209	971	C001184
oxypurinol	D02365	135398752	C001185
p-cresol glucuronide*	NA	154035	C001186
p-cresol sulfate	NA	4615423	C001187
palmitate (16:0)	C00249	985	C001188
palmitoleate (16:1n7)	C08362	445638	C001189
palmitoleoyl-arachidonoyl-glycerol (16:1/20:4) [2]*	NA	NA	C001190
